FIPS,N02650,A02650,"Population Estimate, 2013","Population Estimate, 2016",PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS13
20077,3100.0,171210.0,"5,844","5,685",11.0,34.2
20079,25620.0,1457602.0,"34,784","34,913",10.3,31.0
20081,5560.0,333191.0,"4,101","4,006",9.8,33.9
20083,18180.0,850371.0,"1,954","1,870",13.7,32.0
20085,22310.0,1207709.0,"13,332","13,291",10.4,33.4
20087,36390.0,1838467.0,"18,835","18,897",10.0,29.9
20089,1820.0,81652.0,"3,059","2,901",13.0,29.6
20091,278740.0,25509505.0,"566,393","584,451",7.5,24.8
20093,5020.0,285587.0,"3,921","3,917",9.8,28.7
20095,7080.0,394467.0,"7,829","7,467",13.5,32.2
20097,1570.0,88297.0,"2,527","2,483",10.3,32.8
20099,17490.0,740232.0,"20,913","20,444",11.3,34.0
20101,16880.0,886108.0,"1,718","1,636",11.8,30.8
20103,63710.0,3489763.0,"78,141","80,204",10.3,32.8
20105,1740.0,75806.0,"3,143","3,073",10.4,31.2
20107,7980.0,354904.0,"9,515","9,558",12.0,31.6
20109,4870.0,302858.0,"2,780","2,831",13.5,31.1
20111,18010.0,801833.0,"33,517","33,510",10.4,34.7
20113,17340.0,1019813.0,"29,596","28,804",9.5,29.2
20115,16220.0,790653.0,"12,234","12,112",9.4,30.9
20117,6490.0,345264.0,"10,020","9,836",9.5,32.6
20119,1990.0,127236.0,"4,295","4,216",9.5,27.0
20121,32380.0,1976071.0,"32,807","32,964",11.0,34.1
20123,3050.0,170129.0,"6,330","6,243",12.4,32.1
20125,14430.0,640668.0,"34,361","32,746",14.3,35.1
20127,4150.0,189383.0,"5,717","5,573",12.3,35.1
20129,1400.0,77590.0,"3,133","2,848",11.1,31.9
20131,6670.0,379185.0,"10,158","10,241",8.9,30.4
20133,14590.0,637901.0,"16,451","16,146",12.2,33.5
20135,1370.0,85971.0,"3,087","2,962",10.8,31.1
20137,2400.0,116917.0,"5,620","5,493",10.7,32.4
20139,11690.0,604713.0,"16,088","15,843",11.5,37.1
20141,2390.0,115241.0,"3,815","3,642",12.1,33.2
20143,31710.0,1612375.0,"6,060","5,920",12.1,37.9
20145,3390.0,169379.0,"6,910","6,743",12.8,30.3
20147,2850.0,132934.0,"5,554","5,428",11.2,28.8
20149,26560.0,1341293.0,"22,611","23,661",10.5,31.3
20151,5890.0,336594.0,"9,798","9,584",11.7,33.8
20153,5360.0,299638.0,"2,591","2,549",12.3,32.3
20155,36880.0,1905622.0,"64,168","63,220",11.9,35.7
20157,5500.0,255532.0,"4,794","4,699",10.8,30.9
20159,18900.0,1168444.0,"9,985","9,831",11.3,32.6
20161,37940.0,1899671.0,"75,502","73,343",5.6,23.8
20163,4280.0,210331.0,"5,181","5,076",10.5,32.8
20165,1870.0,86260.0,"3,179","3,058",11.2,32.6
20167,5460.0,271573.0,"6,955","6,988",11.6,30.4
20169,29570.0,1514660.0,"55,726","55,142",11.3,35.1
20171,3840.0,242351.0,"4,922","5,032",9.7,32.1
20173,239180.0,14135130.0,"506,141","511,995",10.8,31.4
20175,14210.0,730684.0,"23,355","22,709",8.3,38.6
20177,90310.0,4781560.0,"178,661","178,146",10.7,32.9
20179,1600.0,106138.0,"2,534","2,509",11.8,31.5
20181,2940.0,146677.0,"6,077","5,965",9.4,29.9
20183,2370.0,113451.0,"3,703","3,632",10.6,34.1
20185,11990.0,690184.0,"4,340","4,208",11.9,32.5
20187,2000.0,116416.0,"2,172","2,062",11.1,31.3
20189,2390.0,156072.0,"5,813","5,584",10.0,34.8
20191,16740.0,917501.0,"23,609","23,272",11.1,31.1
20193,5010.0,286458.0,"7,951","7,892",8.7,35.0
20195,3580.0,202692.0,"2,964","2,872",11.1,29.7
20197,32430.0,2090607.0,"7,027","6,891",9.7,30.9
20199,720.0,41928.0,"1,566","1,497",11.7,33.1
20201,4010.0,185996.0,"5,627","5,546",12.7,30.7
20203,1110.0,66461.0,"2,185","2,112",10.8,29.4
20205,11040.0,484585.0,"9,090","8,723",13.6,32.9
20207,8130.0,352612.0,"3,205","3,165",11.7,33.4
20209,103010.0,5089944.0,"160,744","163,831",11.9,36.2
21001,22230.0,780061.0,"19,095","19,280",15.1,34.3
21003,17200.0,746059.0,"20,278","20,631",13.7,33.9
21005,37920.0,1874037.0,"21,731","22,158",12.2,34.6
21007,4510.0,236381.0,"8,277","8,054",13.2,34.2
21009,24010.0,996495.0,"42,996","43,993",13.4,31.0
21011,23990.0,1029470.0,"12,004","12,327",14.1,30.4
21013,9150.0,309741.0,"27,971","27,117",14.6,37.9
21015,87400.0,5164095.0,"123,998","128,536",11.9,32.5
21017,61580.0,3113251.0,"19,946","20,030",13.8,34.1
21019,24900.0,1267361.0,"48,907","48,132",15.7,38.5
21021,20180.0,953439.0,"29,621","30,018",11.2,32.2
21023,7990.0,338153.0,"8,436","8,400",14.6,32.4
21025,10130.0,359774.0,"13,584","13,284",15.7,41.6
21027,22380.0,974398.0,"20,053","19,961",14.8,36.6
21029,91810.0,4675578.0,"76,863","79,151",13.2,32.8
21031,33970.0,1234411.0,"12,796","12,845",14.1,33.2
21033,16340.0,699190.0,"12,816","12,568",12.6,35.0
21035,33530.0,1550917.0,"38,293","38,437",10.3,30.1
21037,43490.0,2590529.0,"90,873","92,211",10.9,31.6
21039,2750.0,131776.0,"4,980","4,855",13.1,33.4
21041,9810.0,435859.0,"10,854","10,679",12.5,35.3
21043,22750.0,929194.0,"27,398","27,046",14.3,38.9
21045,30390.0,1129430.0,"16,092","15,815",14.4,36.4
21047,32080.0,1368316.0,"74,246","72,351",10.8,36.5
21049,57990.0,3545330.0,"35,595","35,819",12.4,30.6
21051,22050.0,904617.0,"21,259","20,766",14.1,38.0
21053,6200.0,206545.0,"10,151","10,177",12.7,34.9
21055,7840.0,345054.0,"9,208","9,188",13.9,33.8
21057,8300.0,289271.0,"6,803","6,738",13.6,31.8
21059,49850.0,2530288.0,"98,311","99,674",11.3,30.4
21061,36100.0,1327448.0,"12,092","12,114",16.1,31.2
21063,16890.0,687384.0,"7,669","7,588",13.2,33.7
21065,11520.0,419655.0,"14,456","14,307",14.6,35.1
21067,178700.0,10354421.0,"308,501","318,449",9.0,27.3
21069,19870.0,882071.0,"14,551","14,507",13.5,34.5
21071,13090.0,558362.0,"38,558","37,110",13.4,37.6
21073,38650.0,1959358.0,"49,600","50,560",13.4,33.2
21075,2680.0,106397.0,"6,377","6,179",14.6,32.0
21077,8410.0,398330.0,"8,489","8,609",12.6,35.8
21079,22810.0,997705.0,"16,927","17,292",12.8,30.5
21081,14570.0,667254.0,"24,541","24,923",12.7,36.3
21083,51330.0,2366515.0,"37,352","37,182",10.7,30.1
21085,12710.0,494549.0,"26,024","26,184",14.7,36.5
21087,19350.0,726740.0,"11,173","11,060",13.3,38.1
21089,35470.0,1719829.0,"36,423","35,893",14.4,39.8
21091,7740.0,395233.0,"8,672","8,810",13.9,34.5
21093,59170.0,2793389.0,"108,282","107,316",11.6,32.9
21095,7150.0,276980.0,"28,562","27,168",16.9,36.5
21097,17780.0,824229.0,"18,548","18,646",13.1,30.1
21099,12020.0,435935.0,"18,474","18,627",13.1,37.1
21101,39800.0,1926745.0,"46,339","46,253",14.0,32.6
21103,42640.0,2216680.0,"15,413","15,818",11.4,31.6
21105,15140.0,642817.0,"4,726","4,627",14.1,35.2
21107,25730.0,1254220.0,"46,560","45,904",13.3,35.0
21109,23090.0,910811.0,"13,416","13,368",13.7,37.5
21111,383600.0,22314084.0,"757,715","765,352",11.9,31.6
21113,47750.0,3082450.0,"50,222","52,357",9.3,31.5
21115,7920.0,358024.0,"23,486","22,978",15.3,37.2
21117,108500.0,6437056.0,"162,918","164,945",10.8,28.5
21119,13860.0,567212.0,"16,097","15,544",16.1,40.2
21121,19790.0,740618.0,"31,867","31,687",16.2,39.3
21123,19960.0,808231.0,"14,081","14,096",13.7,33.6
21125,36150.0,1459733.0,"59,747","60,250",14.2,37.8
21127,15020.0,702338.0,"15,869","15,863",17.7,42.2
21129,13470.0,484874.0,"6,838","6,580",16.0,33.9
21131,4590.0,170303.0,"11,036","10,538",16.0,43.2
21133,9350.0,371903.0,"23,588","22,773",17.5,38.6
21135,18540.0,768721.0,"13,698","13,442",14.6,38.3
21137,29050.0,1276824.0,"24,463","24,372",12.3,30.8
21139,7150.0,309905.0,"9,362","9,269",12.3,29.7
21141,13730.0,621404.0,"26,958","26,593",11.8,35.2
21143,14910.0,664078.0,"8,448","8,069",14.3,33.3
21145,34390.0,1917987.0,"65,368","65,162",11.5,33.7
21147,10490.0,349931.0,"17,927","17,511",15.6,34.3
21149,29330.0,1380859.0,"9,499","9,475",17.5,36.8
21151,39990.0,1903194.0,"86,062","89,547",10.5,32.2
21153,8270.0,334899.0,"12,935","12,684",13.4,33.7
21155,21510.0,887932.0,"19,940","19,205",11.1,30.6
21157,37160.0,1721833.0,"31,228","31,365",11.1,34.1
21159,8760.0,375460.0,"12,695","12,002",13.9,39.3
21161,8400.0,403900.0,"17,298","17,190",13.0,30.1
21163,18010.0,846328.0,"29,285","28,126",11.6,35.9
21165,5950.0,213006.0,"6,335","6,408",12.3,33.3
21167,20880.0,976425.0,"21,328","21,477",12.2,35.8
21169,21960.0,875493.0,"9,970","10,018",15.7,33.8
21171,5230.0,184662.0,"10,701","10,588",13.3,29.9
21173,36670.0,1673890.0,"27,266","27,771",13.3,32.2
21175,8120.0,304777.0,"13,390","13,298",14.7,35.5
21177,17510.0,776479.0,"31,273","31,028",12.4,37.8
21179,32950.0,1628392.0,"44,501","45,559",11.3,32.4
21181,19000.0,840516.0,"7,034","7,084",12.5,32.5
21183,17330.0,811267.0,"24,047","24,378",16.0,37.2
21185,75620.0,6897293.0,"63,059","65,560",10.3,28.0
21187,12910.0,573877.0,"10,621","10,642",11.4,30.0
21189,3400.0,114207.0,"4,603","4,491",13.1,33.6
21191,19360.0,891037.0,"14,539","14,560",15.0,32.4
21193,10040.0,411232.0,"28,111","27,343",14.5,37.0
21195,24980.0,1165256.0,"63,917","60,555",16.1,38.9
21197,8170.0,283540.0,"12,490","12,308",13.4,36.3
21199,43260.0,1713878.0,"63,734","63,956",13.4,33.6
21201,3530.0,152562.0,"2,221","2,155",13.7,34.6
21203,16870.0,690259.0,"16,751","16,850",13.2,36.0
21205,17090.0,686800.0,"24,253","24,451",11.1,34.4
21207,13520.0,500105.0,"17,725","17,722",12.2,34.6
21209,46640.0,2469380.0,"50,067","53,972",10.6,29.4
21211,89120.0,5894099.0,"44,290","46,408",11.6,33.0
21213,31660.0,1565283.0,"17,760","18,083",11.6,35.4
21215,34500.0,1909289.0,"17,576","18,274",12.3,30.3
21217,25740.0,997461.0,"25,156","25,397",14.0,35.4
21219,35620.0,1615120.0,"12,486","12,295",12.2,33.7
21221,13420.0,601752.0,"14,308","14,264",13.8,33.4
21223,5420.0,254705.0,"8,808","8,620",12.8,34.0
21225,7040.0,380251.0,"15,111","14,880",11.6,30.7
21227,54980.0,2769606.0,"118,948","125,532",9.2,31.6
21229,31870.0,1445016.0,"11,920","12,189",13.2,32.9
21231,14440.0,501280.0,"20,676","20,453",14.2,37.1
21233,11570.0,592593.0,"13,392","13,316",13.9,35.6
21235,22010.0,837064.0,"35,751","36,096",13.5,36.3
21237,4590.0,156192.0,"7,275","7,159",12.6,32.3
21239,44110.0,2731138.0,"25,294","26,124",12.4,29.5
22001,48940.0,2523826.0,"62,169","62,645",12.9,33.1
22003,13010.0,598776.0,"25,597","25,684",11.2,34.4
22005,51010.0,3565431.0,"114,557","121,587",11.0,31.3
22007,39670.0,2223778.0,"23,207","22,695",14.4,34.8
22009,34710.0,1636799.0,"41,308","41,117",14.2,37.0
22011,18540.0,984930.0,"36,241","36,927",12.6,35.8
22013,20640.0,958813.0,"13,945","13,865",14.0,38.2
22015,98030.0,5370295.0,"123,894","126,057",12.0,34.7
22017,111140.0,5799979.0,"255,224","248,851",12.0,34.3
22019,87100.0,4832268.0,"195,491","200,601",11.6,32.3
22021,5030.0,271139.0,"9,932","10,087",12.1,36.3
22023,15730.0,758374.0,"6,688","6,882",11.7,31.5
22025,8630.0,439650.0,"10,293","9,921",11.0,35.3
22027,18930.0,883433.0,"16,653","16,132",12.0,37.0
22029,10230.0,469553.0,"20,450","19,920",14.5,38.3
22031,12510.0,658192.0,"27,026","27,149",14.1,38.9
22033,208370.0,12846089.0,"444,527","447,037",11.6,32.9
22035,3090.0,131637.0,"7,503","7,271",16.3,42.1
22037,20660.0,1172524.0,"19,675","19,683",17.2,42.1
22039,40880.0,1898074.0,"33,814","33,709",12.3,41.9
22041,15390.0,672512.0,"20,522","20,330",13.5,38.0
22043,22510.0,1120078.0,"22,346","22,365",12.0,33.8
22045,60480.0,3663883.0,"73,988","73,273",12.9,36.1
22047,18100.0,874533.0,"33,332","32,920",12.7,39.7
22049,23850.0,1295313.0,"16,114","15,808",13.6,34.8
22051,198170.0,11125535.0,"434,770","436,523",11.6,35.4
22053,29020.0,1627765.0,"31,283","31,413",13.2,36.3
22055,148300.0,9539087.0,"231,247","241,398",10.1,31.1
22057,60800.0,3901738.0,"97,148","98,305",10.9,36.9
22059,9330.0,533983.0,"14,826","15,052",12.6,33.2
22061,28330.0,1470251.0,"47,404","47,745",10.2,37.3
22063,81190.0,4218496.0,"134,175","140,138",12.4,34.4
22065,6120.0,237525.0,"11,899","11,528",11.1,41.8
22067,12660.0,520764.0,"27,012","26,071",16.0,39.4
22069,20200.0,1002651.0,"39,225","39,162",13.0,34.7
22071,160900.0,9650089.0,"378,886","391,495",11.9,31.9
22073,70720.0,3670195.0,"156,142","156,983",11.8,35.7
22075,9580.0,653749.0,"23,597","23,464",10.6,33.5
22077,17860.0,910825.0,"22,398","22,159",11.5,35.3
22079,71310.0,3545336.0,"132,482","132,424",13.2,35.7
22081,15990.0,986366.0,"8,886","8,550",13.0,40.3
22083,11400.0,537656.0,"20,875","20,430",13.8,37.1
22085,12860.0,708318.0,"24,213","23,977",14.8,39.1
22087,16570.0,674730.0,"43,409","45,688",13.8,35.5
22089,37100.0,2134599.0,"52,650","52,923",11.3,35.9
22091,26440.0,1256120.0,"10,843","10,512",15.8,40.6
22093,14580.0,709071.0,"21,610","21,557",14.6,37.0
22095,23030.0,1091475.0,"43,615","43,631",14.4,35.8
22097,60770.0,3032866.0,"83,510","83,883",13.9,39.6
22099,67340.0,3761628.0,"52,948","54,007",10.7,34.2
22101,26350.0,1285193.0,"53,531","52,093",15.0,38.0
22103,119690.0,8346022.0,"242,427","253,602",9.6,27.8
22105,63940.0,3043345.0,"125,430","130,710",11.9,39.1
22107,9010.0,344334.0,"4,881","4,597",16.3,34.8
22109,68250.0,4274087.0,"112,803","113,220",11.7,39.5
22111,26000.0,1339717.0,"22,386","22,487",15.6,34.4
22113,63660.0,3531953.0,"59,282","60,205",10.9,31.2
22115,30830.0,1476541.0,"52,889","50,569",12.3,36.6
22117,20300.0,830648.0,"46,319","46,310",15.0,37.4
22119,28480.0,1421087.0,"40,665","39,710",12.9,35.8
22121,18880.0,983629.0,"24,581","25,795",14.2,40.2
22123,4100.0,195665.0,"11,456","11,114",15.5,36.0
22125,6020.0,397635.0,"15,419","15,344",12.2,34.5
22127,18590.0,910848.0,"14,784","14,376",12.5,37.7
23001,57490.0,2688895.0,"107,370","107,319",11.2,33.2
23003,30390.0,1272545.0,"70,048","67,959",13.3,34.1
23005,144120.0,9682289.0,"286,124","292,041",7.9,22.7
23007,13330.0,591423.0,"30,478","30,001",9.4,30.2
23009,27860.0,1442691.0,"54,635","54,419",8.5,24.3
23011,64160.0,3096901.0,"121,185","120,569",10.8,30.9
23013,22140.0,1148407.0,"39,639","39,744",7.5,23.1
23015,18720.0,979056.0,"34,186","34,216",9.0,24.6
23017,30160.0,1284649.0,"57,343","57,217",10.9,31.4
23019,66390.0,3259227.0,"153,518","151,806",10.5,30.3
23021,9280.0,370550.0,"17,173","16,843",12.3,33.3
23023,27300.0,1422182.0,"35,031","35,273",9.4,25.1
23025,29280.0,1240263.0,"51,731","50,915",11.5,35.0
23027,19570.0,890493.0,"38,948","39,364",9.8,28.3
23029,13230.0,517583.0,"32,225","31,450",11.4,28.5
23031,119710.0,6900267.0,"199,442","202,343",9.7,27.6
24001,30360.0,1374295.0,"73,618","72,130",12.8,32.3
24003,297010.0,23345055.0,"555,897","568,346",9.3,29.1
24005,598060.0,39568707.0,"823,295","831,026",10.4,28.8
24009,44110.0,3438292.0,"90,477","91,251",9.1,29.7
24011,15900.0,736353.0,"32,658","32,850",11.9,35.0
24013,116390.0,9299481.0,"167,476","167,656",9.5,27.9
24015,44460.0,2639542.0,"101,917","102,603",11.2,33.7
24017,97970.0,6787830.0,"152,821","157,705",11.4,36.0
24019,16670.0,726728.0,"32,595","32,258",15.5,35.7
24021,152920.0,11391767.0,"241,180","247,591",9.0,29.1
24023,20850.0,981405.0,"29,952","29,425",12.2,30.6
24025,130040.0,9419569.0,"249,210","251,032",9.4,27.9
24027,193970.0,18875168.0,"304,534","317,233",7.5,21.7
24029,11130.0,739427.0,"19,819","19,730",9.9,28.1
24031,585160.0,54783610.0,"1,017,759","1,043,863",7.6,20.1
24033,557960.0,29897081.0,"891,302","908,049",11.8,33.4
24035,30070.0,2226750.0,"48,495","48,929",9.9,28.9
24037,50980.0,3682153.0,"109,607","112,587",11.0,32.0
24039,12280.0,519894.0,"26,049","25,928",13.7,42.2
24041,19250.0,1552063.0,"37,914","37,278",11.4,29.3
24043,77140.0,4449655.0,"149,321","150,292",12.8,33.8
24045,44190.0,2112796.0,"100,944","102,577",12.3,35.9
24047,44750.0,2290031.0,"51,431","51,444",13.6,29.4
24510,477250.0,24822837.0,"622,858","614,664",12.3,33.7
25001,142050.0,9731121.0,"214,844","214,276",8.6,19.9
25003,63210.0,3572117.0,"129,409","126,903",9.7,23.7
25005,279130.0,16941064.0,"552,637","558,324",11.1,28.3
25007,7400.0,526307.0,"17,146","17,246",8.0,22.0
25009,421130.0,32642918.0,"764,129","779,018",10.3,25.5
25011,58410.0,3261588.0,"71,149","70,382",8.3,21.0
25013,223090.0,12102912.0,"467,206","468,467",11.1,27.5
25015,76680.0,4935064.0,"160,851","161,816",6.8,18.9
25017,862900.0,88891602.0,"1,556,956","1,589,774",8.3,22.6
25019,5640.0,476260.0,"10,529","11,008",8.1,20.0
25021,488840.0,52132543.0,"688,749","697,181",8.6,20.5
25023,273390.0,21639234.0,"503,281","513,565",10.7,27.8
25025,456630.0,39847815.0,"759,670","784,230",7.5,21.3
25027,420810.0,28305068.0,"810,230","819,589",9.7,27.0
26001,10020.0,382112.0,"10,573","10,352",14.0,31.1
26003,6020.0,269684.0,"9,495","9,219",11.0,29.8
26005,132580.0,7765973.0,"112,415","115,548",10.3,30.2
26007,16740.0,705173.0,"29,012","28,704",11.4,32.1
26009,28380.0,1582671.0,"23,219","23,144",12.9,32.2
26011,15680.0,614523.0,"15,412","15,122",14.6,34.0
26013,3900.0,161951.0,"8,682","8,503",11.0,32.5
26015,67760.0,4007396.0,"59,134","59,702",9.6,31.2
26017,83490.0,4332955.0,"106,910","104,747",11.3,35.4
26019,24390.0,1344779.0,"17,400","17,572",12.6,28.7
26021,82350.0,4306917.0,"155,501","154,010",12.5,34.8
26023,28110.0,1232499.0,"43,539","43,427",10.0,31.8
26025,83960.0,4031925.0,"134,869","134,386",12.5,33.9
26027,53120.0,2534932.0,"51,848","51,599",12.2,35.3
26029,24880.0,1375691.0,"26,199","26,174",10.0,28.6
26031,17760.0,745639.0,"25,617","25,401",12.1,33.2
26033,18560.0,772794.0,"38,630","37,724",12.1,34.6
26035,26820.0,1065922.0,"30,579","30,358",11.9,33.8
26037,80820.0,4950299.0,"77,127","77,888",10.6,31.6
26039,11310.0,477281.0,"13,904","13,744",11.1,30.4
26041,18010.0,821186.0,"36,830","36,202",12.3,32.1
26043,14690.0,684318.0,"26,032","25,535",12.7,30.1
26045,104210.0,4984557.0,"108,245","109,160",11.4,35.7
26047,19080.0,1095789.0,"33,064","33,182",9.2,29.8
26049,232670.0,11169392.0,"415,553","408,615",12.2,33.0
26051,16670.0,697319.0,"25,530","25,122",13.8,34.7
26053,6490.0,264299.0,"15,854","15,243",11.4,31.3
26055,39490.0,2285564.0,"89,998","92,084",9.0,26.8
26057,36150.0,1727977.0,"42,019","41,202",9.9,33.6
26059,27460.0,1231502.0,"46,155","45,774",11.0,32.0
26061,13220.0,611784.0,"36,675","36,555",9.7,30.7
26063,20840.0,974731.0,"32,269","31,481",10.8,31.5
26065,163930.0,8863686.0,"282,587","288,051",9.2,30.4
26067,60380.0,3133422.0,"64,023","64,232",10.3,38.0
26069,14920.0,572075.0,"25,380","25,327",12.9,33.2
26071,5390.0,224405.0,"11,507","11,195",13.0,29.1
26073,42370.0,1930511.0,"70,177","71,282",8.5,30.9
26075,105050.0,5360985.0,"159,789","158,460",11.3,33.7
26077,148440.0,8555701.0,"257,162","261,654",7.8,30.6
26079,18940.0,907772.0,"17,292","17,263",13.0,31.6
26081,331770.0,19626251.0,"623,226","642,173",9.2,28.7
26083,5020.0,207967.0,"2,178","2,199",12.6,30.9
26085,20190.0,826337.0,"11,382","11,496",13.0,32.0
26087,87960.0,4769115.0,"88,307","88,340",10.7,30.3
26089,21860.0,1380369.0,"21,695","21,765",12.7,26.6
26091,64230.0,3562484.0,"98,784","98,504",11.2,30.8
26093,146050.0,9998529.0,"184,445","188,624",9.0,29.6
26095,2460.0,102886.0,"6,525","6,358",12.0,32.6
26097,7410.0,308649.0,"11,071","10,820",13.1,31.1
26099,470650.0,27412583.0,"855,885","867,730",9.9,33.3
26101,16450.0,676551.0,"24,444","24,373",11.1,34.6
26103,29860.0,1519053.0,"67,776","66,435",10.1,29.2
26105,23770.0,1059159.0,"28,656","28,876",11.3,29.9
26107,34190.0,1483792.0,"43,265","43,221",10.2,35.0
26109,12870.0,578571.0,"23,739","23,281",10.7,34.4
26111,77710.0,4529320.0,"83,578","83,462",9.5,30.5
26113,26530.0,1057817.0,"15,083","15,102",11.7,32.2
26115,113280.0,6180403.0,"150,224","149,208",11.1,33.8
26117,46980.0,1980280.0,"62,840","62,974",11.2,34.0
26119,5960.0,226663.0,"9,361","9,173",12.5,28.9
26121,103510.0,4968827.0,"172,230","173,408",12.4,35.8
26123,51620.0,2293805.0,"47,968","47,938",10.6,34.0
26125,708270.0,57181024.0,"1,231,947","1,243,970",9.3,26.3
26127,22620.0,1001879.0,"26,194","26,027",13.0,34.8
26129,20510.0,794288.0,"21,211","20,904",13.6,35.6
26131,2720.0,111278.0,"6,314","5,911",13.3,33.0
26133,15640.0,623986.0,"23,261","23,110",11.4,34.2
26135,6230.0,223700.0,"8,377","8,264",13.0,33.5
26137,18410.0,805060.0,"24,104","24,470",11.0,33.3
26139,187410.0,11263084.0,"273,531","282,250",7.8,27.6
26141,18840.0,781305.0,"13,049","12,762",14.0,32.3
26143,18160.0,739645.0,"23,935","23,700",14.4,34.2
26145,116280.0,5210324.0,"196,785","192,326",12.8,38.9
26147,86460.0,4280800.0,"160,206","159,587",11.2,33.0
26149,39510.0,1889021.0,"60,938","60,853",10.8,34.7
26151,28800.0,1265712.0,"41,907","41,409",10.2,31.3
26153,4330.0,190514.0,"8,250","8,001",12.6,31.3
26155,69990.0,3493855.0,"68,825","68,554",11.3,32.4
26157,50710.0,2309820.0,"54,221","53,338",12.6,32.6
26159,99070.0,5030958.0,"75,330","75,223",11.8,33.5
26161,268020.0,20847112.0,"354,573","364,709",7.6,24.4
26163,831590.0,39925174.0,"1,774,623","1,749,366",12.0,33.5
26165,22850.0,931969.0,"32,533","33,163",11.2,30.2
27001,13660.0,660533.0,"15,739","15,583",11.5,29.9
27003,271650.0,17984016.0,"338,907","345,957",8.0,30.0
27005,28530.0,1500744.0,"33,266","33,734",8.9,32.6
27007,20190.0,979156.0,"45,545","46,106",9.3,30.9
27009,43940.0,2493111.0,"39,248","39,992",7.9,29.3
27011,3970.0,221866.0,"5,111","5,050",9.4,28.7
27013,43350.0,2346425.0,"64,894","66,441",6.8,33.7
27015,19550.0,1045023.0,"25,279","25,331",8.9,30.1
27017,22600.0,1151413.0,"35,364","35,738",9.5,30.1
27019,66860.0,6679538.0,"95,624","100,262",6.8,23.0
27021,60930.0,2996400.0,"28,525","28,993",10.2,26.5
27023,11070.0,612114.0,"12,108","12,133",9.3,29.9
27025,52730.0,3221589.0,"53,733","54,748",8.4,29.8
27027,31330.0,1736986.0,"60,588","62,875",6.4,28.4
27029,10620.0,517270.0,"8,776","8,827",10.0,31.0
27031,2920.0,140401.0,"5,176","5,286",9.2,28.9
27033,10960.0,580723.0,"11,618","11,470",10.2,31.7
27035,41990.0,2158353.0,"63,099","63,940",10.4,29.0
27037,222790.0,16318925.0,"408,351","417,486",6.9,26.6
27039,15510.0,936602.0,"20,314","20,506",8.3,24.9
27041,25180.0,1436077.0,"36,545","37,456",7.6,30.0
27043,10350.0,553841.0,"14,171","13,935",8.8,27.0
27045,16510.0,912289.0,"20,823","21,003",8.5,25.1
27047,33680.0,1704317.0,"30,936","30,446",8.0,29.9
27049,55080.0,3517872.0,"46,390","46,676",9.8,32.2
27051,4500.0,261805.0,"5,982","5,956",9.2,32.0
27053,655390.0,54482863.0,"1,198,619","1,232,483",6.8,22.8
27055,11800.0,646849.0,"18,818","18,814",9.3,25.7
27057,29110.0,1427220.0,"20,722","20,718",8.2,24.9
27059,54630.0,2997544.0,"38,186","39,025",7.8,28.0
27061,30570.0,1573390.0,"45,442","45,242",8.9,32.2
27063,18100.0,922979.0,"10,255","9,944",9.5,31.5
27065,18200.0,821754.0,"16,011","15,830",10.2,29.9
27067,27250.0,1515237.0,"42,546","42,495",8.1,29.1
27069,2030.0,112769.0,"4,490","4,333",9.7,27.8
27071,8290.0,390772.0,"13,121","12,628",11.1,28.0
27073,10630.0,582042.0,"7,004","6,715",10.1,28.8
27075,7550.0,375355.0,"10,805","10,625",9.5,30.3
27077,2230.0,103541.0,"3,922","3,814",9.4,30.4
27079,29030.0,1713633.0,"27,650","27,591",8.4,32.4
27081,5280.0,268392.0,"5,803","5,783",9.3,28.3
27083,13880.0,822779.0,"25,675","25,699",8.3,28.7
27085,24130.0,1332705.0,"35,977","35,842",9.2,31.1
27087,4090.0,185117.0,"5,482","5,465",11.2,32.6
27089,11980.0,656039.0,"9,437","9,324",9.7,29.7
27091,14060.0,782409.0,"20,422","19,829",9.7,32.2
27093,26520.0,1482988.0,"23,098","23,110",10.6,30.4
27095,18090.0,875149.0,"25,824","25,866",11.6,35.9
27097,37620.0,1865123.0,"32,831","32,821",8.2,34.3
27099,27120.0,1471343.0,"39,262","39,163",8.4,30.8
27101,8830.0,494881.0,"8,544","8,329",11.3,29.8
27103,49670.0,2704343.0,"32,926","33,575",7.7,29.9
27105,13350.0,684786.0,"21,750","21,848",7.8,28.8
27107,5190.0,271496.0,"6,659","6,579",9.1,28.2
27109,87750.0,6064089.0,"149,033","153,102",7.0,25.6
27111,48650.0,2516842.0,"57,611","58,085",10.3,29.4
27113,8990.0,478991.0,"14,120","14,235",8.3,27.5
27115,23160.0,1047511.0,"29,081","28,874",10.6,36.2
27117,5430.0,281032.0,"9,288","9,202",9.3,28.4
27119,19800.0,1079019.0,"31,649","31,660",9.6,33.5
27121,23900.0,1397044.0,"10,921","11,049",9.5,32.1
27123,349720.0,22657400.0,"527,378","540,649",8.2,25.8
27125,2480.0,137879.0,"4,055","4,007",8.7,32.8
27127,23170.0,1311442.0,"15,723","15,263",9.1,32.6
27129,23410.0,1331259.0,"15,121","14,660",8.2,29.5
27131,43850.0,2655572.0,"64,757","65,622",7.3,31.5
27133,8670.0,465708.0,"9,522","9,564",9.5,28.4
27135,8300.0,508949.0,"15,523","15,626",9.3,29.3
