zipcode,N1,N05780,N85775
35808,20,0,0
35810,7140,170,510
35810,3780,160,200
35810,1380,0,30
35810,610,0,0
35810,550,0,0
35810,50,0,0
35811,4390,140,380
35811,2700,110,170
35811,1790,50,50
35811,1380,0,20
35811,1950,0,0
35811,320,0,0
35816,3650,80,240
35816,1320,60,90
35816,350,0,0
35816,170,0,0
35816,130,0,0
35816,20,0,0
35824,1040,20,80
35824,860,50,80
35824,610,0,0
35824,490,0,0
35824,960,0,0
35824,220,0,0
35901,3530,90,240
35901,1700,70,120
35901,800,20,30
35901,460,0,0
35901,550,0,0
35901,300,0,0
35903,3450,90,280
35903,1850,60,110
35903,910,30,40
35903,480,0,0
35903,400,0,0
35903,40,0,0
35904,2540,70,190
35904,1420,70,110
35904,650,0,0
35904,320,0,0
35904,250,0,0
35904,30,0,0
35905,1020,20,90
35905,690,40,60
35905,400,0,0
35905,240,0,0
35905,280,0,0
35905,40,0,0
35906,1780,60,180
35906,1100,60,90
35906,650,20,20
35906,380,0,0
35906,460,0,0
35906,100,0,0
35907,1090,20,90
35907,870,30,60
35907,630,20,30
35907,520,0,0
35907,580,0,0
35907,80,0,0
35950,4130,80,230
35950,2570,60,100
35950,910,30,40
35950,480,0,0
35950,480,0,0
35950,90,0,0
35951,2500,50,170
35951,1330,50,80
35951,560,30,30
35951,290,0,0
35951,230,0,0
35951,60,0,0
35952,1140,30,100
35952,690,40,60
35952,430,0,0
35952,210,0,0
35952,190,0,0
35952,0,0,0
35953,1120,40,90
35953,780,30,40
35953,440,0,0
35953,260,0,0
35953,280,0,0
35953,40,0,0
35954,2300,60,190
35954,1240,50,80
35954,620,30,30
35954,310,0,0
35954,210,0,0
35954,30,0,0
35956,1420,40,130
35956,890,30,60
35956,510,0,0
35956,270,0,0
35956,250,0,0
35956,30,0,0
35957,3010,60,190
35957,1690,60,80
35957,770,20,30
35957,440,0,0
35957,340,0,0
35957,80,0,0
35958,490,40,50
35958,290,0,20
35958,190,0,0
35958,100,0,0
35958,90,0,0
35958,0,0,0
35959,790,30,50
35959,430,0,20
35959,250,0,0
35959,140,0,0
35959,140,0,0
35959,20,0,0
35960,1540,50,120
35960,940,50,70
35960,480,0,0
35960,320,0,0
35960,360,0,0
35960,60,0,0
35961,1120,20,60
35961,690,20,40
35961,220,0,0
35961,120,0,0
35961,90,0,0
35961,20,0,0
35962,1250,30,100
35962,770,20,40
35962,330,0,0
35962,150,0,0
35962,100,0,0
35962,20,0,0
35963,280,0,30
35963,180,0,0
35963,80,0,0
35963,40,0,0
35963,40,0,0
35963,0,0,0
35966,540,30,50
35966,380,0,30
35966,200,0,0
35966,110,0,0
35966,100,0,0
35966,0,0,0
35967,2740,100,240
35967,1690,80,140
35967,760,30,30
35967,420,0,0
35967,370,0,0
35967,80,0,0
35968,870,30,80
35968,650,30,50
35968,320,0,0
35968,170,0,0
35968,170,0,0
35968,30,0,0
35971,820,0,70
35971,450,40,40
35971,230,0,0
35971,130,0,0
35971,90,0,0
35971,20,0,0
35972,190,0,30
35972,140,0,0
35972,70,0,0
35972,40,0,0
35972,50,0,0
35972,0,0,0
35973,490,30,40
35973,270,0,20
35973,140,0,0
35973,80,0,0
35973,60,0,0
35973,0,0,0
35974,320,0,40
35974,210,0,0
35974,90,0,0
35974,60,0,0
35974,50,0,0
35974,0,0,0
35975,160,0,40
35975,110,0,0
35975,60,0,0
35975,20,0,0
35975,30,0,0
35975,0,0,0
35976,2890,80,250
35976,1530,70,100
35976,900,40,40
35976,590,0,0
35976,740,0,0
35976,320,0,0
35978,870,20,70
35978,570,40,60
35978,280,0,0
35978,140,0,0
35978,140,0,0
35978,0,0,0
35979,250,0,30
35979,150,0,30
35979,80,0,0
35979,40,0,0
35979,30,0,0
35979,0,0,0
35980,880,0,60
35980,480,40,40
35980,220,0,0
35980,130,0,0
35980,90,0,0
35980,0,0,0
35981,320,0,40
35981,200,0,0
35981,130,0,0
35981,70,0,0
35981,60,0,0
35981,0,0,0
35983,590,30,70
35983,370,0,0
35983,210,0,0
35983,120,0,0
35983,130,0,0
35983,0,0,0
35984,340,30,40
35984,200,0,20
35984,120,0,0
35984,70,0,0
35984,90,0,0
35984,0,0,0
35986,1340,40,130
35986,820,50,70
35986,450,0,0
35986,260,0,0
35986,240,0,0
35986,40,0,0
35987,390,0,50
35987,260,0,0
35987,140,0,0
35987,80,0,0
35987,80,0,0
35987,0,0,0
35988,310,0,40
35988,200,0,0
35988,90,0,0
35988,50,0,0
35988,40,0,0
35988,0,0,0
35989,570,30,50
35989,330,0,30
35989,140,0,0
35989,80,0,0
35989,100,0,0
35989,20,0,0
36003,360,0,40
36003,180,0,0
36003,90,0,0
36003,50,0,0
36003,70,0,0
36003,0,0,0
36005,260,0,30
36005,190,0,0
36005,90,0,0
36005,60,0,0
36005,60,0,0
36005,0,0,0
36006,230,0,30
36006,140,0,0
36006,90,0,0
36006,50,0,0
36006,50,0,0
36006,0,0,0
36009,460,0,50
36009,260,0,0
36009,130,0,0
36009,100,0,0
36009,100,0,0
36009,0,0,0
36010,1080,30,50
36010,570,0,20
36010,210,0,0
36010,120,0,0
36010,130,0,0
36010,0,0,0
36013,70,0,0
36013,30,0,0
36013,40,0,0
36013,0,0,0
36013,70,0,0
36013,0,0,0
36016,600,20,50
36016,330,0,0
36016,130,0,0
36016,70,0,0
36016,70,0,0
36016,0,0,0
36017,280,0,0
36017,140,0,0
36017,50,0,0
36017,30,0,0
36017,30,0,0
36017,0,0,0
36020,230,0,0
36020,150,0,0
36020,60,0,0
36020,40,0,0
36020,50,0,0
36020,0,0,0
36022,1710,30,100
36022,1190,60,60
36022,950,0,30
36022,820,0,0
36022,980,0,0
36022,90,0,0
36024,990,30,70
36024,640,20,40
36024,380,0,0
36024,240,0,0
36024,280,0,0
36024,70,0,0
36025,660,0,30
36025,450,30,30
36025,230,0,0
36025,150,0,0
36025,160,0,0
36025,0,0,0
36026,130,0,30
36026,110,0,0
36026,70,0,0
36026,50,0,0
36026,50,0,0
36026,20,0,0
36027,2990,70,150
36027,1450,60,80
36027,600,0,30
36027,350,0,0
36027,490,0,0
36027,70,0,0
36028,310,0,30
36028,200,0,0
36028,90,0,0
36028,50,0,0
36028,50,0,0
36028,0,0,0
36029,150,0,0
36029,100,0,0
36029,60,0,0
36029,0,0,0
36029,70,0,0
36029,0,0,0
36030,100,0,0
36030,40,0,0
36030,30,0,0
36030,30,0,0
36030,0,0,0
36030,0,0,0
36032,570,0,20
36032,310,0,0
36032,100,0,0
36032,40,0,0
36032,40,0,0
36032,0,0,0
36033,730,0,60
36033,440,40,40
36033,170,0,0
36033,90,0,0
36033,100,0,0
36033,0,0,0
36034,130,0,0
36034,90,0,0
36034,40,0,0
36034,50,0,0
36034,0,0,0
36034,0,0,0
36035,310,0,40
36035,210,0,0
36035,120,0,0
36035,70,0,0
36035,80,0,0
36035,0,0,0
36036,340,0,30
36036,250,0,0
36036,90,0,0
36036,50,0,0
36036,60,0,0
36036,0,0,0
36037,2680,80,170
36037,1390,50,90
36037,570,0,0
36037,350,0,0
36037,370,0,0
36037,60,0,0
36039,60,0,0
36039,60,0,0
36039,0,0,0
36039,0,0,0
36039,0,0,0
36040,870,30,60
36040,480,0,20
36040,130,0,0
36040,40,0,0
36040,40,0,0
36040,0,0,0
36041,210,0,30
36041,180,0,0
36041,80,0,0
36041,50,0,0
36041,40,0,0
36041,0,0,0
36042,210,0,30
36042,170,0,0
36042,80,0,0
36042,60,0,0
36042,40,0,0
36042,0,0,0
36043,620,30,40
36043,420,0,30
36043,220,0,0
36043,160,0,0
36043,180,0,0
36043,30,0,0
36046,250,0,20
36046,150,0,0
36046,70,0,0
36046,50,0,0
36046,40,0,0
36046,0,0,0
36047,270,0,30
36047,150,0,0
36047,70,0,0
36047,40,0,0
36047,40,0,0
36047,0,0,0
36048,300,0,20
36048,130,0,0
36048,50,0,0
36048,30,0,0
36048,30,0,0
36048,0,0,0
36049,960,30,60
36049,600,30,30
36049,280,0,0
36049,180,0,0
36049,160,0,0
36049,30,0,0
36051,400,0,40
36051,260,0,0
36051,120,0,0
36051,70,0,0
36051,100,0,0
36051,0,0,0
36052,120,0,0
36052,80,0,0
36052,40,0,0
36052,40,0,0
36052,80,0,0
36052,30,0,0
36053,420,0,30
36053,230,0,0
36053,60,0,0
36053,20,0,0
36053,30,0,0
36053,0,0,0
36054,2390,60,140
36054,1750,60,100
36054,950,0,0
36054,600,0,0
36054,750,0,0
36054,90,0,0
36064,1170,40,70
36064,830,0,40
36064,640,20,30
36064,620,0,0
36064,1140,0,0
36064,420,0,0
36066,2810,50,170
36066,2030,70,120
36066,1400,40,40
36066,1080,0,0
36066,1350,0,0
36066,150,0,0
36067,4340,110,290
36067,2560,70,120
36067,1560,40,50
36067,970,0,0
36067,1410,0,0
36067,210,0,0
36069,320,0,30
36069,220,0,0
36069,100,0,0
36069,70,0,0
36069,70,0,0
36069,0,0,0
36071,170,0,0
36071,90,0,0
36071,40,0,0
36071,30,0,0
36071,0,0,0
36071,0,0,0
36075,410,0,30
36075,270,0,0
36075,80,0,0
36075,50,0,0
36075,60,0,0
36075,0,0,0
36078,2250,50,140
36078,1420,30,60
36078,810,20,30
36078,440,0,0
36078,500,0,0
36078,80,0,0
36079,1540,30,90
36079,910,30,50
36079,470,0,0
36079,290,0,0
36079,350,0,0
36079,70,0,0
36080,320,20,30
36080,260,0,20
36080,140,0,0
36080,130,0,0
36080,160,0,0
36080,30,0,0
36081,2890,50,150
36081,1300,50,60
36081,560,0,20
36081,410,0,0
36081,450,0,0
36081,130,0,0
36083,1820,50,100
36083,950,20,40
36083,320,0,0
36083,140,0,0
36083,130,0,0
36083,0,0,0
36088,600,0,40
36088,270,0,0
36088,80,0,0
36088,30,0,0
36088,30,0,0
36088,0,0,0
36089,1680,40,80
36089,810,0,20
36089,240,0,0
36089,100,0,0
36089,90,0,0
36089,30,0,0
36091,570,30,40
36091,420,0,30
36091,190,0,0
36091,130,0,0
36091,110,0,0
36091,20,0,0
36092,3440,80,190
36092,2280,70,100
36092,1270,30,40
36092,770,0,0
36092,840,0,0
36092,110,0,0
36093,1230,0,70
36093,980,50,40
36093,800,30,40
36093,680,0,0
36093,1130,0,0
36093,210,0,0
36104,1570,40,80
36104,570,0,20
36104,200,0,0
36104,100,0,0
36104,140,0,0
36104,60,0,0
36105,2470,40,120
36105,1100,40,50
36105,330,0,0
36105,150,0,0
36105,200,0,0
36105,30,0,0
36106,2260,60,160
36106,1600,80,80
36106,970,0,20
36106,570,0,0
36106,780,0,0
36106,350,0,0
36107,1750,40,120
36107,860,30,60
36107,240,0,0
36107,90,0,0
36107,80,0,0
36107,0,0,0
36108,4630,80,220
36108,1980,60,90
36108,560,0,0
36108,210,0,0
36108,180,0,0
36108,0,0,0
36109,4070,100,300
36109,3150,90,140
36109,1670,50,40
36109,990,0,20
36109,1040,0,0
36109,120,0,0
36110,2960,50,150
36110,1230,40,50
36110,290,0,0
36110,110,0,0
36110,90,0,0
36110,0,0,0
36111,2560,50,140
36111,1420,50,70
36111,610,0,0
36111,300,0,0
36111,460,0,0
36111,350,0,0
36112,0,0,0
36112,0,0,0
36112,40,0,0
36112,0,0,0
36112,0,0,0
36112,0,0,0
36113,100,0,0
36113,60,0,0
36113,30,0,0
36113,30,0,0
36113,70,0,0
36113,0,0,0
36115,80,0,0
36115,100,0,0
36115,40,0,0
36115,30,0,0
36115,0,0,0
36115,0,0,0
36116,8920,160,460
36116,5080,120,180
36116,1990,40,50
36116,940,0,0
36116,1070,0,0
36116,280,0,0
36117,7260,170,490
36117,5660,190,280
36117,3250,50,70
36117,2090,30,40
36117,2990,0,0
36117,1100,0,0
36201,3550,80,170
36201,1840,50,80
36201,660,0,0
36201,250,0,0
36201,170,0,0
36201,0,0,0
36203,3150,70,210
36203,2230,80,110
36203,1250,30,40
36203,780,0,0
36203,820,0,0
36203,150,0,0
36205,130,0,0
36205,60,0,0
36205,30,0,0
36205,20,0,0
36205,40,0,0
36205,0,0,0
36206,1990,50,120
36206,1330,60,90
36206,660,0,0
36206,310,0,0
36206,250,0,0
36206,20,0,0
36207,3060,90,200
36207,2110,70,90
36207,1150,20,40
36207,770,0,0
36207,900,0,0
36207,290,0,0
36250,660,40,50
36250,490,0,30
36250,410,0,0
36250,220,0,0
36250,220,0,0
36250,20,0,0
36251,840,40,60
36251,620,0,40
36251,300,0,0
36251,150,0,0
36251,150,0,0
36251,20,0,0
36255,140,0,0
36255,100,0,0
36255,70,0,0
36255,40,0,0
36255,30,0,0
36255,0,0,0
36256,230,0,30
36256,170,0,0
36256,100,0,0
36256,60,0,0
36256,50,0,0
36256,0,0,0
36258,260,0,40
36258,150,0,0
36258,100,0,0
36258,50,0,0
36258,60,0,0
36258,0,0,0
36260,610,30,40
36260,480,0,30
36260,250,0,0
36260,160,0,0
36260,100,0,0
36260,0,0,0
36262,250,0,30
36262,120,0,0
36262,70,0,0
36262,40,0,0
36262,40,0,0
36262,0,0,0
36263,90,0,0
36263,60,0,0
36263,40,0,0
36263,30,0,0
36263,30,0,0
36263,0,0,0
36264,1320,30,90
36264,880,40,70
36264,570,0,0
36264,320,0,0
36264,270,0,0
36264,40,0,0
36265,3240,80,200
36265,1790,80,100
36265,1110,0,30
36265,690,0,0
36265,720,0,0
36265,110,0,0
36266,960,20,70
36266,610,30,40
36266,300,0,0
36266,160,0,0
36266,150,0,0
36266,30,0,0
36268,890,40,50
36268,610,0,30
36268,340,0,0
36268,180,0,0
36268,170,0,0
36268,20,0,0
36269,190,0,40
36269,120,0,0
36269,70,0,0
36269,40,0,0
36269,40,0,0
36269,0,0,0
36271,910,20,60
36271,590,30,40
36271,400,0,0
36271,250,0,0
36271,210,0,0
36271,20,0,0
36272,2050,70,160
36272,1290,60,90
36272,670,0,0
36272,350,0,0
36272,290,0,0
36272,30,0,0
36273,370,30,30
36273,260,0,30
36273,170,0,0
36273,110,0,0
36273,120,0,0
36273,0,0,0
36274,2090,40,130
36274,1200,50,80
36274,500,0,0
36274,250,0,0
36274,220,0,0
36274,30,0,0
36276,380,20,50
36276,250,0,0
36276,100,0,0
36276,60,0,0
36276,80,0,0
36276,0,0,0
36277,860,20,50
36277,690,20,30
36277,410,0,0
36277,210,0,0
36277,160,0,0
36277,0,0,0
36278,750,20,70
36278,480,30,40
36278,240,0,0
36278,140,0,0
36278,200,0,0
36278,50,0,0
36279,400,20,40
36279,300,0,20
36279,160,0,0
36279,90,0,0
36279,90,0,0
36279,0,0,0
36280,590,0,50
36280,350,30,30
36280,220,0,0
36280,120,0,0
36280,140,0,0
36280,0,0,0
36301,7170,150,400
36301,3820,140,220
36301,1790,50,70
36301,990,0,0
36301,1180,0,0
36301,270,0,0
36303,6080,110,310
36303,2930,100,150
36303,1240,40,50
36303,790,0,0
36303,1160,0,0
36303,510,0,0
36305,2120,50,150
36305,1540,70,100
36305,930,30,40
36305,720,0,0
36305,1050,0,0
36305,410,0,0
36310,1080,30,80
36310,650,30,50
36310,290,0,0
36310,150,0,0
36310,180,0,0
36310,30,0,0
36311,430,0,30
36311,260,0,0
36311,140,0,0
36311,90,0,0
36311,120,0,0
36311,0,0,0
36312,950,0,60
36312,620,50,40
36312,300,0,0
36312,230,0,0
36312,230,0,0
36312,40,0,0
36314,90,0,0
36314,70,0,0
36314,20,0,0
36314,20,0,0
36314,20,0,0
36314,0,0,0
36316,280,0,30
36316,180,0,0
36316,90,0,0
36316,90,0,0
36316,100,0,0
36316,0,0,0
36317,80,0,0
36317,60,0,0
36317,0,0,0
36317,20,0,0
36317,0,0,0
36317,0,0,0
36318,190,0,0
36318,120,0,0
36318,70,0,0
36318,50,0,0
36318,60,0,0
36318,0,0,0
36319,320,0,40
36319,200,0,0
36319,140,0,0
36319,90,0,0
36319,120,0,0
36319,0,0,0
36320,610,20,40
36320,350,0,20
36320,160,0,0
36320,90,0,0
36320,100,0,0
36320,0,0,0
36321,320,0,30
36321,220,0,0
36321,100,0,0
36321,50,0,0
36321,60,0,0
36321,0,0,0
36322,1530,20,90
36322,850,30,50
36322,400,0,0
36322,310,0,0
36322,260,0,0
36322,30,0,0
36323,1260,20,90
36323,740,30,50
36323,370,0,0
36323,230,0,0
36323,220,0,0
36323,30,0,0
36330,5510,110,290
36330,3330,80,140
36330,2100,30,40
36330,1530,0,0
36330,2100,0,0
36330,330,0,0
36340,930,30,40
36340,500,0,30
36340,260,0,0
36340,150,0,0
36340,130,0,0
36340,30,0,0
36343,300,0,30
36343,160,0,0
36343,60,0,0
36343,30,0,0
36343,40,0,0
36343,0,0,0
36344,940,0,50
36344,490,30,30
36344,270,0,0
36344,190,0,0
36344,190,0,0
36344,0,0,0
36345,1400,30,80
36345,800,40,50
36345,440,0,0
36345,340,0,0
36345,450,0,0
36345,80,0,0
36346,230,0,30
36346,130,0,0
36346,90,0,0
36346,50,0,0
36346,70,0,0
36346,0,0,0
36350,1270,30,70
36350,750,30,50
36350,400,0,0
36350,230,0,0
36350,280,0,0
36350,40,0,0
36351,540,30,40
36351,320,0,20
36351,230,0,0
36351,160,0,0
36351,160,0,0
36351,20,0,0
36352,830,0,60
36352,470,50,50
36352,310,0,0
36352,220,0,0
36352,270,0,0
36352,30,0,0
36353,350,0,30
36353,200,0,20
36353,110,0,0
36353,70,0,0
36353,90,0,0
36353,0,0,0
36360,3410,70,190
36360,1760,50,70
36360,990,20,30
36360,760,0,0
36360,700,0,0
36360,80,0,0
36362,300,0,0
36362,660,0,0
36362,290,0,0
36362,140,0,0
36362,110,0,0
36362,0,0,0
36370,160,0,0
36370,90,0,0
36370,50,0,0
36370,50,0,0
36370,30,0,0
36370,0,0,0
36371,80,0,0
36371,70,0,0
36371,40,0,0
36371,0,0,0
36371,30,0,0
36371,0,0,0
36373,110,0,0
36373,60,0,0
36373,40,0,0
36373,0,0,0
36373,0,0,0
36373,0,0,0
36374,170,0,0
36374,120,0,0
36374,70,0,0
36374,50,0,0
36374,60,0,0
36374,0,0,0
36375,1250,0,80
36375,730,50,50
36375,340,0,0
36375,220,0,0
36375,200,0,0
36375,30,0,0
36376,440,0,40
36376,220,0,0
36376,120,0,0
36376,60,0,0
36376,50,0,0
36376,0,0,0
36401,1530,50,120
36401,700,40,50
36401,290,0,0
36401,170,0,0
36401,130,0,0
36401,30,0,0
36420,2010,50,140
36420,1060,50,80
36420,540,0,0
36420,320,0,0
36420,370,0,0
36420,100,0,0
36421,1370,40,130
36421,880,50,80
36421,470,0,0
36421,310,0,0
36421,390,0,0
36421,90,0,0
36425,170,0,0
36425,100,0,0
36425,40,0,0
36425,30,0,0
36425,0,0,0
36425,0,0,0
36426,2460,50,140
36426,1440,40,80
36426,730,30,30
36426,460,0,0
36426,480,0,0
36426,70,0,0
36432,440,0,50
36432,250,0,0
36432,100,0,0
36432,80,0,0
36432,40,0,0
36432,0,0,0
36435,120,0,0
36435,50,0,0
36435,30,0,0
36435,0,0,0
36435,0,0,0
36435,0,0,0
36436,90,0,0
36436,40,0,0
36436,30,0,0
36436,30,0,0
36436,0,0,0
36436,0,0,0
36439,110,0,0
36439,70,0,0
36439,40,0,0
36439,30,0,0
36439,40,0,0
36439,0,0,0
36441,600,30,40
36441,380,0,20
36441,210,0,0
36441,140,0,0
36441,130,0,0
36441,0,0,0
36442,550,0,60
36442,290,0,0
36442,130,0,0
36442,60,0,0
36442,70,0,0
36442,0,0,0
36444,100,0,0
36444,50,0,0
36444,30,0,0
36444,30,0,0
36444,0,0,0
36444,0,0,0
36445,680,20,60
36445,380,20,40
36445,210,0,0
36445,120,0,0
36445,120,0,0
36445,0,0,0
36446,100,0,0
36446,50,0,0
36446,40,0,0
36446,30,0,0
36446,0,0,0
36446,0,0,0
36451,780,40,80
36451,420,20,40
36451,280,0,0
36451,180,0,0
36451,200,0,0
36451,40,0,0
36453,350,20,20
36453,250,0,20
36453,100,0,0
36453,70,0,0
36453,100,0,0
36453,0,0,0
36455,70,0,0
36455,30,0,0
36455,30,0,0
36455,0,0,0
36455,0,0,0
36455,0,0,0
36456,320,20,30
36456,210,0,20
36456,90,0,0
36456,50,0,0
36456,50,0,0
36456,0,0,0
36460,1550,50,130
36460,730,30,50
36460,380,0,0
36460,260,0,0
36460,340,0,0
36460,70,0,0
36467,1770,40,110
36467,950,40,60
36467,410,0,0
36467,280,0,0
36467,280,0,0
36467,50,0,0
36471,200,0,0
36471,110,0,0
36471,40,0,0
36471,20,0,0
36471,20,0,0
36471,0,0,0
36474,470,30,40
36474,280,0,30
36474,140,0,0
36474,100,0,0
36474,100,0,0
36474,0,0,0
36475,340,0,30
36475,190,0,0
36475,90,0,0
36475,60,0,0
36475,60,0,0
36475,0,0,0
36477,730,30,50
36477,420,0,30
36477,210,0,0
36477,110,0,0
36477,110,0,0
36477,30,0,0
36480,260,0,40
36480,180,0,0
36480,110,0,0
36480,80,0,0
36480,70,0,0
36480,0,0,0
36481,70,0,0
36481,40,0,0
36481,0,0,0
36481,0,0,0
36481,0,0,0
36481,0,0,0
36482,200,0,20
36482,110,0,0
36482,40,0,0
36482,30,0,0
36482,0,0,0
36482,0,0,0
36483,90,0,0
36483,40,0,0
36483,20,0,0
36483,30,0,0
36483,0,0,0
36483,0,0,0
36502,2890,50,180
36502,1590,60,80
36502,740,0,20
36502,400,0,0
36502,400,0,0
36502,60,0,0
36505,220,0,30
36505,150,0,0
36505,90,0,0
36505,70,0,0
36505,80,0,0
36505,0,0,0
36507,3320,80,220
36507,2030,60,100
36507,1010,20,30
36507,690,0,0
36507,730,0,0
36507,120,0,0
36509,520,30,50
36509,140,0,20
36509,90,0,0
36509,40,0,0
36509,40,0,0
36509,0,0,0
36511,190,0,30
36511,90,0,0
36511,70,0,0
36511,0,0,0
36511,30,0,0
36511,0,0,0
36513,120,0,0
36513,80,0,0
36513,40,0,0
36513,40,0,0
36513,0,0,0
36513,0,0,0
36518,350,0,50
36518,210,0,0
36518,160,0,0
36518,130,0,0
36518,150,0,0
36518,30,0,0
36521,760,30,50
36521,420,0,30
36521,290,0,0
36521,230,0,0
36521,210,0,0
36521,30,0,0
36522,1200,0,60
36522,620,40,40
36522,460,0,0
36522,250,0,0
36522,260,0,0
36522,0,0,0
36523,490,0,20
36523,230,0,20
36523,120,0,0
36523,80,0,0
36523,80,0,0
36523,30,0,0
36524,200,0,0
36524,100,0,0
36524,40,0,0
36524,30,0,0
36524,50,0,0
36524,0,0,0
36525,320,0,30
36525,190,0,20
36525,110,0,0
36525,70,0,0
36525,130,0,0
36525,0,0,0
36526,4580,140,400
36526,3190,160,260
36526,2190,70,90
36526,1670,40,50
36526,2660,0,0
36526,660,0,0
36527,1820,40,110
36527,1030,40,50
36527,900,40,30
36527,740,0,30
36527,1590,0,0
36527,560,0,0
36528,250,0,40
36528,150,0,0
36528,110,0,0
36528,100,0,0
36528,130,0,0
36528,30,0,0
36529,80,0,0
36529,50,0,0
36529,40,0,0
36529,20,0,0
36529,30,0,0
36529,0,0,0
36530,1380,40,140
36530,830,60,80
36530,410,0,20
36530,290,0,0
36530,290,0,0
36530,70,0,0
36532,4480,130,420
36532,2640,140,230
36532,1830,60,90
36532,1470,30,40
36532,2460,30,40
36532,1130,0,0
36535,5700,210,510
36535,3320,170,270
36535,1670,50,60
36535,990,20,30
36535,940,0,0
36535,140,0,0
36538,80,0,0
36538,40,0,0
36538,0,0,0
36538,20,0,0
36538,0,0,0
36538,0,0,0
36539,110,0,0
36539,60,0,0
36539,40,0,0
36539,20,0,0
36539,40,0,0
36539,0,0,0
36540,210,0,0
36540,100,0,0
36540,40,0,0
36540,30,0,0
36540,0,0,0
36540,0,0,0
36541,2310,50,140
36541,1370,40,70
36541,850,20,30
36541,530,0,0
36541,590,0,0
36541,100,0,0
36542,2480,100,270
36542,1430,100,150
36542,820,30,40
36542,580,30,40
36542,770,0,0
36542,210,0,0
36544,2130,60,180
36544,1080,60,70
36544,610,0,30
36544,330,0,0
36544,300,0,0
36544,30,0,0
36545,1550,50,140
36545,860,50,70
36545,460,0,0
36545,330,0,0
36545,350,0,0
36545,60,0,0
36548,160,0,30
36548,110,0,0
36548,60,0,0
36548,50,0,0
36548,80,0,0
36548,0,0,0
36549,820,40,80
36549,610,40,70
36549,340,0,0
36549,230,0,0
36549,230,0,0
36549,40,0,0
36551,1530,50,120
36551,950,40,60
36551,590,30,30
36551,370,0,0
36551,390,0,0
36551,50,0,0
36553,550,0,50
36553,330,0,0
36553,150,0,0
36553,100,0,0
36553,110,0,0
36553,0,0,0
36555,230,0,40
36555,130,0,0
36555,80,0,0
36555,60,0,0
36555,80,0,0
36555,40,0,0
36556,50,0,0
36556,50,0,0
36556,0,0,0
36556,20,0,0
36556,0,0,0
36556,0,0,0
36558,480,0,50
36558,310,40,40
36558,200,0,0
36558,140,0,0
36558,150,0,0
36558,20,0,0
36559,140,0,20
36559,50,0,0
36559,50,0,0
36559,30,0,0
36559,70,0,0
36559,70,0,0
36560,700,0,50
36560,300,0,0
36560,160,0,0
36560,80,0,0
36560,60,0,0
36560,0,0,0
36561,1330,60,170
36561,800,60,100
36561,510,40,50
36561,360,0,0
36561,630,0,0
36561,320,0,0
36562,270,0,30
36562,190,0,0
36562,120,0,0
36562,50,0,0
36562,60,0,0
36562,0,0,0
36564,130,0,30
36564,70,0,0
36564,60,0,0
36564,40,0,0
36564,90,0,0
36564,100,0,0
36567,2440,80,200
36567,1550,80,120
36567,840,40,40
