STATEFIPS,STATE,ZIPCODE,N1,A00100,Avg
1,AL,36441,1460,66115,45.28424658
1,AL,36442,1100,41315,37.55909091
1,AL,36444,210,7919,37.70952381
1,AL,36445,1510,62408,41.32980132
1,AL,36446,220,10930,49.68181818
1,AL,36451,1900,105476,55.51368421
1,AL,36453,870,40886,46.9954023
1,AL,36455,130,4695,36.11538462
1,AL,36456,720,28384,39.42222222
1,AL,36460,3330,166496,49.9987988
1,AL,36467,3740,167094,44.67754011
1,AL,36471,390,13245,33.96153846
1,AL,36474,1090,48816,44.7853211
1,AL,36475,740,30199,40.80945946
1,AL,36477,1610,73240,45.49068323
1,AL,36480,700,34506,49.29428571
1,AL,36481,110,2554,23.21818182
1,AL,36482,380,11913,31.35
1,AL,36483,180,7222,40.12222222
1,AL,36502,6080,248004,40.79013158
1,AL,36505,610,30873,50.61147541
1,AL,36507,7900,380701,48.19
1,AL,36509,830,26147,31.50240964
1,AL,36511,380,14044,36.95789474
1,AL,36513,280,10883,38.86785714
1,AL,36518,1030,62227,60.41456311
1,AL,36521,1940,99539,51.30876289
1,AL,36522,2790,123856,44.39283154
1,AL,36523,1030,48759,47.33883495
1,AL,36524,420,17262,41.1
1,AL,36525,820,41056,50.06829268
1,AL,36526,14950,1076564,72.0109699
1,AL,36527,6640,592030,89.16114458
1,AL,36528,770,50777,65.94415584
1,AL,36529,220,10940,49.72727273
1,AL,36530,3270,190073,58.12629969
1,AL,36532,14010,1182578,84.4095646
1,AL,36535,12760,551655,43.23315047
1,AL,36538,140,5620,40.14285714
1,AL,36539,270,14292,52.93333333
1,AL,36540,380,11907,31.33421053
1,AL,36541,5750,284174,49.42156522
1,AL,36542,6290,371442,59.05278219
1,AL,36544,4480,182233,40.67700893
1,AL,36545,3610,179312,49.67091413
1,AL,36548,460,26393,57.37608696
1,AL,36549,2270,114804,50.57444934
1,AL,36551,3880,193311,49.82242268
1,AL,36553,1240,54046,43.58548387
1,AL,36555,620,46124,74.39354839
1,AL,36556,120,5420,45.16666667
1,AL,36558,1300,69997,53.84384615
1,AL,36559,410,51947,126.7
1,AL,36560,1300,44861,34.50846154
1,AL,36561,3950,328374,83.13265823
1,AL,36562,690,30360,44
1,AL,36564,490,81306,165.9306122
1,AL,36567,5790,256516,44.30328152
1,AL,36568,190,6811,35.84736842
1,AL,36569,330,16376,49.62424242
1,AL,36571,6850,395012,57.6659854
1,AL,36572,2900,169714,58.52206897
1,AL,36574,560,28360,50.64285714
1,AL,36575,8490,423585,49.89222615
1,AL,36576,1980,94193,47.57222222
1,AL,36578,820,48455,59.09146341
1,AL,36579,710,37360,52.61971831
1,AL,36580,2510,108578,43.25816733
1,AL,36582,9990,485418,48.59039039
1,AL,36583,260,15798,60.76153846
1,AL,36584,240,11805,49.1875
1,AL,36585,390,19555,50.14102564
1,AL,36587,4090,194499,47.55476773
1,AL,36590,280,13815,49.33928571
1,AL,36602,450,33645,74.76666667
1,AL,36603,2500,65039,26.0156
1,AL,36604,3890,208056,53.4848329
1,AL,36605,10890,349091,32.05610652
1,AL,36606,8030,328493,40.90821918
1,AL,36607,2670,150786,56.4741573
1,AL,36608,15160,1189420,78.45778364
1,AL,36609,10300,475007,46.11718447
1,AL,36610,4110,88585,21.55352798
1,AL,36611,2380,74922,31.47983193
1,AL,36612,1620,37656,23.24444444
1,AL,36613,4770,171759,36.0081761
1,AL,36616,250,26931,107.724
1,AL,36617,5150,144973,28.15009709
1,AL,36618,7610,296248,38.92877792
1,AL,36619,6370,357654,56.1466248
1,AL,36693,8530,516711,60.57573271
1,AL,36695,21090,1392142,66.009578
1,AL,36701,8640,346157,40.06446759
1,AL,36703,4330,131649,30.4039261
1,AL,36720,310,7477,24.11935484
1,AL,36722,150,4836,32.24
1,AL,36726,1770,74544,42.11525424
1,AL,36728,230,8631,37.52608696
1,AL,36732,3510,172078,49.02507123
1,AL,36736,490,18122,36.98367347
1,AL,36738,370,13030,35.21621622
1,AL,36740,460,15592,33.89565217
1,AL,36742,940,47557,50.59255319
1,AL,36744,2550,93419,36.63490196
1,AL,36748,1270,56992,44.87559055
1,AL,36749,390,14637,37.53076923
1,AL,36750,1140,53411,46.85175439
1,AL,36751,350,9306,26.58857143
1,AL,36752,710,37019,52.13943662
1,AL,36756,2010,70780,35.21393035
1,AL,36758,520,22225,42.74038462
1,AL,36759,650,21130,32.50769231
1,AL,36761,400,14308,35.77
1,AL,36765,480,15652,32.60833333
1,AL,36767,690,19606,28.41449275
1,AL,36768,300,10610,35.36666667
1,AL,36769,1110,36795,33.14864865
1,AL,36773,140,4571,32.65
1,AL,36775,310,13016,41.98709677
1,AL,36776,600,17325,28.875
1,AL,36782,850,37973,44.67411765
1,AL,36783,320,14110,44.09375
1,AL,36784,3080,149221,48.44837662
1,AL,36785,480,18505,38.55208333
1,AL,36786,1200,29582,24.65166667
1,AL,36790,100,4895,48.95
1,AL,36792,460,21262,46.22173913
1,AL,36793,210,9280,44.19047619
1,AL,36801,9660,497940,51.54658385
1,AL,36804,8170,384896,47.11089351
1,AL,36830,16300,1312456,80.51877301
1,AL,36832,8340,366848,43.98657074
1,AL,36850,1070,35110,32.81308411
1,AL,36852,970,36893,38.03402062
1,AL,36853,3510,211818,60.34700855
1,AL,36854,6650,268185,40.32857143
1,AL,36855,540,22658,41.95925926
1,AL,36856,2770,126018,45.49386282
1,AL,36858,190,7051,37.11052632
1,AL,36860,610,19577,32.09344262
1,AL,36861,1360,80539,59.21985294
1,AL,36862,2380,88881,37.34495798
1,AL,36863,4850,182162,37.55917526
1,AL,36865,120,4488,37.4
1,AL,36866,1540,64036,41.58181818
1,AL,36867,8550,375069,43.8677193
1,AL,36869,7880,265706,33.71903553
1,AL,36870,7480,338318,45.22967914
1,AL,36871,420,18731,44.59761905
1,AL,36874,3570,187558,52.5372549
1,AL,36875,1860,83920,45.11827957
1,AL,36877,4960,256256,51.66451613
1,AL,36879,1010,78835,78.05445545
1,AL,36901,130,3510,27
1,AL,36904,1530,79701,52.09215686
1,AL,36907,610,21263,34.85737705
1,AL,36908,870,47104,54.14252874
1,AL,36912,710,23211,32.6915493
1,AL,36915,210,10029,47.75714286
1,AL,36916,230,9826,42.72173913
1,AL,36919,730,31390,43
1,AL,36921,400,21232,53.08
1,AL,36922,220,7359,33.45
1,AL,36925,1190,32366,27.19831933
47,TN,37010,2470,164793,66.71781377
47,TN,37012,960,39857,41.51770833
47,TN,37013,42350,1707751,40.32469894
47,TN,37014,1080,141824,131.3185185
47,TN,37015,8360,414259,49.55251196
47,TN,37016,380,23560,62
47,TN,37018,840,44481,52.95357143
47,TN,37019,420,17072,40.64761905
47,TN,37020,2280,127107,55.74868421
47,TN,37022,2540,122745,48.32480315
47,TN,37023,670,28327,42.27910448
47,TN,37025,2740,128561,46.92007299
47,TN,37026,940,42534,45.24893617
47,TN,37027,26890,4836450,179.860543
47,TN,37028,260,11799,45.38076923
47,TN,37029,2690,186205,69.22118959
47,TN,37030,3000,156408,52.136
47,TN,37031,1900,99671,52.45842105
47,TN,37032,2100,109126,51.9647619
47,TN,37033,2990,127400,42.60869565
47,TN,37034,3280,181833,55.43689024
47,TN,37035,1680,87199,51.90416667
47,TN,37036,2510,130171,51.86095618
47,TN,37037,3760,223962,59.5643617
47,TN,37040,22540,984748,43.68890861
47,TN,37042,32350,1210764,37.427017
47,TN,37043,21480,1400080,65.18063315
47,TN,37046,2150,295996,137.6725581
47,TN,37047,1130,58631,51.88584071
47,TN,37048,2850,183425,64.35964912
47,TN,37049,1670,84797,50.77664671
47,TN,37050,730,32949,45.13561644
47,TN,37051,1540,69397,45.06298701
47,TN,37052,1150,57876,50.32695652
47,TN,37055,12500,601218,48.09744
47,TN,37057,330,14404,43.64848485
47,TN,37058,2920,137846,47.20753425
47,TN,37059,680,27656,40.67058824
47,TN,37060,1220,82798,67.86721311
47,TN,37061,1970,83462,42.36649746
47,TN,37062,5300,317317,59.87113208
47,TN,37064,26360,2893272,109.7599393
47,TN,37066,23970,1757576,73.32398832
47,TN,37067,13190,1613776,122.3484458
47,TN,37069,9080,1649235,181.6338106
47,TN,37072,14840,868897,58.55101078
47,TN,37073,6540,377935,57.7882263
47,TN,37074,3190,140014,43.89153605
47,TN,37075,31710,2387558,75.29353516
47,TN,37076,19910,1047548,52.61416374
47,TN,37078,320,14470,45.21875
47,TN,37079,1070,46797,43.73551402
47,TN,37080,3640,203458,55.89505495
47,TN,37082,3040,203441,66.92138158
47,TN,37083,6050,287611,47.53900826
47,TN,37085,2110,160742,76.18104265
47,TN,37086,16430,680783,41.43536214
47,TN,37087,21100,1281831,60.75028436
47,TN,37090,7670,476757,62.15867014
47,TN,37091,9770,439969,45.03265097
47,TN,37095,800,31736,39.67
47,TN,37096,2240,96304,42.99285714
47,TN,37097,840,34459,41.02261905
47,TN,37098,2220,87960,39.62162162
47,TN,37101,2680,133834,49.9380597
47,TN,37110,12920,531348,41.12600619
47,TN,37115,18110,656982,36.27730536
47,TN,37118,610,46549,76.30983607
47,TN,37122,27210,2065468,75.90841602
47,TN,37127,8720,514057,58.95149083
47,TN,37128,26590,1655834,62.27280933
47,TN,37129,25520,1650234,64.66434169
47,TN,37130,25670,1273988,49.62945072
47,TN,37134,1340,70258,52.43134328
47,TN,37135,7050,739059,104.8310638
47,TN,37137,1120,46687,41.68482143
47,TN,37138,11340,759491,66.97451499
47,TN,37141,550,24566,44.66545455
47,TN,37142,760,36739,48.34078947
47,TN,37143,1960,119546,60.99285714
47,TN,37144,1380,65030,47.12318841
47,TN,37145,950,43678,45.97684211
47,TN,37146,3450,222005,64.34927536
47,TN,37148,10680,599336,56.117603
47,TN,37149,1070,60723,56.75046729
47,TN,37150,1820,64982,35.7043956
47,TN,37151,240,11647,48.52916667
47,TN,37153,2600,161273,62.02807692
47,TN,37160,14660,663231,45.24085948
47,TN,37166,5650,248635,44.00619469
47,TN,37167,26990,1383069,51.24375695
47,TN,37171,440,19997,45.44772727
47,TN,37172,13920,670089,48.13857759
47,TN,37174,17670,1247569,70.60379174
47,TN,37175,390,15366,39.4
47,TN,37178,910,40774,44.80659341
47,TN,37179,6630,598343,90.24781297
47,TN,37180,1470,68465,46.57482993
47,TN,37181,610,25952,42.5442623
47,TN,37183,1400,84462,60.33
47,TN,37184,2650,131227,49.51962264
47,TN,37185,3610,176746,48.9601108
47,TN,37186,3930,152675,38.84860051
47,TN,37187,3190,150919,47.31003135
47,TN,37188,7300,414503,56.78123288
47,TN,37189,1840,98457,53.50923913
47,TN,37190,3800,169866,44.70157895
47,TN,37191,1770,86666,48.96384181
47,TN,37201,720,145701,202.3625
47,TN,37203,9100,1429493,157.0871429
47,TN,37204,7100,935675,131.7852113
47,TN,37205,12590,3016679,239.6091342
47,TN,37206,13740,829516,60.37234352
47,TN,37207,18600,633979,34.08489247
47,TN,37208,8530,356992,41.85134818
47,TN,37209,18270,1018709,55.75856596
47,TN,37210,7030,246697,35.09203414
47,TN,37211,36700,1682667,45.84923706
47,TN,37212,7190,930315,129.3901252
47,TN,37214,16770,832275,49.62880143
47,TN,37215,11930,2716445,227.6986588
47,TN,37216,9730,503256,51.72209661
47,TN,37217,15710,553658,35.24239338
47,TN,37218,6980,272957,39.10558739
47,TN,37219,1080,100978,93.49814815
47,TN,37220,3290,625796,190.2115502
47,TN,37221,20510,1638883,79.9065334
47,TN,37228,970,48141,49.62989691
47,TN,37301,640,23383,36.5359375
47,TN,37302,1890,160146,84.73333333
47,TN,37303,10190,464827,45.61599607
47,TN,37305,260,8371,32.19615385
47,TN,37306,1150,56694,49.29913043
47,TN,37307,2100,97074,46.22571429
47,TN,37308,1190,57252,48.11092437
47,TN,37309,860,39228,45.61395349
47,TN,37310,1950,115685,59.32564103
47,TN,37311,10750,436000,40.55813953
47,TN,37312,15120,866007,57.27559524
47,TN,37313,490,20321,41.47142857
47,TN,37315,680,38105,56.03676471
47,TN,37317,1000,38833,38.833
47,TN,37318,820,30174,36.79756098
47,TN,37321,7980,350943,43.97781955
47,TN,37322,3410,147906,43.37419355
47,TN,37323,13220,582871,44.09009077
47,TN,37324,2160,88896,41.15555556
47,TN,37325,720,33777,46.9125
47,TN,37326,270,10454,38.71851852
47,TN,37327,4850,225559,46.50701031
47,TN,37328,570,26601,46.66842105
47,TN,37329,2260,104825,46.38274336
47,TN,37330,3150,158974,50.46793651
47,TN,37331,3170,133092,41.98485804
47,TN,37332,1080,48037,44.4787037
47,TN,37333,180,5287,29.37222222
47,TN,37334,10010,498440,49.79420579
47,TN,37335,1080,49529,45.86018519
47,TN,37336,1920,111306,57.971875
47,TN,37337,530,20694,39.04528302
47,TN,37338,1290,54381,42.15581395
47,TN,37339,720,26130,36.29166667
47,TN,37340,280,11403,40.725
47,TN,37341,6180,357542,57.85469256
47,TN,37342,1550,70524,45.49935484
47,TN,37343,19970,1258589,63.02398598
47,TN,37345,910,41552,45.66153846
47,TN,37347,3560,171120,48.06741573
47,TN,37348,500,22755,45.51
47,TN,37350,970,242046,249.5319588
47,TN,37351,180,6225,34.58333333
47,TN,37352,1460,80234,54.95479452
47,TN,37353,2170,133358,61.45529954
47,TN,37354,6850,298087,43.51635036
47,TN,37355,11340,539376,47.56402116
47,TN,37356,1150,55783,48.50695652
47,TN,37357,2340,104699,44.74316239
47,TN,37359,300,15599,51.99666667
47,TN,37360,720,44442,61.725
47,TN,37361,690,32611,47.26231884
47,TN,37362,1450,57553,39.69172414
47,TN,37363,16750,1685142,100.6054925
47,TN,37365,520,17139,32.95961538
47,TN,37366,430,19357,45.01627907
47,TN,37367,3490,140760,40.33237822
47,TN,37369,360,14518,40.32777778
47,TN,37370,1960,92486,47.18673469
47,TN,37373,1300,68316,52.55076923
47,TN,37374,670,27013,40.31791045
47,TN,37375,1130,83653,74.02920354
47,TN,37376,180,6919,38.43888889
47,TN,37377,7340,949369,129.3418256
47,TN,37379,11920,730607,61.29253356
47,TN,37380,2720,129854,47.74044118
47,TN,37381,3590,173247,48.25821727
47,TN,37385,3070,122033,39.75016287
47,TN,37387,1610,57206,35.53167702
47,TN,37388,11620,618743,53.24810671
47,TN,37391,580,23277,40.13275862
47,TN,37396,160,5384,33.65
47,TN,37397,3840,168100,43.77604167
47,TN,37398,6540,347083,53.07079511
47,TN,37402,1480,170916,115.4837838
47,TN,37403,1320,93086,70.51969697
47,TN,37404,5520,234449,42.47264493
47,TN,37405,8130,772568,95.02681427
47,TN,37406,5340,159996,29.96179775
47,TN,37407,3100,74927,24.17
47,TN,37408,1040,87220,83.86538462
47,TN,37409,1490,74342,49.89395973
47,TN,37410,1530,29651,19.37973856
47,TN,37411,8440,312426,37.01729858
47,TN,37412,10450,422558,40.43617225
47,TN,37415,11550,706832,61.19757576
47,TN,37416,7420,370669,49.95539084
47,TN,37419,2960,260329,87.94898649
47,TN,37421,23540,1510905,64.18457944
47,TN,37601,15340,703818,45.88122555
47,TN,37604,15200,843660,55.50394737
47,TN,37614,120,1576,13.13333333
47,TN,37615,9940,678685,68.27816901
47,TN,37616,2130,91476,42.94647887
47,TN,37617,6340,333580,52.61514196
47,TN,37618,5630,258002,45.82628774
47,TN,37620,16570,798377,48.18207604
47,TN,37640,1310,55966,42.7221374
47,TN,37641,3710,152579,41.12641509
47,TN,37642,6310,273277,43.30855784
47,TN,37643,13060,540919,41.41799387
47,TN,37645,2400,113669,47.36208333
47,TN,37650,5020,207921,41.4185259
47,TN,37656,1610,74154,46.05838509
47,TN,37657,330,13933,42.22121212
47,TN,37658,1700,62713,36.89
47,TN,37659,12480,708659,56.78357372
47,TN,37660,16460,855671,51.98487242
47,TN,37663,7020,423615,60.34401709
47,TN,37664,12470,751105,60.2329591
47,TN,37665,2100,67673,32.2252381
47,TN,37680,250,8154,32.616
47,TN,37681,2560,114440,44.703125
47,TN,37682,120,4877,40.64166667
47,TN,37683,4180,169312,40.50526316
47,TN,37686,3640,234658,64.46648352
47,TN,37687,1800,66851,37.13944444
47,TN,37688,380,19690,51.81578947
47,TN,37690,1810,82484,45.57127072
47,TN,37691,290,12257,42.26551724
47,TN,37692,2050,97788,47.70146341
47,TN,37694,740,27964,37.78918919
47,TN,37701,3880,225194,58.03969072
47,TN,37705,2080,123800,59.51923077
47,TN,37708,2750,109098,39.672
47,TN,37709,1620,79328,48.96790123
47,TN,37710,390,12370,31.71794872
47,TN,37711,1980,73089,36.91363636
47,TN,37713,570,20488,35.94385965
47,TN,37714,1660,75837,45.68493976
47,TN,37715,280,8557,30.56071429
47,TN,37716,11070,559194,50.51436314
47,TN,37719,140,6499,46.42142857
47,TN,37721,5670,284093,50.10458554
47,TN,37722,2530,84657,33.46126482
47,TN,37723,420,16313,38.84047619
47,TN,37724,860,31392,36.50232558
47,TN,37725,7720,400741,51.90945596
47,TN,37726,630,22885,36.32539683
47,TN,37727,840,31342,37.31190476
47,TN,37729,410,12993,31.6902439
47,TN,37731,240,8980,37.41666667
47,TN,37737,2640,154117,58.37765152
47,TN,37738,3140,158202,50.38280255
47,TN,37742,2690,150036,55.77546468
47,TN,37743,10380,443784,42.75375723
47,TN,37745,7640,363029,47.51688482
47,TN,37748,7030,331809,47.19900427
47,TN,37752,2430,115489,47.52633745
47,TN,37753,300,10715,35.71666667
47,TN,37754,1930,90311,46.79326425
47,TN,37755,1160,44373,38.25258621
47,TN,37756,1030,36981,35.9038835
47,TN,37757,3830,187547,48.96788512
47,TN,37760,5210,237699,45.62360845
47,TN,37762,1080,39608,36.67407407
47,TN,37763,7070,452436,63.99377652
47,TN,37764,4550,219033,48.13912088
47,TN,37765,170,5174,30.43529412
47,TN,37766,6560,261400,39.84756098
47,TN,37769,2400,90532,37.72166667
47,TN,37770,990,42621,43.05151515
47,TN,37771,7270,351372,48.33177442
47,TN,37772,5880,443434,75.41394558
47,TN,37774,9350,672828,71.9602139
47,TN,37777,5690,396846,69.74446397
47,TN,37779,1420,52316,36.84225352
47,TN,37801,11900,590494,49.62134454
47,TN,37803,14530,950927,65.44576738
47,TN,37804,11250,564993,50.2216
47,TN,37806,1260,52358,41.55396825
47,TN,37807,3810,152961,40.14724409
47,TN,37809,850,31694,37.28705882
47,TN,37810,750,29051,38.73466667
47,TN,37811,1360,59209,43.53602941
47,TN,37813,6980,261095,37.40616046
47,TN,37814,13610,658586,48.3898604
47,TN,37818,2120,79353,37.43066038
47,TN,37819,200,6775,33.875
47,TN,37820,3290,144471,43.91215805
47,TN,37821,8990,322929,35.92091212
47,TN,37825,2800,121069,43.23892857
47,TN,37826,1880,79460,42.26595745
47,TN,37828,760,61636,81.1
47,TN,37829,680,29734,43.72647059
47,TN,37830,14230,898016,63.10723823
47,TN,37840,3860,171735,44.49093264
47,TN,37841,3380,138487,40.97248521
47,TN,37843,1600,65565,40.978125
47,TN,37845,180,6639,36.88333333
47,TN,37846,1970,81095,41.16497462
47,TN,37847,940,34536,36.74042553
47,TN,37848,110,4524,41.12727273
47,TN,37849,12100,683495,56.48719008
47,TN,37852,880,30433,34.58295455
47,TN,37853,1650,77436,46.93090909
47,TN,37854,5110,231933,45.38806262
47,TN,37857,8080,338144,41.84950495
47,TN,37860,1820,86494,47.52417582
47,TN,37861,3330,145989,43.84054054
47,TN,37862,10240,464087,45.32099609
47,TN,37863,3470,121470,35.00576369
47,TN,37865,10220,507606,49.66790607
47,TN,37866,730,41036,56.21369863
47,TN,37869,1700,55593,32.70176471
47,TN,37870,1500,60402,40.268
47,TN,37871,3890,178584,45.90848329
47,TN,37872,760,31559,41.525
47,TN,37873,1620,65198,40.24567901
47,TN,37874,6180,273411,44.24126214
47,TN,37876,13980,602337,43.08562232
47,TN,37877,3870,199260,51.48837209
47,TN,37878,200,7946,39.73
47,TN,37879,3830,149557,39.04882507
47,TN,37880,1470,83373,56.71632653
47,TN,37881,750,29122,38.82933333
47,TN,37882,1420,87326,61.4971831
47,TN,37885,2430,184395,75.88271605
47,TN,37886,1950,109079,55.93794872
47,TN,37887,2010,88122,43.84179104
47,TN,37888,980,39767,40.57857143
47,TN,37890,2750,130170,47.33454545
47,TN,37891,1500,62482,41.65466667
47,TN,37892,690,23550,34.13043478
47,TN,37902,1070,121686,113.7252336
47,TN,37909,7270,392763,54.02517194
47,TN,37912,10260,384881,37.51276803
47,TN,37914,9240,367660,39.79004329
47,TN,37915,1890,50185,26.55291005
47,TN,37916,1240,25263,20.3733871
47,TN,37917,10580,382214,36.12608696
47,TN,37918,19770,1025697,51.8814871
47,TN,37919,13910,1850051,133.0015097
47,TN,37920,17260,865700,50.15643105
47,TN,37921,12620,498335,39.48771791
47,TN,37922,16700,2223933,133.1696407
47,TN,37923,14200,817788,57.59070423
47,TN,37924,5450,247581,45.42770642
47,TN,37931,13510,874866,64.7569208
47,TN,37932,8090,657826,81.31347342
47,TN,37934,12130,1377110,113.5292663
47,TN,37938,8420,529167,62.84643705
47,TN,38001,1850,75953,41.05567568
47,TN,38002,18700,1559314,83.3857754
47,TN,38004,4930,319655,64.83874239
47,TN,38006,2180,106378,48.79724771
47,TN,38008,3960,146638,37.02979798
47,TN,38011,4200,215688,51.35428571
47,TN,38012,6230,240085,38.53691814
47,TN,38015,1100,58058,52.78
47,TN,38016,22780,1250603,54.89916594
47,TN,38017,23890,2724993,114.0641691
47,TN,38018,17730,1095543,61.79035533
47,TN,38019,6400,272770,42.6203125
47,TN,38023,2300,111428,48.44695652
47,TN,38024,10710,510104,47.62875817
47,TN,38028,3430,522293,152.2720117
47,TN,38029,170,11402,67.07058824
47,TN,38030,350,15868,45.33714286
47,TN,38034,1130,48459,42.8840708
47,TN,38036,110,3206,29.14545455
47,TN,38037,670,26152,39.03283582
47,TN,38039,870,27193,31.25632184
47,TN,38040,2030,101748,50.12216749
47,TN,38041,960,32707,34.06979167
47,TN,38042,310,14415,46.5
47,TN,38044,360,14649,40.69166667
47,TN,38049,1780,78795,44.26685393
47,TN,38050,280,8871,31.68214286
47,TN,38052,1500,63682,42.45466667
47,TN,38053,12200,593625,48.65778689
47,TN,38054,110,6131,55.73636364
47,TN,38057,1690,105083,62.17928994
47,TN,38058,4820,247320,51.31120332
47,TN,38059,3220,148632,46.15900621
47,TN,38060,5270,325856,61.83225806
47,TN,38061,340,13041,38.35588235
47,TN,38063,6340,236470,37.29810726
47,TN,38066,1470,129077,87.80748299
47,TN,38067,530,23172,43.72075472
47,TN,38068,4620,231598,50.12943723
47,TN,38069,1090,41337,37.92385321
47,TN,38075,1550,56804,36.64774194
47,TN,38076,360,24933,69.25833333
47,TN,38079,1250,43574,34.8592
47,TN,38080,960,36955,38.49479167
47,TN,38103,6250,747547,119.60752
47,TN,38104,10520,769771,73.17214829
47,TN,38105,2340,62314,26.62991453
47,TN,38106,10070,238076,23.64210526
47,TN,38107,6810,206476,30.3195301
47,TN,38108,6770,158350,23.38995569
47,TN,38109,20310,544274,26.79832595
47,TN,38111,17720,1040270,58.70598194
47,TN,38112,6690,357904,53.49835575
47,TN,38114,10900,277407,25.45018349
47,TN,38115,18410,512193,27.82145573
47,TN,38116,18480,564850,30.56547619
47,TN,38117,13510,1607972,119.0208734
47,TN,38118,18130,505065,27.85797022
47,TN,38119,11560,976758,84.49463668
47,TN,38120,7200,1526412,212.0016667
47,TN,38122,10460,345525,33.03298279
47,TN,38125,20710,1091839,52.72037663
47,TN,38126,1860,36388,19.56344086
47,TN,38127,17330,430824,24.86001154
47,TN,38128,19000,546076,28.74084211
47,TN,38133,10370,619978,59.78572806
47,TN,38134,18050,717920,39.77396122
47,TN,38135,14270,847350,59.3798178
47,TN,38138,11880,1511426,127.2244108
47,TN,38139,7560,1576166,208.4875661
47,TN,38141,11060,367628,33.23942134
47,TN,38201,3770,158122,41.94217507
47,TN,38220,810,30483,37.63333333
47,TN,38221,1230,52678,42.82764228
47,TN,38222,1120,55247,49.32767857
47,TN,38224,390,16230,41.61538462
47,TN,38225,2320,96710,41.68534483
47,TN,38226,140,5450,38.92857143
47,TN,38229,1130,49479,43.78672566
47,TN,38230,1390,59194,42.58561151
47,TN,38231,730,27485,37.65068493
47,TN,38232,750,28018,37.35733333
47,TN,38233,1080,45334,41.97592593
47,TN,38235,130,5149,39.60769231
47,TN,38236,250,10454,41.816
47,TN,38237,5740,281992,49.12752613
47,TN,38240,800,34220,42.775
47,TN,38241,320,11844,37.0125
47,TN,38242,8500,387350,45.57058824
47,TN,38251,1190,51708,43.45210084
47,TN,38253,440,21505,48.875
47,TN,38255,960,36605,38.13020833
47,TN,38256,1400,66071,47.19357143
47,TN,38257,1920,83376,43.425
47,TN,38258,620,23113,37.27903226
47,TN,38259,360,15175,42.15277778
47,TN,38260,1710,74565,43.60526316
47,TN,38261,6970,305460,43.82496413
47,TN,38301,13840,471510,34.06864162
47,TN,38305,23430,1482312,63.26555698
47,TN,38310,2290,108953,47.57772926
47,TN,38311,350,16038,45.82285714
47,TN,38313,1400,68077,48.62642857
47,TN,38315,1360,54078,39.76323529
47,TN,38316,1150,47463,41.27217391
47,TN,38317,920,35228,38.29130435
47,TN,38318,200,7057,35.285
47,TN,38320,4350,184642,42.44643678
47,TN,38321,1030,42881,41.63203883
47,TN,38326,1070,61379,57.3635514
47,TN,38327,230,8296,36.06956522
47,TN,38328,350,15348,43.85142857
47,TN,38329,1330,55862,42.00150376
47,TN,38330,1630,67129,41.18343558
47,TN,38332,410,16671,40.66097561
47,TN,38333,190,8027,42.24736842
47,TN,38334,720,33402,46.39166667
47,TN,38337,590,25284,42.85423729
47,TN,38339,280,12412,44.32857143
47,TN,38340,4850,209062,43.10556701
47,TN,38341,790,32697,41.38860759
47,TN,38342,530,20503,38.68490566
47,TN,38343,6580,325178,49.41914894
47,TN,38344,3570,165113,46.25014006
47,TN,38345,830,35706,43.01927711
47,TN,38347,170,6581,38.71176471
47,TN,38348,380,15922,41.9
47,TN,38351,7320,328013,44.81051913
47,TN,38352,250,11530,46.12
47,TN,38355,2900,182570,62.95517241
47,TN,38356,1010,46179,45.72178218
47,TN,38357,1100,46079,41.89
47,TN,38358,5180,229264,44.25945946
47,TN,38359,120,4667,38.89166667
47,TN,38361,390,14674,37.62564103
47,TN,38362,600,24632,41.05333333
47,TN,38363,2180,88216,40.46605505
47,TN,38365,120,9307,77.55833333
47,TN,38366,990,44965,45.41919192
47,TN,38367,1030,48229,46.82427184
47,TN,38368,710,28745,40.48591549
47,TN,38369,740,30200,40.81081081
47,TN,38370,260,10191,39.19615385
47,TN,38371,520,18015,34.64423077
47,TN,38372,6970,317857,45.6035868
47,TN,38374,740,30169,40.76891892
47,TN,38375,3680,150440,40.88043478
47,TN,38376,120,4792,39.93333333
47,TN,38379,520,23505,45.20192308
47,TN,38380,210,9223,43.91904762
47,TN,38381,610,25540,41.86885246
47,TN,38382,3810,160881,42.22598425
47,TN,38387,170,7401,43.53529412
47,TN,38388,690,24856,36.02318841
47,TN,38390,360,16639,46.21944444
47,TN,38391,550,20673,37.58727273
47,TN,38392,300,12251,40.83666667
47,TN,38401,26930,1397772,51.903899
47,TN,38425,710,33323,46.93380282
47,TN,38449,1340,68523,51.13656716
47,TN,38450,990,38659,39.04949495
47,TN,38451,2190,113170,51.67579909
47,TN,38452,390,14009,35.92051282
47,TN,38453,170,8710,51.23529412
47,TN,38454,440,21570,49.02272727
47,TN,38455,130,5777,44.43846154
47,TN,38456,1390,57507,41.37194245
47,TN,38457,300,11944,39.81333333
47,TN,38459,180,8699,48.32777778
47,TN,38460,570,25013,43.88245614
47,TN,38461,640,32820,51.28125
47,TN,38462,4070,173081,42.52604423
47,TN,38463,990,39782,40.18383838
47,TN,38464,9230,405293,43.91040087
47,TN,38468,2130,94843,44.52723005
47,TN,38469,1640,77495,47.25304878
47,TN,38471,190,6661,35.05789474
47,TN,38472,1150,62611,54.44434783
47,TN,38473,440,16989,38.61136364
47,TN,38474,3450,146781,42.54521739
