FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,MEDHHINC15
22101,12.6,15.0,35.2,38.0,40945.0
22103,9.1,9.6,27.1,27.8,63499.0
22105,11.2,11.9,34.6,39.1,41768.0
22107,14.5,16.3,35.2,34.8,27077.0
22109,12.4,11.7,36.7,39.5,44450.0
22111,13.2,15.6,33.9,34.4,38741.0
22113,11.7,10.9,31.7,31.2,46807.0
22115,10.2,12.3,33.8,36.6,44733.0
22117,13.8,15.0,34.5,37.4,33453.0
22119,14.0,12.9,33.9,35.8,34566.0
22121,11.5,14.2,31.9,40.2,55074.0
22123,13.0,15.5,31.0,36.0,35484.0
22125,11.5,12.2,34.6,34.5,56680.0
22127,11.2,12.5,32.1,37.7,36173.0
23001,9.1,11.2,30.5,33.2,48930.0
23003,12.1,13.3,28.9,34.1,37104.0
23005,7.4,7.9,20.9,22.7,63191.0
23007,7.9,9.4,26.0,30.2,42859.0
23009,8.0,8.5,24.8,24.3,48601.0
23011,9.2,10.8,28.8,30.9,50408.0
23013,8.7,7.5,23.9,23.1,47489.0
23015,7.7,9.0,22.6,24.6,50152.0
23017,8.7,10.9,26.7,31.4,42674.0
23019,9.4,10.5,28.6,30.3,44647.0
23021,9.5,12.3,31.2,33.3,36463.0
23023,8.4,9.4,26.5,25.1,55645.0
23025,11.0,11.5,34.5,35.0,40165.0
23027,9.5,9.8,26.0,28.3,43198.0
23029,10.7,11.4,28.5,28.5,35576.0
23031,8.0,9.7,23.9,27.6,61340.0
24001,13.6,12.8,29.0,32.3,39859.0
24003,8.5,9.3,26.3,29.1,90825.0
24005,9.1,10.4,27.1,28.8,68317.0
24009,8.9,9.1,27.3,29.7,98937.0
24011,12.0,11.9,31.6,35.0,51294.0
24013,8.6,9.5,27.2,27.9,84506.0
24015,9.2,11.2,29.4,33.7,68972.0
24017,9.9,11.4,31.4,36.0,87941.0
24019,12.1,15.5,33.6,35.7,44664.0
24021,8.5,9.0,26.3,29.1,83746.0
24023,11.7,12.2,28.5,30.6,46469.0
24025,8.7,9.4,26.4,27.9,77992.0
24027,7.5,7.5,24.9,21.7,110224.0
24029,10.7,9.9,26.8,28.1,52274.0
24031,7.3,7.6,19.3,20.1,98314.0
24033,10.9,11.8,32.4,33.4,76366.0
24035,8.4,9.9,25.9,28.9,83914.0
24037,9.7,11.0,29.7,32.0,83148.0
24039,11.9,13.7,36.2,42.2,38692.0
24041,9.6,11.4,24.7,29.3,62018.0
24043,10.4,12.8,29.6,33.8,55270.0
24045,10.2,12.3,31.7,35.9,52153.0
24047,9.7,13.6,27.5,29.4,53366.0
24510,12.2,12.3,31.7,33.7,43192.0
25001,8.1,8.6,19.3,19.9,65735.0
25003,8.9,9.7,23.2,23.7,50646.0
25005,10.4,11.1,27.5,28.3,59839.0
25007,8.9,8.0,18.4,22.0,64456.0
25009,8.7,10.3,23.4,25.5,68237.0
25011,7.5,8.3,23.5,21.0,57325.0
25013,9.8,11.1,27.4,27.5,51415.0
25015,7.2,6.8,21.3,18.9,60853.0
25017,8.0,8.3,22.1,22.6,90025.0
25019,7.4,8.1,20.7,20.0,86014.0
25021,7.4,8.6,19.4,20.5,93187.0
25023,7.9,10.7,22.1,27.8,74736.0
25025,7.9,7.5,21.3,21.3,56530.0
25027,8.2,9.7,24.3,27.0,65621.0
26001,11.6,14.0,29.3,31.1,37618.0
26003,10.0,11.0,30.1,29.8,43341.0
26005,8.7,10.3,28.8,30.2,55611.0
26007,10.2,11.4,29.6,32.1,40665.0
26009,10.3,12.9,30.3,32.2,49118.0
26011,10.3,14.6,31.0,34.0,37120.0
26013,10.9,11.0,31.6,32.5,42389.0
26015,9.0,9.6,32.0,31.2,57665.0
26017,10.1,11.3,32.3,35.4,46256.0
26019,10.4,12.6,30.0,28.7,48127.0
26021,10.4,12.5,30.3,34.8,46588.0
26023,9.3,10.0,31.5,31.8,47146.0
26025,10.2,12.5,32.0,33.9,43864.0
26027,9.7,12.2,30.7,35.3,49889.0
26029,10.1,10.0,29.6,28.6,48267.0
26031,10.7,12.1,32.1,33.2,41036.0
26033,10.0,12.1,32.2,34.6,42473.0
26035,9.9,11.9,30.0,33.8,33250.0
26037,9.2,10.6,29.9,31.6,65051.0
26039,9.9,11.1,30.3,30.4,40907.0
26041,10.7,12.3,30.1,32.1,43020.0
26043,10.1,12.7,29.0,30.1,47616.0
26045,9.0,11.4,30.5,35.7,56760.0
26047,9.3,9.2,30.8,29.8,49774.0
26049,11.3,12.2,35.1,33.0,44181.0
26051,10.9,13.8,30.3,34.7,40746.0
26053,10.3,11.4,30.2,31.3,38416.0
26055,8.5,9.0,28.6,26.8,54874.0
26057,9.5,9.9,32.8,33.6,42800.0
26059,9.4,11.0,29.5,32.0,46786.0
26061,9.3,9.7,28.4,30.7,41775.0
26063,10.1,10.8,30.0,31.5,45917.0
26065,8.4,9.2,29.5,30.4,47470.0
26067,8.6,10.3,31.1,38.0,51013.0
26069,10.7,12.9,31.9,33.2,39874.0
26071,10.9,13.0,29.3,29.1,36570.0
26073,7.6,8.5,29.8,30.9,41957.0
26075,9.7,11.3,32.8,33.7,50683.0
26077,9.6,7.8,29.5,30.6,52252.0
26079,9.9,13.0,29.8,31.6,42829.0
26081,8.6,9.2,29.1,28.7,54550.0
26083,11.1,12.6,29.9,30.9,40862.0
26085,11.7,13.0,31.9,32.0,32971.0
26087,9.1,10.7,32.0,30.3,57774.0
26089,10.7,12.7,30.8,26.6,61397.0
26091,9.4,11.2,31.4,30.8,49013.0
26093,8.1,9.0,26.9,29.6,76934.0
26095,10.2,12.0,31.1,32.6,41870.0
26097,12.2,13.1,30.9,31.1,40091.0
26099,9.4,9.9,30.1,33.3,54939.0
26101,10.1,11.1,28.8,34.6,41811.0
26103,9.0,10.1,30.6,29.2,48108.0
26105,10.0,11.3,30.4,29.9,43620.0
26107,8.9,10.2,29.8,35.0,41755.0
26109,10.2,10.7,30.0,34.4,42591.0
26111,9.5,9.5,30.7,30.5,59248.0
26113,10.1,11.7,31.6,32.2,42836.0
26115,10.1,11.1,32.0,33.8,56161.0
26117,9.5,11.2,31.7,34.0,41728.0
26119,11.6,12.5,29.7,28.9,37153.0
26121,10.5,12.4,31.8,35.8,46709.0
26123,10.4,10.6,30.7,34.0,45086.0
26125,9.5,9.3,26.4,26.3,70150.0
26127,9.6,13.0,31.1,34.8,43211.0
26129,10.4,13.6,30.3,35.6,37057.0
26131,11.7,13.3,30.4,33.0,37508.0
26133,9.6,11.4,30.5,34.2,41782.0
26135,10.9,13.0,30.6,33.5,36724.0
26137,9.1,11.0,29.6,33.3,50420.0
26139,8.3,7.8,26.6,27.6,61429.0
26141,11.6,14.0,29.7,32.3,41658.0
26143,11.2,14.4,31.5,34.2,38516.0
26145,11.1,12.8,35.7,38.9,43344.0
26147,8.7,11.2,30.0,33.0,51183.0
26149,9.8,10.8,30.4,34.7,46667.0
26151,10.0,10.2,32.1,31.3,41861.0
26153,11.2,12.6,31.3,31.3,36741.0
26155,9.4,11.3,30.1,32.4,50807.0
26157,9.2,12.6,29.3,32.6,45800.0
26159,9.7,11.8,29.6,33.5,47806.0
26161,8.2,7.6,26.5,24.4,62401.0
26163,11.7,12.0,33.7,33.5,41585.0
26165,9.3,11.2,31.1,30.2,42922.0
27001,9.1,11.5,27.2,29.9,43817.0
27003,7.3,8.0,28.6,30.0,73276.0
27005,8.0,8.9,28.2,32.6,54304.0
27007,7.3,9.3,28.9,30.9,46031.0
27009,6.2,7.9,27.0,29.3,52513.0
27011,8.9,9.4,27.5,28.7,47583.0
27013,6.4,6.8,27.0,33.7,49664.0
27015,8.0,8.9,28.0,30.1,56330.0
27017,7.5,9.5,28.2,30.1,54945.0
27019,6.0,6.8,26.8,23.0,93857.0
27021,7.9,10.2,27.7,26.5,47645.0
27023,7.9,9.3,28.5,29.9,50896.0
27025,6.4,8.4,27.9,29.8,70036.0
27027,6.8,6.4,27.9,28.4,60417.0
27029,8.1,10.0,27.5,31.0,42689.0
27031,8.1,9.2,28.0,28.9,50350.0
27033,8.2,10.2,27.9,31.7,49448.0
27035,7.2,10.4,27.5,29.0,50755.0
27037,6.5,6.9,26.9,26.6,77576.0
27039,6.8,8.3,27.8,24.9,65494.0
27041,7.7,7.6,26.6,30.0,56819.0
27043,8.5,8.8,27.8,27.0,52169.0
27045,7.8,8.5,28.4,25.1,52170.0
27047,7.9,8.0,28.4,29.9,47418.0
27049,7.7,9.8,28.7,32.2,60285.0
27051,8.3,9.2,27.6,32.0,50570.0
27053,6.1,6.8,22.5,22.8,68902.0
27055,7.6,9.3,26.9,25.7,56276.0
27057,8.3,8.2,27.3,24.9,52841.0
27059,6.2,7.8,27.3,28.0,63134.0
27061,7.9,8.9,27.8,32.2,52064.0
27063,8.1,9.5,28.2,31.5,54001.0
27065,7.4,10.2,28.0,29.9,48907.0
27067,7.0,8.1,26.3,29.1,52597.0
27069,8.7,9.7,28.0,27.8,55545.0
27071,8.7,11.1,27.1,28.0,46807.0
27073,8.5,10.1,27.2,28.8,50764.0
27075,8.2,9.5,27.3,30.3,53093.0
27077,8.5,9.4,27.9,30.4,46128.0
27079,7.1,8.4,27.9,32.4,62672.0
27081,8.7,9.3,27.2,28.3,52164.0
27083,7.0,8.3,28.6,28.7,55051.0
27085,7.0,9.2,27.7,31.1,60549.0
27087,9.5,11.2,28.2,32.6,40849.0
27089,8.0,9.7,28.0,29.7,55889.0
27091,8.3,9.7,28.3,32.2,48478.0
27093,7.9,10.6,28.7,30.4,58607.0
27095,7.6,11.6,26.1,35.9,50633.0
27097,7.2,8.2,28.9,34.3,54245.0
27099,7.7,8.4,27.9,30.8,50878.0
27101,8.3,11.3,27.8,29.8,50378.0
27103,6.7,7.7,27.7,29.9,58839.0
27105,7.9,7.8,27.6,28.8,50100.0
27107,8.5,9.1,27.6,28.2,50775.0
27109,6.4,7.0,27.3,25.6,70063.0
27111,8.0,10.3,28.0,29.4,55357.0
27113,7.5,8.3,27.8,27.5,51341.0
27115,7.6,10.6,28.9,36.2,46332.0
27117,8.3,9.3,27.4,28.4,51939.0
27119,8.0,9.6,27.7,33.5,54270.0
27121,8.0,9.5,27.3,32.1,53267.0
27123,7.7,8.2,25.6,25.8,57299.0
27125,7.7,8.7,27.8,32.8,52244.0
27127,8.2,9.1,27.7,32.6,48520.0
27129,7.8,8.2,28.9,29.5,56835.0
27131,6.5,7.3,26.3,31.5,59863.0
27133,7.9,9.5,28.1,28.4,55462.0
27135,6.9,9.3,29.2,29.3,54416.0
27137,7.3,9.8,27.7,27.1,50141.0
27139,5.5,5.7,28.2,24.6,92898.0
27141,6.1,7.1,27.4,28.8,79495.0
27143,7.3,8.9,28.1,33.3,57052.0
27145,6.4,7.6,27.2,27.6,55244.0
27147,6.7,8.0,29.1,30.5,60970.0
27149,7.4,7.9,27.3,33.5,54323.0
27151,7.8,8.6,28.0,28.6,47130.0
27153,7.6,8.1,28.9,30.4,48840.0
27155,9.4,11.3,27.1,32.1,46764.0
27157,7.2,7.7,25.9,32.2,57873.0
27159,8.1,10.0,27.7,29.2,45597.0
27161,6.9,6.8,28.5,33.7,54495.0
27163,6.2,8.2,25.8,26.1,88329.0
27165,8.2,7.9,27.5,26.9,48044.0
27167,7.6,9.3,27.8,28.5,56583.0
27169,6.8,8.1,28.9,28.9,54367.0
27171,5.7,8.3,26.1,28.0,76407.0
27173,8.2,9.2,26.9,29.0,51569.0
28001,14.7,13.9,37.4,37.7,32673.0
28003,12.1,14.3,31.2,37.9,41383.0
28005,12.9,17.6,36.7,42.3,37085.0
28007,13.5,15.4,36.9,39.2,32988.0
28009,12.7,15.9,34.3,37.0,32467.0
28011,13.4,16.5,38.5,37.5,30311.0
28013,13.1,14.7,32.5,35.8,33906.0
28015,12.9,16.8,33.9,34.2,39439.0
28017,12.9,15.2,35.8,33.4,31937.0
28019,13.3,15.8,34.5,31.7,35370.0
28021,14.8,17.0,40.8,47.6,26959.0
28023,12.1,14.9,33.3,34.8,38362.0
28025,14.1,14.6,35.3,35.3,32360.0
28027,15.9,16.8,42.7,42.9,25948.0
28029,13.4,15.0,37.8,37.4,34723.0
28031,13.6,16.3,37.8,36.3,36206.0
28033,10.9,12.8,32.2,35.9,60610.0
28035,11.5,11.1,34.7,34.4,35198.0
28037,12.6,16.1,37.0,35.6,36391.0
28039,10.4,13.1,34.6,34.2,48212.0
28041,10.8,13.0,35.4,38.5,42699.0
28043,13.4,14.5,36.1,38.9,35163.0
28045,12.4,13.6,34.0,31.9,45911.0
28047,12.6,13.4,32.7,32.3,42370.0
28049,11.7,12.4,33.1,34.9,39158.0
28051,15.6,17.5,42.2,46.1,24065.0
28053,15.7,17.3,42.1,41.6,25625.0
28055,13.4,15.5,37.6,34.4,28859.0
28057,13.1,12.8,31.4,34.5,39296.0
28059,12.6,14.3,33.7,32.0,46339.0
28061,15.8,16.8,36.7,37.9,35092.0
28063,15.3,16.9,41.8,44.5,26405.0
28065,13.6,15.6,36.4,39.4,28845.0
28067,13.2,14.6,36.9,38.4,36413.0
28069,15.2,15.9,38.2,36.9,30381.0
28071,10.1,10.4,32.0,34.3,43435.0
28073,9.4,10.8,31.7,32.8,53205.0
28075,13.2,13.3,34.5,32.3,38334.0
28077,14.5,15.9,34.3,36.8,39460.0
28079,12.6,13.5,35.0,40.9,35804.0
28081,12.2,13.7,32.0,33.0,43098.0
28083,14.0,16.1,38.3,44.0,26520.0
28085,12.3,12.9,36.8,39.1,40627.0
28087,14.4,13.6,34.7,34.3,41880.0
28089,10.6,10.2,30.1,28.6,67482.0
28091,12.6,13.6,33.5,34.2,34742.0
28093,13.9,15.5,38.6,39.1,38006.0
28095,12.8,14.2,34.4,38.0,38893.0
28097,14.4,14.4,34.9,38.3,34264.0
28099,13.4,13.4,32.5,37.5,38068.0
28101,11.9,15.6,36.2,34.8,36991.0
28103,14.1,17.7,37.2,40.6,28041.0
28105,9.0,10.2,31.1,34.2,38011.0
28107,13.7,14.5,34.3,36.0,35517.0
28109,12.6,12.7,31.6,33.7,43420.0
28111,11.9,11.8,34.6,37.2,37777.0
28113,15.2,15.6,38.5,37.2,31976.0
28115,10.5,13.5,32.6,31.1,39977.0
28117,12.4,16.3,32.0,33.1,38550.0
28119,14.4,15.4,39.8,41.5,26467.0
28121,10.8,11.1,32.1,31.5,58426.0
28123,14.4,15.1,36.0,33.7,34469.0
28125,14.8,17.1,39.0,37.5,27589.0
28127,12.4,13.9,33.4,37.7,37742.0
28129,12.3,14.4,32.1,36.8,40637.0
28131,11.7,12.4,34.1,35.8,42295.0
28133,14.2,15.2,40.7,42.2,28184.0
28135,15.4,15.3,36.7,39.6,29474.0
28137,12.1,16.7,35.1,37.4,43376.0
28139,13.4,12.8,31.6,33.9,38297.0
28141,11.6,15.0,25.8,36.6,37740.0
28143,14.2,16.2,41.7,40.7,30970.0
28145,10.8,11.3,32.3,33.2,42120.0
28147,13.8,17.0,38.7,38.3,31202.0
28149,13.0,15.0,35.7,32.7,40465.0
28151,13.5,14.9,36.8,38.9,27539.0
28153,11.9,15.5,34.3,38.2,35989.0
28155,12.7,14.7,31.4,33.9,40214.0
28157,14.7,18.1,37.9,39.9,28535.0
28159,14.6,15.0,35.6,36.4,35216.0
28161,13.7,18.2,36.7,38.6,36062.0
28163,12.6,14.3,36.5,38.8,34218.0
29001,8.0,9.0,28.8,29.0,40222.0
29003,9.3,9.9,30.4,29.3,58675.0
29005,10.7,12.2,29.0,29.8,46339.0
29007,9.4,11.7,30.3,34.7,42480.0
29009,9.3,11.0,29.3,32.4,37467.0
29011,9.6,13.9,29.4,35.3,39633.0
29013,9.5,11.3,29.2,32.1,45887.0
29015,10.7,13.9,29.4,31.2,34156.0
29017,9.3,10.9,30.5,33.1,41623.0
29019,7.3,7.5,29.1,28.4,50865.0
29021,10.1,11.6,34.2,32.6,48294.0
29023,10.1,11.7,30.7,35.1,35509.0
29025,9.7,13.2,30.6,37.2,44470.0
29027,9.2,10.0,31.4,34.3,50514.0
29029,9.9,10.6,28.0,28.5,49393.0
29031,9.0,11.3,29.8,31.9,49615.0
29033,10.0,11.2,29.5,35.4,43638.0
29035,9.8,11.2,29.4,31.1,32269.0
29037,8.7,10.8,29.9,30.3,62996.0
29039,10.4,13.0,29.5,31.0,37654.0
29041,11.5,11.5,28.8,30.4,46230.0
29043,7.8,10.5,28.2,29.1,54044.0
29045,9.4,11.1,30.4,34.3,43225.0
29047,8.7,10.4,29.9,29.3,65106.0
29049,9.5,10.9,30.5,34.5,59655.0
29051,8.7,10.1,28.1,30.7,56393.0
29053,8.9,11.0,30.5,35.4,46632.0
29055,9.0,10.4,30.4,32.4,38491.0
29057,10.3,13.3,29.4,34.3,38516.0
29059,9.1,12.1,30.3,33.7,37780.0
29061,9.4,10.5,30.3,32.6,43135.0
29063,8.2,12.1,30.8,36.1,44429.0
29065,9.6,13.6,29.6,34.6,36808.0
29067,9.8,11.9,29.7,32.5,32979.0
29069,10.6,11.4,31.5,32.0,31920.0
29071,8.6,10.5,30.1,30.4,50438.0
29073,10.0,12.4,29.7,35.0,47717.0
29075,10.7,11.9,29.2,28.7,43811.0
29077,8.4,8.8,29.2,32.0,43885.0
29079,10.0,10.6,28.5,32.6,38763.0
29081,10.3,12.8,29.6,34.1,38005.0
29083,9.9,11.8,29.9,29.5,42455.0
29085,11.1,13.1,28.7,29.2,31320.0
29087,10.5,11.5,30.2,32.5,42845.0
29089,9.5,10.0,29.7,33.9,44634.0
29091,10.1,12.3,29.6,31.5,36604.0
29093,9.8,11.3,31.8,35.1,33415.0
29095,9.2,11.2,31.2,31.0,48364.0
29097,8.4,10.8,31.2,34.5,43724.0
29099,9.2,10.6,30.9,30.4,58747.0
29101,8.2,9.8,31.2,30.9,44109.0
29103,10.4,10.9,29.0,31.7,40356.0
29105,8.8,11.7,30.2,31.1,40741.0
29107,9.7,11.9,29.9,29.1,50325.0
29109,9.3,10.0,29.6,30.0,41619.0
29111,9.3,10.8,29.3,35.5,45592.0
29113,8.4,11.5,31.0,31.5,54584.0
29115,10.1,12.2,30.5,30.6,39618.0
29117,10.3,10.0,28.6,28.8,40808.0
29119,8.8,10.3,30.5,28.1,37939.0
29121,10.3,12.6,29.0,32.8,41080.0
29123,9.5,11.2,30.1,34.3,35745.0
29125,9.5,12.4,30.6,33.7,43970.0
29127,9.4,12.5,29.4,37.3,41297.0
29129,10.5,11.5,29.5,33.4,43244.0
29131,9.1,11.7,28.9,30.8,40077.0
29133,10.2,12.6,30.6,31.9,33283.0
29135,9.2,9.6,29.6,28.3,50525.0
29137,9.8,12.6,29.9,30.8,44048.0
29139,10.0,11.8,29.3,33.9,41470.0
29141,10.1,11.3,28.1,28.3,39219.0
29143,10.1,12.2,31.2,33.1,36386.0
29145,9.7,9.3,29.3,32.0,46125.0
29147,8.0,10.6,28.9,29.7,44119.0
29149,10.3,10.3,30.6,32.4,33573.0
29151,9.0,11.3,29.8,33.3,55962.0
29153,10.1,15.1,29.4,33.4,31838.0
29155,10.6,13.1,32.9,34.4,29621.0
29157,9.2,10.9,30.3,33.0,47226.0
29159,9.3,12.4,30.2,36.5,42137.0
29161,8.7,11.4,29.4,27.0,40676.0
29163,9.0,11.3,30.0,28.8,43007.0
29165,8.5,11.3,29.0,30.8,72548.0
29167,9.6,11.4,29.4,29.4,41326.0
29169,8.2,8.5,32.7,28.4,46756.0
29171,10.4,11.8,29.6,31.9,37286.0
29173,9.3,13.0,29.6,32.6,51015.0
29175,9.5,12.0,31.6,33.0,39976.0
29177,10.1,11.5,30.8,34.8,54361.0
29179,10.3,12.2,29.4,32.6,34076.0
29181,9.9,11.2,29.1,34.3,34069.0
29183,8.1,8.4,29.1,25.0,74009.0
29185,10.6,12.4,29.2,28.6,35128.0
29186,9.1,10.5,30.5,30.1,52806.0
29187,9.2,12.2,31.1,32.8,41222.0
29189,9.0,10.8,28.5,29.0,61569.0
29195,9.5,11.0,30.1,37.6,41958.0
29197,10.4,11.4,29.7,30.3,37851.0
29199,9.0,10.0,30.7,31.2,41324.0
29201,9.4,12.6,30.8,36.5,40285.0
29203,9.7,12.2,30.1,29.7,28171.0
29205,10.4,11.5,29.7,33.1,41696.0
29207,9.7,13.6,28.8,32.8,38773.0
29209,10.2,13.0,28.4,33.2,42186.0
29211,9.8,11.4,29.3,35.7,41405.0
29213,9.4,10.8,31.3,30.9,39320.0
29215,9.7,13.0,30.3,32.6,34935.0
29217,9.7,13.2,30.6,30.3,40186.0
29219,9.0,11.8,30.7,28.4,51933.0
29221,9.2,14.1,31.3,33.6,37986.0
29223,11.0,13.6,30.3,36.1,32566.0
29225,8.5,9.8,30.2,33.8,43418.0
29227,10.7,12.5,28.8,30.2,43443.0
29229,9.2,10.7,30.5,31.4,32634.0
29510,11.2,13.5,33.4,33.8,37948.0
30001,8.7,7.7,21.4,24.2,41083.0
30003,11.6,13.4,33.7,38.8,41008.0
30005,10.6,11.9,33.7,35.6,34667.0
30007,7.6,8.8,23.5,30.4,51360.0
30009,7.4,9.0,27.0,24.0,49389.0
30011,8.1,9.3,24.0,25.0,46398.0
30013,8.1,9.1,24.3,28.2,45597.0
30015,8.9,8.1,26.1,26.2,40280.0
30017,7.9,9.9,24.7,30.6,47510.0
30019,8.6,9.0,23.0,25.5,43918.0
30021,8.9,9.6,26.2,30.9,56648.0
30023,7.6,9.9,25.1,25.9,37979.0
30025,7.5,7.6,26.8,27.7,59928.0
30027,8.4,9.2,23.4,26.0,43823.0
30029,6.3,7.1,21.9,23.1,48063.0
30031,3.6,4.3,17.3,15.5,57358.0
30033,7.8,8.3,26.1,25.9,45987.0
30035,11.2,13.5,31.1,34.2,31666.0
30037,7.7,9.7,24.4,24.4,37883.0
30039,7.8,9.1,24.7,29.0,43470.0
30041,8.2,11.1,30.4,33.4,44178.0
30043,7.5,8.6,22.7,27.5,62508.0
30045,7.7,8.7,23.8,28.8,45472.0
30047,8.4,10.8,26.4,27.7,39383.0
30049,7.5,7.7,22.2,24.3,56755.0
30051,8.4,8.9,24.6,26.5,40052.0
30053,8.9,11.7,22.8,28.8,37281.0
30055,7.9,9.4,23.2,23.8,44387.0
30057,6.5,9.4,21.2,21.7,49872.0
30059,8.0,8.9,25.5,23.9,41391.0
30061,8.3,10.8,25.3,27.7,39584.0
30063,5.0,5.2,19.6,22.2,44998.0
30065,8.4,9.6,21.3,27.5,41791.0
30067,7.0,7.6,18.2,22.6,45642.0
30069,8.7,9.5,22.0,24.6,42919.0
30071,8.4,9.8,21.9,29.0,38105.0
30073,8.6,10.4,27.6,29.4,41168.0
30075,8.2,7.5,23.7,27.3,50491.0
30077,7.5,10.1,24.6,28.0,42755.0
30079,8.5,10.0,26.2,26.2,42187.0
30081,6.3,8.9,19.5,23.3,48468.0
30083,8.2,7.6,27.5,30.7,68196.0
30085,11.8,12.8,30.6,36.9,39147.0
30087,9.5,11.7,39.6,35.6,51732.0
30089,8.5,11.1,24.2,26.8,36564.0
30091,8.5,10.3,26.8,29.8,50857.0
30093,8.2,8.3,23.1,25.5,42658.0
30095,6.5,7.8,22.6,21.8,60052.0
30097,7.7,9.9,21.1,24.3,48361.0
30099,7.3,8.8,26.8,26.7,47598.0
30101,6.6,8.6,27.4,26.5,43879.0
30103,7.7,9.9,24.3,25.6,49679.0
30105,8.9,9.8,24.8,29.2,46698.0
30107,7.6,9.8,26.1,25.3,35665.0
30109,7.8,9.2,21.6,26.6,49533.0
30111,8.1,8.4,25.8,25.1,57326.0
31001,8.2,10.8,28.7,33.0,48579.0
31003,8.9,10.6,28.8,27.6,48546.0
31005,7.7,8.3,28.4,29.7,50753.0
31007,9.4,13.1,29.5,33.5,54115.0
31009,10.2,9.1,28.6,29.1,44824.0
31011,9.4,9.4,28.2,31.6,54070.0
31013,8.6,11.8,31.0,33.9,54652.0
31015,9.4,13.9,28.5,34.2,42539.0
31017,9.9,10.3,28.8,30.2,46856.0
31019,6.8,6.7,29.5,30.1,55813.0
31021,9.7,10.3,29.3,31.0,49792.0
31023,8.2,9.0,29.2,32.0,55542.0
31025,8.2,8.9,28.0,35.4,66519.0
31027,8.4,8.8,27.6,28.3,56092.0
31029,8.8,10.2,28.1,30.6,55319.0
31031,8.8,8.3,28.5,26.2,54564.0
31033,7.8,7.6,27.7,31.5,57255.0
31035,9.4,9.5,31.5,32.9,51431.0
31037,8.0,8.5,28.7,31.5,50744.0
31039,8.3,8.8,29.0,29.7,56995.0
31041,8.6,9.7,30.7,32.0,51014.0
31043,8.6,9.2,33.7,35.8,49093.0
31045,7.9,9.5,27.6,27.3,44135.0
31047,8.6,9.4,29.9,33.8,47991.0
31049,9.1,9.7,28.5,30.1,47641.0
31051,8.8,10.2,30.8,31.5,52152.0
31053,8.7,10.0,29.3,32.7,48969.0
31055,7.9,8.8,27.7,27.8,58405.0
31057,10.8,10.8,29.9,35.3,45745.0
31059,9.1,10.1,28.4,33.4,54086.0
31061,9.8,10.6,28.3,36.7,44911.0
31063,8.9,9.7,30.5,35.5,50700.0
31065,10.3,12.8,31.2,33.9,40032.0
31067,8.7,10.9,30.8,34.1,50746.0
31069,11.1,9.9,29.4,32.6,42186.0
31071,9.8,9.5,28.3,28.4,44643.0
31073,9.7,9.9,28.5,34.4,56882.0
31075,9.4,10.4,29.0,28.3,56646.0
31077,10.3,9.6,30.6,32.4,44920.0
31079,8.9,8.7,31.9,33.9,50093.0
31081,8.1,7.3,30.1,32.5,65103.0
31083,9.4,10.8,27.8,32.1,47844.0
31085,9.2,9.9,30.8,33.2,50516.0
31087,9.6,11.3,30.1,35.9,43054.0
31089,9.8,8.9,28.4,30.2,50434.0
31091,10.2,10.5,29.6,26.6,42989.0
31093,8.1,9.3,28.4,29.4,52464.0
31095,9.8,12.1,29.3,36.2,46812.0
31097,9.9,9.2,29.7,30.3,47382.0
31099,7.9,8.4,28.8,31.1,50645.0
31101,8.8,9.1,28.5,27.5,46888.0
31103,9.7,10.7,29.8,29.6,45886.0
31105,10.1,10.5,28.5,31.4,45769.0
31107,9.5,10.4,28.1,31.6,45566.0
31109,7.2,7.6,26.2,26.0,54422.0
31111,8.7,10.3,31.0,31.7,53856.0
31113,9.6,9.3,28.6,31.1,51098.0
31115,8.5,11.1,29.9,30.7,52862.0
31117,8.9,10.1,30.8,30.5,57175.0
31119,8.1,9.4,27.4,32.6,51330.0
31121,8.5,11.1,30.9,32.6,51219.0
31123,9.8,9.2,28.7,30.2,49082.0
31125,9.1,11.4,28.4,29.8,46958.0
31127,8.7,10.0,29.4,35.5,52034.0
31129,9.9,9.4,28.5,33.5,41956.0
31131,9.5,11.5,32.1,33.9,53015.0
31133,10.3,10.3,28.8,29.8,43646.0
31135,9.4,8.6,26.3,24.5,58066.0
31137,8.7,10.0,29.5,33.4,55566.0
31139,8.4,10.7,30.0,34.1,56744.0
31141,8.1,9.4,29.2,29.3,58554.0
31143,9.9,9.0,30.9,29.5,61965.0
31145,8.7,8.4,29.6,31.9,49308.0
31147,9.4,9.8,31.4,36.7,44648.0
31149,10.3,11.3,29.3,30.3,51447.0
31151,7.9,8.5,31.2,33.0,55850.0
31153,6.8,8.4,28.4,30.6,73856.0
31155,8.3,8.6,28.9,28.6,61025.0
31157,10.1,10.5,31.1,33.9,43428.0
31159,8.3,7.7,27.8,29.4,62455.0
31161,9.8,11.3,28.3,30.2,47005.0
31163,9.3,10.7,30.0,33.1,42643.0
31165,8.3,8.2,29.3,32.3,55606.0
31167,7.5,9.5,31.6,34.3,56423.0
31169,10.0,10.2,30.0,30.2,48947.0
31171,9.0,10.0,30.1,32.8,48754.0
31173,10.1,16.8,32.4,41.8,42290.0
31175,9.6,11.6,29.4,32.3,49929.0
31177,7.9,8.0,28.6,31.5,68435.0
