FIPS,% Diabetic,# HIV Cases,Infant Mortality Rate,Child Mortality Rate,% Food Insecure,% Limited Access,Household Income,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,Chlamydia Rate,Teen Birth Rate,PCP Ratio,Dentist Ratio,MHP Ratio
29219.0,11.2,7.0,,52.984260558,14.3,1.789323564,52517.0,3.9,3.3,5.7572783775,24.8,30.8,7.9,32.7,70.184233999,,216.8,43.340234645,8188.0,5500.0,3300.0
29221.0,13.0,23.0,,,18.1,8.9605479655,33491.0,4.5,5.0,9.4505494505,34.0,33.8,6.3,27.3,60.599325263,,247.1,60.142711519,3585.0,3147.0,1798.0
29223.0,12.8,,,,17.0,19.235962668,31208.0,4.7,5.5,8.8957055215,36.7,32.5,5.4,32.5,73.618815176,,82.1,62.000760746,2234.0,13404.0,1915.0
29225.0,10.8,21.0,7.6,62.722665462,14.5,2.0708892169,44069.0,3.3,3.9,6.2267163385,17.3,32.6,7.8,27.6,56.054914093,,195.3,43.558000917,6059.0,3647.0,1823.0
29227.0,12.8,,,,13.0,10.265502392,37832.0,,,,,29.0,7.3,28.0,68.585905113,,240.5,20.408163265,2079.0,2090.0,
29229.0,13.2,5.0,,83.121201101,17.5,6.087635463,29605.0,4.5,4.1,7.5620767494,23.7,35.5,6.7,31.1,30.911506777,,204.0,65.246045694,3105.0,2639.0,739.0
29510.0,12.3,3086.0,10.5,109.33669074,25.6,4.6739326475,34346.0,4.0,4.5,11.988109129,27.0,33.3,5.0,25.9,98.287158544,23.1,1282.6,64.405824571,1258.0,2274.0,421.0
30001.0,8.2,,,,13.6,8.4869768482,40054.0,3.7,3.0,7.4468085106,11.0,24.5,7.3,22.6,75.578628596,11.4,481.5,16.67298219,779.0,2335.0,719.0
30003.0,13.0,8.0,,69.905627403,19.8,24.450562826,38026.0,3.7,3.2,6.023481368,27.0,36.6,4.3,28.5,54.698795181,18.0,1163.8,104.23980556,1187.0,1630.0,2608.0
30005.0,11.9,,,,16.4,20.086842874,35215.0,3.6,3.2,7.4719800747,30.3,32.8,5.5,31.1,3.235248806,26.1,763.1,74.501573977,1671.0,1321.0,943.0
30007.0,7.6,,,,12.7,11.097935477,46246.0,3.9,2.2,7.7586206897,11.0,30.1,7.2,24.2,58.303635068,15.8,104.2,33.940397351,2878.0,5692.0,5692.0
30009.0,7.9,,,,11.8,11.184247662,46413.0,2.9,2.2,5.9649122807,15.6,24.9,7.4,23.5,42.60766025,16.3,197.5,19.636720668,1266.0,2585.0,2068.0
30011.0,8.5,,,,11.6,41.504469537,39017.0,2.4,2.3,,,26.3,4.3,25.7,21.896551724,,,,1177.0,1174.0,
30013.0,8.3,25.0,5.9,65.960396839,13.8,8.2095034751,43674.0,3.7,3.6,7.2678981046,17.8,28.9,7.3,26.9,80.91654678,18.2,510.3,45.068758058,1340.0,1144.0,453.0
30015.0,9.5,,,,14.2,34.697881318,41177.0,2.5,2.6,7.7441077441,15.3,28.1,4.4,29.3,36.349561328,20.5,,8.2592121982,5904.0,5849.0,1950.0
30017.0,10.3,,,,12.8,17.589280811,43958.0,3.8,2.7,8.2699619772,14.6,26.8,6.5,26.9,62.398495598,18.3,260.8,41.696621136,1189.0,1707.0,478.0
30019.0,8.7,,,,11.3,34.922777193,51400.0,1.1,,,14.2,25.9,5.1,25.5,62.878355226,28.3,,,893.0,1791.0,
30021.0,8.1,,,,12.3,10.208672276,50650.0,3.8,2.6,7.4468085106,15.4,27.1,7.4,28.3,61.945126032,16.8,281.1,33.796296296,1542.0,2361.0,945.0
30023.0,8.0,,,,16.2,3.3325123622,37542.0,4.7,5.2,9.9264705882,29.1,27.7,7.3,26.3,78.758872876,17.9,249.3,33.300198807,1025.0,1333.0,274.0
30025.0,7.6,,,,9.9,5.3858181171,59083.0,2.8,,10.447761194,14.8,26.3,8.5,26.7,49.55017301,23.9,429.9,49.74271012,1512.0,3079.0,
30027.0,8.8,,,,12.6,11.892985626,41111.0,2.8,2.3,7.1707953064,15.5,25.2,7.2,22.8,64.48299672,17.3,131.2,17.328825021,953.0,958.0,605.0
30029.0,6.9,20.0,4.5,41.501156104,14.5,3.9996210156,46885.0,3.8,3.4,6.0257532192,16.9,21.1,7.6,18.8,78.817306,18.3,263.0,35.428571429,1348.0,1605.0,463.0
30031.0,4.4,16.0,5.9,37.237013592,13.7,4.3207102874,56680.0,2.7,2.4,7.0242342232,13.4,16.9,7.7,14.3,78.881279814,21.8,349.8,15.340833296,1187.0,1503.0,429.0
30033.0,7.8,,,,11.2,19.201744533,38663.0,,,,19.9,24.5,6.7,26.8,13.432835821,,,,1261.0,1290.0,1290.0
30035.0,12.8,,,117.44670856,19.6,10.327556336,33648.0,4.6,4.6,8.7562744004,35.2,31.7,5.8,30.5,26.278080454,20.7,1123.2,80.072557657,1055.0,1717.0,687.0
30037.0,9.5,,,,12.8,39.572864498,36747.0,,,,,27.2,4.2,27.2,1.2443438914,16.7,,,839.0,859.0,859.0
30039.0,8.6,,,,15.1,21.892663296,41391.0,2.6,,10.948905109,21.0,22.7,5.6,25.4,69.405651185,22.7,,29.527559055,3109.0,3138.0,3138.0
30041.0,9.4,,,,14.2,16.053363227,43244.0,3.8,3.7,6.4532266133,30.2,33.2,6.4,28.4,63.935139165,24.8,1600.9,66.053714009,1364.0,1183.0,460.0
30043.0,7.5,10.0,,,10.0,12.544000517,59001.0,3.8,3.0,7.2271386431,17.0,20.7,7.7,20.5,52.674031212,16.6,140.3,19.50680898,950.0,2302.0,2302.0
30045.0,9.5,,,,11.4,20.35635232,41731.0,3.0,1.6,,8.8,25.9,6.6,24.7,9.4111969112,23.8,,,,2016.0,
30047.0,9.7,5.0,7.3,65.303316721,16.8,8.069143973,39219.0,4.0,4.0,9.1271278522,23.0,26.7,6.6,23.2,50.761845126,18.9,548.5,52.245250432,1705.0,1451.0,659.0
30049.0,6.4,20.0,5.6,52.242964614,11.5,6.28219025,53982.0,3.2,3.0,8.3879423329,17.3,23.0,8.0,18.7,76.198438363,17.9,262.0,34.706565553,1138.0,1257.0,283.0
30051.0,8.0,,,,16.4,19.650676068,39073.0,,,11.811023622,,26.9,5.5,27.6,38.691748611,21.4,334.4,,2392.0,2369.0,
30053.0,10.8,6.0,,84.834246933,18.0,6.4568138747,34926.0,4.2,3.8,7.1653543307,20.7,29.5,6.5,22.7,95.204957586,15.4,261.7,29.814859341,1624.0,1946.0,649.0
30055.0,9.1,,,,10.4,30.673921708,41918.0,1.8,1.7,,,27.5,5.7,31.4,37.197231834,19.1,235.2,,1701.0,1709.0,
30057.0,7.5,,,,12.5,10.992635754,44046.0,2.4,2.8,3.4146341463,12.9,20.8,7.3,25.6,33.675724873,19.9,77.6,13.296011197,1289.0,7712.0,3856.0
30059.0,9.3,,,,14.1,49.655385647,35694.0,2.9,,14.371257485,17.7,25.0,2.9,27.2,67.054468535,14.1,,,962.0,1937.0,
30061.0,9.5,,,,17.1,17.999011942,36169.0,4.4,3.9,6.7278287462,19.9,28.5,5.5,24.2,99.336964243,14.7,336.0,42.352941176,4167.0,4275.0,611.0
30063.0,4.6,53.0,4.2,51.921679032,15.0,7.9063454313,45895.0,3.4,3.5,6.5615287211,17.3,21.1,7.1,17.0,92.311000101,22.1,395.6,20.484444282,1088.0,1215.0,301.0
30065.0,8.1,,,,12.4,13.623357238,39403.0,3.0,2.7,8.4459459459,19.5,23.4,7.0,30.7,51.21198766,17.8,107.2,31.37254902,,,4629.0
30067.0,6.6,,,,12.8,14.539433063,42439.0,3.9,3.1,5.9687786961,13.6,23.2,6.9,19.5,64.23637759,16.1,102.8,23.769668564,916.0,1568.0,448.0
30069.0,9.3,,,,12.4,47.643098006,37276.0,,,,,24.4,3.5,22.9,5.8704453441,,,,511.0,506.0,506.0
30071.0,8.7,,,,11.9,10.803957373,40202.0,3.0,3.1,5.3333333333,16.0,27.0,7.4,29.7,64.401598871,18.4,121.1,35.087719298,4128.0,4179.0,2090.0
30073.0,10.3,,,,14.4,24.555794154,40694.0,4.4,2.9,5.1233396584,18.8,28.5,5.5,28.8,47.391516333,20.8,,30.453697949,2055.0,3106.0,887.0
30075.0,8.5,,,,11.3,20.286930363,43107.0,2.3,1.5,,16.0,25.3,6.6,30.5,56.970740103,22.5,,,1763.0,1748.0,
30077.0,8.0,6.0,,,14.4,7.4964218052,39820.0,3.5,3.8,8.0103359173,22.5,24.4,7.2,24.4,61.832930127,18.2,239.6,32.424465733,887.0,2331.0,1166.0
30079.0,9.9,,,,12.3,37.720111179,41843.0,2.7,2.8,,,26.6,4.6,29.6,3.2230703986,14.2,,,1157.0,1179.0,
30081.0,7.2,,,46.056419113,14.1,1.9662089349,39487.0,3.7,3.1,6.053008596,19.3,20.5,7.9,18.3,87.772306774,18.3,174.8,27.846316532,1562.0,2149.0,692.0
30083.0,7.5,,,,12.1,9.908510785,64171.0,2.7,2.8,8.8235294118,18.6,29.7,7.5,26.2,33.819002668,20.1,453.3,41.554959786,1802.0,2804.0,1402.0
30085.0,14.3,,,186.97180465,16.6,26.319681534,34291.0,3.9,3.0,7.4509803922,27.4,36.5,4.8,31.6,18.513189448,23.4,1482.6,107.34652801,3642.0,1854.0,856.0
30087.0,10.9,,,126.94958288,15.1,10.231223006,50597.0,3.6,3.3,7.6923076923,21.1,32.3,6.8,26.1,31.008339651,20.4,723.7,66.090874953,1879.0,1866.0,466.0
30089.0,10.9,,,,18.3,21.795412216,34847.0,4.1,2.6,6.8331143233,21.9,27.9,4.9,24.8,74.476474196,15.8,140.3,29.311809686,1268.0,2841.0,517.0
30091.0,10.5,,,,11.0,11.261243564,50292.0,3.0,3.4,7.960199005,13.1,30.3,7.6,30.8,62.559101655,17.9,167.6,15.313935681,1790.0,3668.0,1834.0
30093.0,8.3,19.0,,69.483046137,14.4,9.134753424,40691.0,4.1,4.1,9.5408895265,22.6,26.6,7.1,22.4,64.339181287,18.9,290.7,41.624236253,1376.0,1151.0,233.0
30095.0,8.2,,,,11.0,5.8055638432,58109.0,3.3,2.9,8.4375,14.2,23.6,8.2,25.2,44.806405616,22.0,184.9,13.819789939,9195.0,3106.0,3106.0
30097.0,8.1,,,,10.8,8.6467355527,43146.0,2.9,3.3,7.7922077922,15.0,21.7,7.9,25.1,70.665571076,22.5,111.0,19.607843137,3605.0,3669.0,1223.0
30099.0,9.4,,,,12.1,20.541559078,43828.0,2.3,2.9,8.2774049217,17.6,26.1,6.4,25.4,40.260167957,16.1,99.1,15.81027668,6053.0,3033.0,1516.0
30101.0,8.9,,,,13.4,11.391708866,44252.0,3.4,2.4,9.5238095238,16.1,28.5,7.1,28.7,35.743801653,20.9,153.3,22.165387894,1044.0,2569.0,5138.0
30103.0,9.1,,,,12.2,39.928910051,48282.0,,,,,26.3,4.3,29.3,11.281337047,,,,736.0,700.0,700.0
30105.0,9.8,,,,12.6,13.901215306,45747.0,3.0,3.2,5.9615384615,17.6,29.1,7.0,29.8,39.720450536,21.5,293.1,26.960784314,1251.0,3815.0,1526.0
30107.0,7.8,,,,11.9,43.820793658,32519.0,3.0,3.3,,25.5,24.9,4.0,29.5,49.769372694,22.2,190.1,19.323671498,,2134.0,2134.0
30109.0,9.7,,,,11.7,16.015893786,43722.0,,,,,28.3,6.9,32.0,2.7531956735,,,,1057.0,1121.0,
30111.0,8.5,118.0,6.8,61.156860235,12.0,6.6389398886,52079.0,3.4,3.5,7.436947618,17.1,25.7,7.9,23.6,80.433460384,16.1,385.8,37.63107278,1205.0,1204.0,420.0
31001.0,8.4,15.0,7.3,70.077084793,11.8,7.731762478,52267.0,2.8,2.5,7.1794871795,15.1,29.2,7.8,24.3,78.472133656,16.1,244.8,34.175162187,1258.0,1264.0,355.0
31003.0,10.1,,,,11.5,15.747029893,48814.0,2.4,2.4,5.1993067591,13.4,27.2,7.0,27.0,48.930441286,19.2,152.8,19.607843137,1636.0,6456.0,3228.0
31005.0,9.1,,,,12.5,36.384976762,39874.0,2.3,2.0,,,28.9,4.6,29.3,,28.2,,,486.0,458.0,458.0
31007.0,11.4,,,,14.6,43.61111144,46769.0,3.9,,,23.2,33.8,3.4,31.9,8.115942029,,,,760.0,759.0,759.0
31009.0,9.4,,,,15.9,42.48608555,38323.0,1.7,,,,26.5,3.3,27.7,9.4142259414,,,,514.0,482.0,482.0
31011.0,9.6,,,,10.2,8.8817550168,50156.0,2.2,1.9,5.5288461538,12.5,28.4,8.0,28.9,48.319709355,19.1,110.8,14.150943396,677.0,2694.0,5388.0
31013.0,10.6,,,,14.0,11.574649362,54120.0,3.2,3.7,7.7809798271,20.6,32.1,6.9,26.6,37.707817474,20.0,256.3,42.577675489,2829.0,1884.0,870.0
31015.0,10.2,,,,10.7,40.196468458,39838.0,2.0,,11.594202899,15.0,30.7,4.6,29.5,48.785135779,20.5,,,685.0,2032.0,
31017.0,10.7,,,,12.2,5.580770313,39861.0,3.3,2.8,,16.7,31.0,7.9,30.4,29.856915739,16.6,,,3023.0,2926.0,2926.0
31019.0,6.7,18.0,5.2,35.997930119,12.2,10.899565879,52333.0,2.6,2.3,5.7570645297,15.0,28.3,7.4,23.5,88.427833933,16.4,368.7,23.328716192,1158.0,1497.0,360.0
31021.0,10.9,,,,11.0,14.579991732,47749.0,2.3,2.8,6.4833005894,17.3,31.4,7.3,35.7,60.148731409,22.2,60.1,20.749665328,3330.0,3287.0,6574.0
31023.0,8.3,,,,10.8,4.5799392858,46211.0,2.6,3.1,5.819295559,20.8,27.1,8.3,24.6,36.271590232,27.4,60.3,13.917525773,1383.0,2771.0,8312.0
31025.0,9.2,13.0,,43.610989969,9.9,5.8146716705,63738.0,2.4,2.3,5.8567279768,18.6,33.1,8.4,26.1,75.230775326,18.9,218.8,20.560437738,3142.0,3170.0,3622.0
31027.0,9.4,,,,10.4,13.370000701,56300.0,2.2,1.7,3.4574468085,12.2,26.9,7.5,28.2,52.722548577,25.8,,10.771992819,8746.0,2178.0,8711.0
31029.0,8.3,,,,10.1,10.72737886,52924.0,2.5,2.5,5.698005698,11.1,28.2,7.9,25.1,75.2899647,23.5,,42.416452442,2032.0,2000.0,
31031.0,8.2,,,,11.3,13.249030544,43229.0,2.8,2.5,5.8690744921,14.8,26.3,7.3,29.9,64.712060214,14.7,,36.758563074,1145.0,643.0,5788.0
31033.0,8.4,7.0,,,11.8,4.8454079572,53430.0,3.3,2.5,7.8860898138,17.9,26.5,8.1,23.9,73.154630926,18.9,89.4,34.285714286,2014.0,2523.0,1261.0
31035.0,9.2,,,,10.2,14.525130211,50587.0,3.3,2.9,4.3726235741,13.8,34.4,7.4,30.7,52.048303271,14.2,124.8,30.245746692,6411.0,6392.0,6392.0
31037.0,7.9,6.0,,,9.7,6.3946946201,51103.0,2.8,2.5,5.3731343284,16.8,31.3,8.4,28.1,78.763670946,18.0,178.4,63.206362495,3551.0,5213.0,
31039.0,7.8,,,,10.7,9.547939746,50252.0,2.3,2.0,6.1497326203,13.9,28.7,7.8,27.2,63.398621293,21.0,55.1,20.435967302,2268.0,1799.0,2249.0
31041.0,9.7,,,,10.2,18.193685306,44608.0,2.5,2.0,5.4413542926,13.0,33.2,7.1,29.5,50.653624646,14.8,,21.938571998,1074.0,3597.0,1799.0
31043.0,9.2,13.0,,52.164840897,12.9,6.0777449072,45631.0,3.1,3.5,6.1419639573,20.5,33.5,7.7,29.4,84.380653147,18.7,71.7,56.459151243,20918.0,4189.0,455.0
31045.0,8.5,,,,15.5,8.8516519288,39507.0,3.3,3.0,7.3446327684,17.7,28.7,6.9,28.2,91.167501634,21.0,448.0,17.711171662,1525.0,1298.0,699.0
31047.0,9.1,19.0,9.0,72.25433526,11.0,14.704267064,44976.0,3.0,2.1,6.6983894583,18.3,32.8,7.2,26.6,82.006906191,15.1,185.8,60.204595003,1615.0,1729.0,1210.0
31049.0,9.9,,,,11.1,7.4094592303,48523.0,2.9,3.0,,21.1,26.6,8.0,24.6,23.493044822,18.4,,35.805626598,1972.0,969.0,
31051.0,8.2,,,,11.2,12.870474126,47637.0,2.5,2.4,6.5055762082,18.1,31.5,7.4,30.6,37.816666667,23.2,,26.989619377,2959.0,1950.0,2926.0
31053.0,8.9,15.0,6.0,48.718977475,12.0,8.3332732973,48671.0,3.2,2.9,6.3599062134,20.4,29.8,7.7,27.1,90.47177782,17.7,293.7,37.291690945,1656.0,1739.0,891.0
31055.0,8.7,998.0,6.2,52.391824669,14.0,3.5441327318,51959.0,3.0,2.8,7.8861692617,19.3,28.0,7.7,22.4,96.94997196,20.7,581.3,38.941942306,1016.0,1202.0,323.0
31057.0,10.6,,,,11.1,10.955512239,47098.0,3.8,3.4,8.7719298246,12.4,33.2,7.6,31.6,5.7270916335,13.2,,,1011.0,991.0,
31059.0,8.8,,,,10.4,8.1428072894,52606.0,2.0,2.0,6.6508313539,13.4,28.8,8.1,28.5,61.986417657,23.7,156.0,20.798201237,1154.0,1899.0,950.0
31061.0,10.9,,,,10.8,19.134232372,44871.0,2.6,3.1,6.976744186,17.9,33.8,6.8,33.2,50.356589147,20.8,125.5,22.253129346,1594.0,3085.0,1543.0
31063.0,9.0,,,,10.8,37.98855678,48258.0,2.4,2.1,,12.4,32.3,4.9,30.1,60.631349782,19.7,,14.755959137,,2709.0,2709.0
31065.0,10.8,,,,12.5,19.723147332,41446.0,2.9,2.8,5.3125,16.8,32.7,6.4,27.5,64.992942125,12.0,122.3,26.548672566,1636.0,4865.0,
31067.0,11.3,5.0,,84.442678323,12.4,6.2577656031,45212.0,3.0,4.4,7.4014046461,21.4,33.9,7.8,29.6,61.996324683,23.8,165.1,32.637884735,1558.0,1562.0,754.0
31069.0,11.0,,,,10.5,43.945877961,38837.0,3.0,3.9,8.8,23.1,28.2,4.3,31.8,52.066115702,16.2,,33.333333333,1953.0,1902.0,
31071.0,9.7,,,,12.1,1.3608398091,40758.0,2.0,3.4,,11.1,27.7,8.4,28.0,76.720351391,17.7,,,2007.0,509.0,
31073.0,9.4,,,,10.7,20.035834661,58357.0,2.3,2.1,,,31.5,6.7,26.0,31.360078278,18.5,,,2029.0,1972.0,1972.0
31075.0,9.2,,,,13.5,39.694656259,44778.0,,2.1,,,26.9,4.1,29.6,5.2117263844,19.5,,,629.0,633.0,633.0
31077.0,9.0,,,,11.0,23.649840898,42743.0,2.4,1.9,5.6338028169,10.1,32.2,6.3,31.5,0.3940110323,21.6,,20.52238806,,2494.0,
31079.0,8.5,46.0,5.5,46.53182777,11.6,5.1962181188,49750.0,3.1,2.7,7.1577691619,16.8,31.1,8.1,26.2,90.209360657,18.1,288.3,55.460940392,1631.0,1292.0,345.0
31081.0,7.3,,,,10.0,0.9448608759,54663.0,2.5,2.0,7.0707070707,15.4,29.0,8.9,25.6,61.946514687,18.3,99.9,23.840485479,1287.0,2278.0,1822.0
31083.0,9.5,,,,10.8,1.8824641444,45806.0,3.4,,4.1152263374,16.9,29.8,8.6,26.9,55.536079462,,,21.091811414,1705.0,3513.0,
31085.0,10.0,,,,10.9,32.585365822,51101.0,2.8,2.7,,11.3,27.3,5.4,33.1,6.3081695967,16.7,,,953.0,976.0,976.0
31087.0,9.5,,,,11.9,36.135917377,40217.0,3.7,3.3,6.3636363636,20.9,32.4,4.8,29.4,25.103163686,13.2,,48.275862069,,2872.0,
31089.0,8.4,,,,10.3,8.1316939415,44518.0,2.2,2.5,6.3545150502,13.1,31.2,8.1,31.1,48.969813129,16.7,48.1,19.343986543,945.0,950.0,550.0
31091.0,10.4,,,,11.4,49.264705791,39377.0,4.3,1.4,,,28.5,3.5,27.9,83.695652174,17.2,,,364.0,738.0,738.0
31093.0,9.2,,,,10.4,5.8724340151,49496.0,3.0,2.5,5.0301810865,13.1,30.1,8.3,32.9,46.254383169,15.5,94.7,19.073569482,2112.0,3178.0,3178.0
31095.0,10.6,,,,11.4,5.4514257598,46252.0,3.3,3.3,7.6066790353,16.7,34.1,8.1,32.5,32.237975354,17.0,93.1,32.797029703,1504.0,2520.0,2520.0
31097.0,9.7,,,,11.9,6.2739446292,46456.0,2.4,1.9,4.958677686,18.8,30.3,7.9,31.4,1.9934828445,21.8,175.1,28.409090909,2570.0,5144.0,
31099.0,7.1,,,,9.2,2.9319871693,57823.0,2.0,2.5,7.0546737213,17.2,30.0,8.9,24.2,36.769918323,17.7,,24.643320363,2162.0,3274.0,1637.0
31101.0,8.9,,,156.53906361,11.5,6.6471664006,42851.0,2.6,2.6,10.207612457,18.8,27.6,8.0,26.9,76.744741874,18.8,109.5,31.831831832,1370.0,2033.0,813.0
31103.0,10.9,,,,12.5,48.592267878,41491.0,,,,13.6,27.1,3.4,35.9,44.417475728,17.0,,,804.0,790.0,790.0
31105.0,9.8,,,,11.4,2.4120091222,45023.0,3.3,3.8,8.9108910891,25.1,31.2,8.4,27.2,75.42528134,10.9,158.6,42.959427208,,3702.0,
31107.0,9.9,,,,11.9,28.819335294,41066.0,2.5,2.8,5.8823529412,13.6,28.2,5.6,32.7,69.049534536,20.7,58.3,25.813113061,1715.0,1428.0,4283.0
31109.0,7.0,304.0,5.5,47.558835186,13.5,3.1690124719,52275.0,2.8,2.9,6.6796008869,18.3,26.3,7.9,18.7,94.884498278,19.7,430.8,23.605612561,1417.0,1100.0,334.0
31111.0,9.5,8.0,,47.194691985,11.1,7.4256550764,52395.0,3.6,3.1,8.5232317254,16.2,32.8,8.0,25.2,78.571428571,15.4,462.6,35.581199663,1719.0,1897.0,515.0
31113.0,8.6,,,,10.0,26.099706478,48688.0,2.5,2.1,,,27.8,6.3,28.5,55.04587156,,,,765.0,763.0,763.0
31115.0,10.5,,,,13.2,37.096390205,41192.0,2.0,,,,28.5,4.4,30.6,23.101265823,,,,589.0,576.0,576.0
31117.0,9.5,,,,12.2,25.311203334,40834.0,,,,19.7,28.6,5.9,30.7,,,,,509.0,526.0,526.0
31119.0,7.6,25.0,7.1,68.754118085,12.3,8.9417592346,45738.0,2.5,2.2,5.985915493,17.6,30.9,7.6,24.8,78.076614291,19.9,214.1,42.149398654,1347.0,1038.0,259.0
31121.0,10.0,,,,11.6,12.527635323,50317.0,2.5,2.7,6.9883527454,17.5,33.4,7.3,27.3,44.193753983,20.6,141.4,28.433476395,3890.0,1951.0,7802.0
31123.0,10.2,,,,11.8,19.876557419,47296.0,3.7,2.3,7.5980392157,19.5,30.2,6.5,27.6,23.859579532,14.4,225.0,41.329739443,2445.0,4908.0,
31125.0,10.5,,,,11.8,28.141553453,45091.0,2.4,2.1,7.0,13.3,30.5,5.7,23.8,62.730923695,26.8,107.7,17.381228273,,3623.0,
31127.0,9.3,,,,12.7,3.8679658239,48892.0,3.0,3.7,7.4912891986,17.4,35.0,8.0,27.9,56.236203091,15.2,237.6,19.779208832,1431.0,2386.0,2386.0
31129.0,9.4,,,,12.4,16.468628726,44139.0,2.8,2.3,6.5743944637,13.4,29.2,6.7,32.2,66.533333333,19.8,90.1,28.235294118,888.0,1471.0,1471.0
31131.0,10.4,,,,11.8,3.6326913117,52565.0,2.9,2.3,8.4172661871,17.3,33.9,8.2,29.8,65.114358323,22.3,260.4,33.893221356,2250.0,1750.0,1969.0
31133.0,11.7,,,,11.7,6.1885255096,38735.0,2.2,2.3,10.714285714,8.8,32.5,8.0,30.7,20.915975478,11.3,253.2,,922.0,903.0,2709.0
31135.0,8.8,,,,9.7,22.539924943,53893.0,3.6,2.1,5.6451612903,16.1,31.3,6.7,23.5,45.252525253,11.9,,17.68488746,1466.0,2921.0,
31137.0,9.9,,,,10.9,5.0444289816,53607.0,2.7,1.7,5.9850374065,13.3,33.4,8.3,28.5,59.958641707,18.5,162.8,23.359840954,1024.0,1843.0,709.0
31139.0,10.4,,,,9.8,25.005687241,50807.0,2.2,2.4,5.0,13.3,36.5,6.4,31.5,61.106523534,20.1,55.8,16.840882695,1024.0,2383.0,7150.0
31141.0,7.6,10.0,6.0,52.4857851,10.5,4.3204393437,52368.0,2.6,2.3,5.4411764706,14.8,29.2,8.4,24.3,81.688742749,22.6,232.6,40.354206199,1922.0,2322.0,677.0
31143.0,10.2,,,,10.3,25.850417309,56618.0,1.9,1.4,4.347826087,17.7,31.3,6.2,28.7,43.821679615,22.2,,16.348773842,2660.0,2638.0,5275.0
31145.0,9.2,,,108.31035841,11.5,15.285122948,44826.0,3.2,3.0,6.0538116592,17.5,30.6,7.1,23.4,64.423337856,16.5,309.8,28.218694885,1568.0,1223.0,734.0
31147.0,11.2,,,,13.3,7.4515578834,41679.0,3.0,2.8,5.1282051282,18.3,32.5,7.5,34.2,64.271194547,20.7,193.0,30.949839915,2073.0,2708.0,2031.0
31149.0,10.8,,,,9.1,10.712699532,40870.0,3.1,2.3,,11.5,34.1,8.1,32.7,2.3591087811,14.6,,,1376.0,1411.0,706.0
31151.0,8.8,,,,11.9,7.2894092182,49047.0,2.5,2.8,5.2775873886,13.8,31.9,7.8,29.7,67.535211268,18.3,171.7,30.262867241,1820.0,2403.0,1602.0
31153.0,8.2,103.0,4.5,29.894228783,10.8,5.6761002321,67740.0,3.0,2.5,6.5283540802,16.7,28.4,8.2,20.2,91.221354822,21.4,319.6,24.097051427,1929.0,1568.0,1293.0
31155.0,8.2,,,47.118691985,10.3,3.3618224196,61174.0,3.1,2.7,6.0589216231,19.0,29.3,8.6,26.3,52.839268527,24.9,163.3,13.57827476,3471.0,3488.0,4186.0
31157.0,10.5,10.0,8.1,71.316893875,12.2,9.9221627917,43406.0,3.9,3.9,7.4024585783,17.6,33.3,7.5,25.6,64.690289424,10.9,430.1,53.808133004,1275.0,1602.0,519.0
31159.0,7.7,,,,10.3,4.0132148179,59053.0,2.5,2.4,6.3753581662,14.3,28.7,8.5,25.1,53.970149254,20.9,106.3,10.869565217,1540.0,2136.0,949.0
31161.0,11.1,,,,13.0,16.202445049,38411.0,2.9,2.4,4.1666666667,12.0,29.2,6.6,32.2,56.18943134,16.1,112.8,29.109589041,1330.0,1750.0,525.0
31163.0,9.6,,,,10.6,15.198854952,41224.0,2.4,1.9,5.7971014493,17.5,32.7,7.3,32.7,10.088832487,18.1,,23.850085179,,3106.0,3106.0
31165.0,8.2,,,,11.1,24.478310638,48313.0,,,,14.4,29.7,6.2,27.3,17.009916095,21.3,,,1315.0,1313.0,
31167.0,9.3,,,,10.4,24.285442858,54263.0,2.8,2.3,5.4945054945,22.5,33.8,6.4,28.4,3.622124327,25.8,,24.707412224,,,6133.0
31169.0,12.0,,,,10.6,8.8144829434,43938.0,3.3,2.4,8.6021505376,12.2,32.2,7.9,30.4,34.793420046,16.3,,21.081576535,1027.0,2595.0,5189.0
31171.0,9.4,,,,11.1,23.015873012,43247.0,1.2,1.1,,,32.0,6.4,31.9,16.537867079,16.4,,,676.0,699.0,699.0
31173.0,16.0,,,,17.1,6.766687668,38558.0,3.1,2.7,6.1371841155,34.4,40.7,6.7,31.4,19.956772334,23.9,840.5,105.1149695,2340.0,1149.0,363.0
31175.0,10.5,,,,11.4,9.4022775614,44105.0,2.5,2.2,5.7971014493,8.8,30.8,7.7,26.2,75.0,17.5,,21.714285714,1410.0,1398.0,599.0
31177.0,8.4,,,49.691910157,9.6,0.6161176349,66160.0,2.5,2.4,5.7026476578,17.3,31.2,9.0,22.1,48.023129386,22.0,133.3,12.324929972,3375.0,3371.0,6741.0
31179.0,7.1,,,,12.5,2.0789141569,49981.0,2.2,2.1,6.3559322034,12.8,28.6,8.2,26.3,56.717040125,19.2,146.5,7.3057338942,1911.0,1882.0,3137.0
31181.0,10.2,,,,11.7,41.552519504,42305.0,2.4,2.4,6.2962962963,11.8,30.9,4.3,34.9,60.073452256,17.8,,20.742358079,1242.0,3688.0,1844.0
31183.0,9.6,,,,12.0,43.27563224,37495.0,1.9,,,,27.8,4.0,29.1,28.361858191,,,,805.0,759.0,759.0
