FIPS,STATE,agi_stub,N1,A00100
27019,MN,5,2269,197376416
27019,MN,6,3600,483767385
27019,MN,7,1101,509419212
27019,MN,8,0,0
27021,MN,1,575,984140
27021,MN,2,655,11363577
27021,MN,3,635,22926921
27021,MN,4,388,24092384
27021,MN,5,192,16419253
27021,MN,6,170,25066372
27021,MN,7,21,8732181
27021,MN,8,0,0
27025,MN,1,1930,7297958
27025,MN,2,1877,32024608
27025,MN,3,2333,85591683
27025,MN,4,2019,125417915
27025,MN,5,1522,131946274
27025,MN,6,1516,193458037
27025,MN,7,198,74930173
27025,MN,8,0,0
27027,MN,1,4868,21011069
27027,MN,2,5185,88886358
27027,MN,3,5592,202945151
27027,MN,4,3835,238594909
27027,MN,5,2446,210547482
27027,MN,6,1953,250218001
27027,MN,7,327,116826177
27027,MN,8,0,0
27029,MN,1,293,903945
27029,MN,2,340,5907737
27029,MN,3,392,14215749
27029,MN,4,236,14741577
27029,MN,5,108,9225908
27029,MN,6,82,12799961
27029,MN,7,0,0
27029,MN,8,0,0
27031,MN,1,518,1614363
27031,MN,2,586,10390014
27031,MN,3,657,23454467
27031,MN,4,336,20609531
27031,MN,5,179,15469067
27031,MN,6,163,21008323
27031,MN,7,21,6563323
27031,MN,8,0,0
27033,MN,1,72,148643
27033,MN,2,70,1200761
27033,MN,3,71,2601465
27033,MN,4,48,2836108
27033,MN,5,30,2586958
27033,MN,6,20,3157772
27033,MN,7,0,0
27033,MN,8,0,0
27035,MN,1,7324,23556470
27035,MN,2,8513,146179030
27035,MN,3,8690,314045008
27035,MN,4,5174,318351009
27035,MN,5,2905,249994677
27035,MN,6,2426,314738676
27035,MN,7,604,273456734
27035,MN,8,0,0
27037,MN,1,19708,75418679
27037,MN,2,18570,320553374
27037,MN,3,27872,1030109951
27037,MN,4,19049,1177690553
27037,MN,5,14489,1258659959
27037,MN,6,19663,2618114692
27037,MN,7,4482,1672508395
27037,MN,8,0,0
27039,MN,1,310,892103
27039,MN,2,355,6168008
27039,MN,3,495,18392379
27039,MN,4,334,20583096
27039,MN,5,212,18462024
27039,MN,6,162,20435795
27039,MN,7,20,9517681
27039,MN,8,0,0
27041,MN,1,186,289517
27041,MN,2,206,3647749
27041,MN,3,247,9191124
27041,MN,4,166,10248447
27041,MN,5,90,7614872
27041,MN,6,67,10367711
27041,MN,7,0,0
27041,MN,8,0,0
27043,MN,1,306,622249
27043,MN,2,344,5949421
27043,MN,3,391,14233194
27043,MN,4,226,13759301
27043,MN,5,152,13000142
27043,MN,6,101,13920143
27043,MN,7,10,3468875
27043,MN,8,0,0
27045,MN,1,869,1796570
27045,MN,2,887,15628994
27045,MN,3,1067,38772161
27045,MN,4,640,39384633
27045,MN,5,385,33347204
27045,MN,6,220,30422074
27045,MN,7,29,8576701
27045,MN,8,0,0
27047,MN,1,2754,10947382
27047,MN,2,3330,58064754
27047,MN,3,3836,137643213
27047,MN,4,2078,128136907
27047,MN,5,1103,94286857
27047,MN,6,785,107467115
27047,MN,7,147,61270126
27047,MN,8,0,0
27049,MN,1,3280,11878389
27049,MN,2,3341,57603690
27049,MN,3,4098,149010248
27049,MN,4,2737,169768747
27049,MN,5,1981,171030883
27049,MN,6,1952,254013762
27049,MN,7,448,158033470
27049,MN,8,0,0
27051,MN,1,183,356505
27051,MN,2,200,3517157
27051,MN,3,250,9132743
27051,MN,4,119,7326895
27051,MN,5,65,5632027
27051,MN,6,50,7198028
27051,MN,7,0,0
27051,MN,8,0,0
27053,MN,1,98779,359031411
27053,MN,2,103956,1800941626
27053,MN,3,140326,5118906913
27053,MN,4,81853,5032102626
27053,MN,5,52931,4583797404
27053,MN,6,74247,10029533938
27053,MN,7,30999,17933236501
27053,MN,8,0,0
27055,MN,1,1084,1892702
27055,MN,2,1215,20927186
27055,MN,3,1283,46496908
27055,MN,4,826,50751495
27055,MN,5,410,35260993
27055,MN,6,305,43269014
27055,MN,7,27,9688870
27055,MN,8,0,0
27057,MN,1,4982,19141807
27057,MN,2,5336,91845447
27057,MN,3,5066,183295521
27057,MN,4,3099,191512511
27057,MN,5,1756,151545568
27057,MN,6,1343,173545753
27057,MN,7,289,125764081
27057,MN,8,0,0
27059,MN,1,5203,19538715
27059,MN,2,5599,96652326
27059,MN,3,7358,271789128
27059,MN,4,5720,355357718
27059,MN,5,3891,335546439
27059,MN,6,3032,377099479
27059,MN,7,338,138683594
27059,MN,8,0,0
27061,MN,1,3853,14213307
27061,MN,2,4699,80670645
27061,MN,3,4322,157337271
27061,MN,4,2997,184473850
27061,MN,5,1772,152462710
27061,MN,6,1304,166483145
27061,MN,7,226,112560615
27061,MN,8,0,0
27063,MN,1,1354,5064429
27063,MN,2,1414,24246863
27063,MN,3,1810,65737601
27063,MN,4,1003,61595715
27063,MN,5,544,46574114
27063,MN,6,385,49664551
27063,MN,7,72,25118448
27063,MN,8,0,0
27067,MN,1,4036,15408818
27067,MN,2,4270,74188411
27067,MN,3,4676,167265717
27067,MN,4,2915,179885360
27067,MN,5,1722,148195588
27067,MN,6,1384,188351948
27067,MN,7,373,161360199
27067,MN,8,0,0
27069,MN,1,154,501607
27069,MN,2,134,2251108
27069,MN,3,169,6233581
27069,MN,4,114,7086980
27069,MN,5,69,5906754
27069,MN,6,69,9625330
27069,MN,7,14,5095713
27069,MN,8,0,0
27071,MN,1,1141,4291934
27071,MN,2,1358,23307444
27071,MN,3,1134,41334308
27071,MN,4,972,60041993
27071,MN,5,539,46464354
27071,MN,6,347,44062961
27071,MN,7,35,11486295
27071,MN,8,0,0
27073,MN,1,636,2005334
27073,MN,2,667,11459231
27073,MN,3,744,27027525
27073,MN,4,454,27870443
27073,MN,5,239,20465341
27073,MN,6,150,20060433
27073,MN,7,32,12119137
27073,MN,8,0,0
27075,MN,1,288,1365171
27075,MN,2,345,5948205
27075,MN,3,334,12146762
27075,MN,4,227,14189535
27075,MN,5,156,13445725
27075,MN,6,99,12871072
27075,MN,7,0,0
27075,MN,8,0,0
27077,MN,1,392,644094
27077,MN,2,490,8353572
27077,MN,3,491,17684084
27077,MN,4,262,15842592
27077,MN,5,123,10439909
27077,MN,6,88,11999350
27077,MN,7,15,4515243
27077,MN,8,0,0
27079,MN,1,580,1683602
27079,MN,2,643,11309672
27079,MN,3,900,32712480
27079,MN,4,612,37687822
27079,MN,5,385,33190183
27079,MN,6,285,39444845
27079,MN,7,33,14292946
27079,MN,8,0,0
27081,MN,1,131,308060
27081,MN,2,147,2590462
27081,MN,3,160,5870508
27081,MN,4,73,4462568
27081,MN,5,51,4383395
27081,MN,6,42,5293163
27081,MN,7,10,3174596
27081,MN,8,0,0
27083,MN,1,356,1499749
27083,MN,2,367,6381093
27083,MN,3,442,16122809
27083,MN,4,321,19871164
27083,MN,5,194,16671614
27083,MN,6,137,18837264
27083,MN,7,34,15390208
27083,MN,8,0,0
27085,MN,1,826,2070286
27085,MN,2,812,14009876
27085,MN,3,1119,40866742
27085,MN,4,818,50963126
27085,MN,5,558,48048461
27085,MN,6,401,52522935
27085,MN,7,44,16501873
27085,MN,8,0,0
27089,MN,1,573,1348549
27089,MN,2,678,11762567
27089,MN,3,782,28096053
27089,MN,4,468,29089868
27089,MN,5,248,21400782
27089,MN,6,167,24447261
27089,MN,7,11,4684297
27089,MN,8,0,0
27091,MN,1,2872,10477914
27091,MN,2,2899,50320288
27091,MN,3,3116,112260522
27091,MN,4,1985,122490241
27091,MN,5,1004,86135667
27091,MN,6,845,113264044
27091,MN,7,198,94426576
27091,MN,8,0,0
27093,MN,1,1398,4076211
27093,MN,2,1502,26166042
27093,MN,3,1813,65948302
27093,MN,4,1208,74966212
27093,MN,5,706,60342416
27093,MN,6,430,54325513
27093,MN,7,104,35349659
27093,MN,8,0,0
27095,MN,1,943,2732226
27095,MN,2,1215,20873441
27095,MN,3,1296,47424382
27095,MN,4,800,49037076
27095,MN,5,382,32971255
27095,MN,6,260,33994632
27095,MN,7,15,4773430
27095,MN,8,0,0
27097,MN,1,4143,10578929
27097,MN,2,4656,80446521
27097,MN,3,5336,192948390
27097,MN,4,3159,194345972
27097,MN,5,1665,143042042
27097,MN,6,981,127082049
27097,MN,7,134,54364722
27097,MN,8,0,0
27099,MN,1,3900,15293503
27099,MN,2,4485,77833873
27099,MN,3,5700,201496429
27099,MN,4,3017,186269526
27099,MN,5,1717,147486880
27099,MN,6,1343,184073255
27099,MN,7,257,108893575
27099,MN,8,0,0
27101,MN,1,711,2486304
27101,MN,2,796,13644286
27101,MN,3,981,35409637
27101,MN,4,642,39722834
27101,MN,5,353,30341121
27101,MN,6,282,38591490
27101,MN,7,27,11017243
27101,MN,8,0,0
27103,MN,1,8902,35646612
27103,MN,2,9114,155911320
27103,MN,3,9930,359782219
27103,MN,4,6231,385540720
27103,MN,5,3937,338484880
27103,MN,6,3135,402093745
27103,MN,7,745,345872724
27103,MN,8,0,0
27105,MN,1,2169,8468666
27105,MN,2,2355,40850495
27105,MN,3,3155,111786680
27105,MN,4,1602,98824192
27105,MN,5,787,67337175
27105,MN,6,598,82065796
27105,MN,7,114,39306204
27105,MN,8,0,0
27107,MN,1,996,3154723
27107,MN,2,1140,19897620
27107,MN,3,1197,43393699
27107,MN,4,622,38288925
27107,MN,5,326,27981611
27107,MN,6,237,37934372
27107,MN,7,15,5419283
27107,MN,8,0,0
27109,MN,1,11261,43224958
27109,MN,2,12177,211808900
27109,MN,3,15054,549835308
27109,MN,4,10283,636138633
27109,MN,5,7338,635637315
27109,MN,6,8231,1076689760
27109,MN,7,2133,801730570
27109,MN,8,0,0
27111,MN,1,8576,29423454
27111,MN,2,9091,156144832
27111,MN,3,9375,340068639
27111,MN,4,5915,364189951
27111,MN,5,3314,284699862
27111,MN,6,2556,346364020
27111,MN,7,535,232082580
27111,MN,8,0,0
27113,MN,1,1248,5392147
27113,MN,2,1580,27995088
27113,MN,3,1773,62502789
27113,MN,4,1032,63892645
27113,MN,5,538,45940641
27113,MN,6,361,45742973
27113,MN,7,92,53237668
27113,MN,8,0,0
27115,MN,1,4633,15834056
27115,MN,2,5421,93339698
27115,MN,3,5901,215380771
27115,MN,4,3433,211442792
27115,MN,5,1878,161178745
27115,MN,6,1208,157630601
27115,MN,7,100,36545278
27115,MN,8,0,0
27117,MN,1,176,121397
27117,MN,2,211,3608361
27117,MN,3,244,8576434
27117,MN,4,130,8041138
27117,MN,5,81,7005053
27117,MN,6,54,7936723
27117,MN,7,0,0
27117,MN,8,0,0
27119,MN,1,3527,13234643
27119,MN,2,3695,63231012
27119,MN,3,4037,145244444
27119,MN,4,2513,155531389
27119,MN,5,1539,132505965
27119,MN,6,1116,146154571
27119,MN,7,201,72194242
27119,MN,8,0,0
27121,MN,1,3465,11637438
27121,MN,2,3656,62475632
27121,MN,3,3920,142712094
27121,MN,4,2500,154175687
27121,MN,5,1494,128296749
27121,MN,6,1301,171493598
27121,MN,7,374,212863472
27121,MN,8,0,0
27123,MN,1,42084,169676981
27123,MN,2,46900,813311974
27123,MN,3,60415,2187119932
27123,MN,4,32681,2007225214
27123,MN,5,19930,1722748028
27123,MN,6,23552,3116701521
27123,MN,7,6678,3055956389
27123,MN,8,0,0
27125,MN,1,452,1552307
27125,MN,2,500,8649089
27125,MN,3,627,22752322
27125,MN,4,434,26618404
27125,MN,5,218,18835597
27125,MN,6,111,14500534
27125,MN,7,15,10089142
27125,MN,8,0,0
27127,MN,1,3459,12690120
27127,MN,2,3560,61944164
27127,MN,3,3819,138746834
27127,MN,4,2529,156360217
27127,MN,5,1473,126395439
27127,MN,6,1208,165523459
27127,MN,7,236,92566506
27127,MN,8,0,0
27129,MN,1,3917,14639652
27129,MN,2,3984,69202369
27129,MN,3,4870,177302340
27129,MN,4,3223,198665979
27129,MN,5,1938,167075233
27129,MN,6,1450,189141808
27129,MN,7,295,146186412
27129,MN,8,0,0
27131,MN,1,3058,10090720
27131,MN,2,2653,45596325
27131,MN,3,3601,132604856
27131,MN,4,2757,171181974
27131,MN,5,1882,163152985
27131,MN,6,1990,259075002
27131,MN,7,338,132900617
27131,MN,8,0,0
27133,MN,1,1748,5667689
27133,MN,2,1802,31136603
27133,MN,3,2173,78763201
27133,MN,4,1332,82228238
27133,MN,5,711,60990988
27133,MN,6,507,67405751
27133,MN,7,116,40736354
27133,MN,8,0,0
27135,MN,1,1543,3641095
27135,MN,2,1491,25999226
27135,MN,3,2330,82786463
27135,MN,4,1344,83227967
27135,MN,5,614,52178388
27135,MN,6,360,46747798
27135,MN,7,67,57496042
27135,MN,8,0,0
27137,MN,1,20475,85036061
27137,MN,2,24224,414403214
27137,MN,3,24549,888324154
27137,MN,4,15874,981391176
27137,MN,5,10153,875664848
27137,MN,6,8248,1057977149
27137,MN,7,1500,650317764
27137,MN,8,0,0
27139,MN,1,16702,58113521
27139,MN,2,14556,251800795
27139,MN,3,20753,764647378
27139,MN,4,14620,906269248
27139,MN,5,12133,1055094517
27139,MN,6,18071,2423071159
27139,MN,7,4239,1786985713
27139,MN,8,0,0
27141,MN,1,8354,31355890
27141,MN,2,8757,150101565
27141,MN,3,10553,387202592
27141,MN,4,7924,491867565
27141,MN,5,5426,468388251
27141,MN,6,4465,561367384
27141,MN,7,591,258890349
27141,MN,8,0,0
27143,MN,1,3908,11304536
27143,MN,2,4138,72228444
27143,MN,3,5584,203699299
27143,MN,4,3800,235125371
27143,MN,5,2302,198241960
27143,MN,6,1636,209842807
27143,MN,7,187,66975741
27143,MN,8,0,0
27145,MN,1,13538,47361861
27145,MN,2,14222,245074167
27145,MN,3,16906,608664659
27145,MN,4,10691,661331185
27145,MN,5,6369,548274672
27145,MN,6,5166,669827728
27145,MN,7,1198,636072687
27145,MN,8,0,0
27147,MN,1,6321,24834636
27147,MN,2,6836,118017280
27147,MN,3,8689,315833451
27147,MN,4,5585,346137001
27147,MN,5,3669,316189104
27147,MN,6,2747,350227032
27147,MN,7,464,183264278
27147,MN,8,0,0
27149,MN,1,754,2474419
27149,MN,2,695,11843789
27149,MN,3,816,30038623
27149,MN,4,542,33574917
27149,MN,5,369,31655690
27149,MN,6,245,31582900
27149,MN,7,67,38779371
27149,MN,8,0,0
27151,MN,1,1206,3763072
27151,MN,2,1203,20985815
27151,MN,3,1567,57043130
27151,MN,4,896,55411449
27151,MN,5,538,46151416
27151,MN,6,350,48256438
27151,MN,7,70,26090297
27151,MN,8,0,0
27153,MN,1,3822,9124302
27153,MN,2,4214,72625835
27153,MN,3,4689,169379218
27153,MN,4,2696,165576203
27153,MN,5,1309,111913345
27153,MN,6,769,103848645
27153,MN,7,140,60274186
27153,MN,8,0,0
27155,MN,1,509,1515020
27155,MN,2,521,8930340
27155,MN,3,532,19195029
27155,MN,4,350,21503677
27155,MN,5,223,19175351
27155,MN,6,179,30453774
27155,MN,7,22,6726523
27155,MN,8,0,0
27157,MN,1,4082,13412468
27157,MN,2,3831,65785428
27157,MN,3,4470,163072543
27157,MN,4,3130,193870368
27157,MN,5,2272,196877786
27157,MN,6,2669,356739541
27157,MN,7,675,235602508
27157,MN,8,0,0
27159,MN,1,3186,8574017
27159,MN,2,3722,64588530
27159,MN,3,3445,123701632
27159,MN,4,1931,118233697
27159,MN,5,894,76340621
27159,MN,6,597,77118607
27159,MN,7,154,62207844
27159,MN,8,0,0
27161,MN,1,3272,10360737
27161,MN,2,3611,63290242
27161,MN,3,4461,162919248
27161,MN,4,2895,179006982
27161,MN,5,1738,149381219
27161,MN,6,1188,156195443
27161,MN,7,236,97362178
27161,MN,8,0,0
27163,MN,1,33067,124974960
27163,MN,2,31230,538090975
27163,MN,3,42224,1550337648
27163,MN,4,30068,1862675974
27163,MN,5,23105,2007920729
27163,MN,6,30639,4067375625
27163,MN,7,8031,3462532821
27163,MN,8,0,0
27165,MN,1,1548,4914346
27165,MN,2,1816,31742414
27165,MN,3,2219,80114768
27165,MN,4,1299,80076281
27165,MN,5,680,58286809
27165,MN,6,446,58711537
27165,MN,7,101,38579420
27165,MN,8,0,0
27167,MN,1,790,3031170
27167,MN,2,874,15218206
27167,MN,3,1117,40809921
27167,MN,4,770,47631080
27167,MN,5,451,38874961
27167,MN,6,349,46887946
27167,MN,7,51,18653216
27167,MN,8,0,0
27169,MN,1,6686,20883432
27169,MN,2,7066,122952978
27169,MN,3,8016,288805976
27169,MN,4,5117,317219115
27169,MN,5,3245,279663809
27169,MN,6,2469,314808964
27169,MN,7,443,278129496
27169,MN,8,0,0
27171,MN,1,14630,50842666
27171,MN,2,13784,237670423
27171,MN,3,18617,685946309
27171,MN,4,14522,901350040
27171,MN,5,11193,970707978
27171,MN,6,11738,1519711928
27171,MN,7,1817,782069503
27171,MN,8,0,0
27173,MN,1,2853,10143320
27173,MN,2,3092,53729270
27173,MN,3,3565,129183703
27173,MN,4,2287,140126560
27173,MN,5,1242,106748112
27173,MN,6,852,115060674
27173,MN,7,149,60090335
27173,MN,8,0,0
28001,MS,1,272,412189
28001,MS,2,378,6429263
28001,MS,3,313,11030770
28001,MS,4,143,8830964
28001,MS,5,60,5165125
28001,MS,6,94,13687744
28001,MS,7,59,36725762
28001,MS,8,0,0
28003,MS,1,2384,10143927
28003,MS,2,3285,55895518
28003,MS,3,2641,94475817
28003,MS,4,1379,84379701
28003,MS,5,688,59082207
28003,MS,6,567,73200504
28003,MS,7,168,75564288
28003,MS,8,0,0
28005,MS,1,487,2234593
28005,MS,2,657,11425074
28005,MS,3,479,17110898
28005,MS,4,226,13920955
28005,MS,5,128,10975386
28005,MS,6,112,14592928
28005,MS,7,14,4581389
28005,MS,8,0,0
28007,MS,1,104,408065
28007,MS,2,174,2963184
28007,MS,3,154,5533506
28007,MS,4,70,4262734
28007,MS,5,19,1624185
28007,MS,6,13,1648807
28007,MS,7,0,0
28007,MS,8,0,0
28009,MS,1,92,439720
28009,MS,2,175,3074328
28009,MS,3,111,3868217
28009,MS,4,29,1690461
28009,MS,5,15,1296489
28009,MS,6,11,2202305
28009,MS,7,0,0
28009,MS,8,0,0
28011,MS,1,938,4573991
28011,MS,2,1602,26614093
28011,MS,3,932,31600189
28011,MS,4,257,15522939
28011,MS,5,147,12727218
28011,MS,6,150,25207619
28011,MS,7,12,4491501
28011,MS,8,0,0
28013,MS,1,69,287417
28013,MS,2,135,2366222
28013,MS,3,108,3779878
28013,MS,4,47,2858873
28013,MS,5,21,1974449
28013,MS,6,0,0
28013,MS,7,0,0
28013,MS,8,0,0
28015,MS,1,414,1324311
28015,MS,2,715,12451452
28015,MS,3,661,23839233
28015,MS,4,290,17569199
28015,MS,5,181,15559222
28015,MS,6,142,19034427
28015,MS,7,11,3864841
28015,MS,8,0,0
28017,MS,1,941,4060330
28017,MS,2,1624,28153985
28017,MS,3,1242,42740227
28017,MS,4,444,27262477
28017,MS,5,202,17312417
28017,MS,6,118,15853738
28017,MS,7,35,22018427
28017,MS,8,0,0
28019,MS,1,332,1483521
28019,MS,2,507,8623397
28019,MS,3,351,12524490
28019,MS,4,196,12072071
28019,MS,5,118,10033754
28019,MS,6,86,11665314
28019,MS,7,0,0
28019,MS,8,0,0
28021,MS,1,409,1999454
28021,MS,2,1161,18672246
28021,MS,3,602,21154957
28021,MS,4,202,12028198
28021,MS,5,88,7585126
28021,MS,6,77,9899080
28021,MS,7,16,6043927
28021,MS,8,0,0
28023,MS,1,720,2924693
28023,MS,2,1141,19281987
28023,MS,3,852,30122113
28023,MS,4,473,28865551
28023,MS,5,229,19464103
28023,MS,6,186,24226069
28023,MS,7,21,6477027
28023,MS,8,0,0
28025,MS,1,291,1255625
28025,MS,2,440,7799482
28025,MS,3,359,12516592
28025,MS,4,159,9680236
28025,MS,5,61,5215988
28025,MS,6,32,4486355
28025,MS,7,0,0
28025,MS,8,0,0
28027,MS,1,2084,10321100
28027,MS,2,3582,60279094
28027,MS,3,1969,67447279
28027,MS,4,547,33951118
28027,MS,5,295,25616906
28027,MS,6,320,43492815
28027,MS,7,102,44328990
28027,MS,8,0,0
28029,MS,1,84,309880
28029,MS,2,113,2018346
28029,MS,3,87,3011969
28029,MS,4,28,1668498
28029,MS,5,11,987319
28029,MS,6,11,1760100
28029,MS,7,0,0
28029,MS,8,0,0
28031,MS,1,737,3030954
28031,MS,2,1444,24355989
28031,MS,3,921,32298081
28031,MS,4,434,26520367
28031,MS,5,181,15558965
28031,MS,6,162,20639005
28031,MS,7,42,16349979
28031,MS,8,0,0
28033,MS,1,7829,32586369
28033,MS,2,11368,195774678
28033,MS,3,13227,477638959
28033,MS,4,7084,435157330
28033,MS,5,4492,387641318
28033,MS,6,3856,492126092
28033,MS,7,490,207947251
28033,MS,8,0,0
28035,MS,1,408,1384835
28035,MS,2,505,8648981
28035,MS,3,398,14553023
28035,MS,4,144,8832943
28035,MS,5,76,6525115
28035,MS,6,101,13697924
28035,MS,7,88,56256334
28035,MS,8,0,0
28037,MS,1,300,1166214
28037,MS,2,485,8157398
28037,MS,3,420,15317211
28037,MS,4,187,11601660
28037,MS,5,132,11311504
28037,MS,6,98,12637592
28037,MS,7,13,3410287
28037,MS,8,0,0
28041,MS,1,262,956391
28041,MS,2,417,6966339
28041,MS,3,379,14021455
28041,MS,4,252,15665084
28041,MS,5,138,11815793
28041,MS,6,135,18468993
28041,MS,7,0,0
28041,MS,8,0,0
28045,MS,1,3133,1625499
28045,MS,2,3568,60740485
28045,MS,3,3045,109347204
28045,MS,4,1830,112859212
28045,MS,5,1151,99558810
28045,MS,6,1146,149380470
28045,MS,7,203,95865433
28045,MS,8,0,0
28047,MS,1,12711,44378524
28047,MS,2,19483,334287483
28047,MS,3,16946,604608744
28047,MS,4,7499,458956177
28047,MS,5,3993,343221892
28047,MS,6,3752,489666134
28047,MS,7,1015,520970956
28047,MS,8,0,0
28049,MS,1,18815,88329835
28049,MS,2,32740,549184447
28049,MS,3,23166,815483492
28049,MS,4,9453,577724757
28049,MS,5,5210,450074518
28049,MS,6,5385,718449332
28049,MS,7,2022,1138258753
28049,MS,8,0,0
28051,MS,1,791,3601396
28051,MS,2,1784,29737423
28051,MS,3,710,24299393
28051,MS,4,246,14906114
28051,MS,5,113,10164770
28051,MS,6,81,11470129
28051,MS,7,0,0
28051,MS,8,0,0
28057,MS,1,99,476521
28057,MS,2,148,2528517
28057,MS,3,127,4490769
28057,MS,4,73,4425854
28057,MS,5,30,2526997
28057,MS,6,18,2601198
28057,MS,7,0,0
28057,MS,8,0,0
28059,MS,1,13930,51701933
28059,MS,2,19533,334204817
28059,MS,3,19193,698594820
28059,MS,4,11708,720371621
28059,MS,5,6760,584386543
28059,MS,6,6245,806662275
28059,MS,7,1222,538523940
28059,MS,8,0,0
28061,MS,1,424,1610125
28061,MS,2,676,11553462
28061,MS,3,627,22296195
28061,MS,4,262,16083754
28061,MS,5,143,12476204
28061,MS,6,99,13294797
28061,MS,7,13,6302568
28061,MS,8,0,0
28063,MS,1,3568,16244023
28063,MS,2,5911,98335815
28063,MS,3,3815,133803880
28063,MS,4,1575,95480192
28063,MS,5,729,62967270
28063,MS,6,661,87614054
28063,MS,7,201,105801675
28063,MS,8,0,0
28065,MS,1,735,3066543
28065,MS,2,1231,20920953
28065,MS,3,693,24206155
28065,MS,4,272,16907669
28065,MS,5,138,11645977
28065,MS,6,128,16979691
28065,MS,7,15,4506002
28065,MS,8,0,0
28067,MS,1,3591,15447685
28067,MS,2,5473,94197330
28067,MS,3,4447,156976614
28067,MS,4,1925,117492361
28067,MS,5,1045,89884555
28067,MS,6,903,120846390
28067,MS,7,232,125719879
28067,MS,8,0,0
28069,MS,1,714,2780633
28069,MS,2,1157,19946251
28069,MS,3,726,25043324
28069,MS,4,230,13950393
28069,MS,5,100,8675656
28069,MS,6,87,10928660
28069,MS,7,13,3633111
28069,MS,8,0,0
28071,MS,1,851,3567196
28071,MS,2,1195,20364837
28071,MS,3,930,32740343
28071,MS,4,328,19885752
28071,MS,5,197,16914619
28071,MS,6,142,18971733
28071,MS,7,22,7373520
28071,MS,8,0,0
28073,MS,1,7832,34905740
28073,MS,2,10873,183316561
28073,MS,3,8128,289789341
28073,MS,4,3958,243966154
28073,MS,5,2400,207088067
28073,MS,6,2734,359120801
28073,MS,7,931,420942989
28073,MS,8,0,0
28075,MS,1,6355,28460203
28075,MS,2,9433,159392429
28075,MS,3,6993,247991031
28075,MS,4,3295,201833076
28075,MS,5,1918,165465384
28075,MS,6,1832,236665388
28075,MS,7,514,255575993
28075,MS,8,0,0
28077,MS,1,321,1383110
28077,MS,2,465,7881897
28077,MS,3,332,11794759
28077,MS,4,164,10134557
28077,MS,5,94,8206774
28077,MS,6,85,11886149
28077,MS,7,0,0
28077,MS,8,0,0
28079,MS,1,203,967638
28079,MS,2,462,7718056
28079,MS,3,272,9536641
28079,MS,4,106,6493247
28079,MS,5,49,4142009
28079,MS,6,34,4602066
28079,MS,7,0,0
28079,MS,8,0,0
28081,MS,1,3079,13060240
28081,MS,2,4497,77283633
28081,MS,3,4156,147495589
28081,MS,4,2252,138180221
28081,MS,5,1164,99985063
28081,MS,6,995,130760884
28081,MS,7,177,84711716
28081,MS,8,0,0
28083,MS,1,2628,12539723
28083,MS,2,4727,80256593
28083,MS,3,2594,89172060
28083,MS,4,942,57730447
28083,MS,5,487,42197688
28083,MS,6,489,76748344
28083,MS,7,156,67377128
28083,MS,8,0,0
28085,MS,1,4918,20580448
28085,MS,2,7213,122981226
28085,MS,3,5821,206662276
28085,MS,4,2945,180594913
28085,MS,5,1631,140527345
28085,MS,6,1472,192261457
28085,MS,7,264,98599440
28085,MS,8,0,0
28087,MS,1,5197,21013814
28087,MS,2,6483,108791876
28087,MS,3,5063,181677992
28087,MS,4,2575,157593849
28087,MS,5,1487,128355726
28087,MS,6,1404,181924053
28087,MS,7,368,178116222
28087,MS,8,0,0
28089,MS,1,10102,38998432
28089,MS,2,14972,252557669
28089,MS,3,11555,410859357
28089,MS,4,5657,347416134
28089,MS,5,3951,342972241
28089,MS,6,5729,770737374
28089,MS,7,2391,1276201418
28089,MS,8,0,0
28091,MS,1,2311,9863845
28091,MS,2,3841,63871867
28091,MS,3,2644,94824553
28091,MS,4,1459,89471415
28091,MS,5,784,67630735
28091,MS,6,779,103456423
28091,MS,7,171,82384988
28091,MS,8,0,0
28093,MS,1,5303,21071504
28093,MS,2,6720,115584060
28093,MS,3,7671,277742683
28093,MS,4,4607,284305118
28093,MS,5,3011,260939756
28093,MS,6,3189,413589041
28093,MS,7,447,151906016
28093,MS,8,0,0
28095,MS,1,5474,23537303
28095,MS,2,7867,133432962
28095,MS,3,6273,221854177
28095,MS,4,2977,182715213
28095,MS,5,1613,139160626
28095,MS,6,1097,143340147
28095,MS,7,224,112005553
28095,MS,8,0,0
28097,MS,1,1116,5006844
28097,MS,2,1680,28572086
28097,MS,3,1211,43151815
28097,MS,4,509,31040719
28097,MS,5,245,21083201
28097,MS,6,218,29072204
28097,MS,7,23,7673468
28097,MS,8,0,0
28099,MS,1,1250,4300806
28099,MS,2,2090,36315222
28099,MS,3,1521,54086236
28099,MS,4,711,43344569
28099,MS,5,320,27330132
28099,MS,6,305,38445514
28099,MS,7,52,18160361
28099,MS,8,0,0
28101,MS,1,1890,7544700
28101,MS,2,3037,52751958
28101,MS,3,2583,92280831
28101,MS,4,1462,90164389
28101,MS,5,810,70039951
28101,MS,6,666,87907551
28101,MS,7,65,29076394
28101,MS,8,0,0
28103,MS,1,194,253825
28103,MS,2,247,4192427
28103,MS,3,140,4785626
28103,MS,4,42,2543076
28103,MS,5,16,1397274
28103,MS,6,12,1951311
28103,MS,7,0,0
28103,MS,8,0,0
28105,MS,1,4615,18849200
28105,MS,2,5286,88562430
28105,MS,3,3512,124541439
28105,MS,4,1634,100564324
28105,MS,5,1149,99778094
28105,MS,6,1373,183705860
28105,MS,7,287,116550955
28105,MS,8,0,0
28107,MS,1,1056,4940516
