FIPS,State,County,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016"
29051, Missouri,Cole ,75990,76387,76371,76648,76583,76780,76631
29053, Missouri,Cooper ,17601,17571,17534,17631,17572,17616,17712
29055, Missouri,Crawford ,24696,24826,24779,24535,24621,24487,24302
29057, Missouri,Dade ,7883,7770,7561,7546,7616,7596,7631
29059, Missouri,Dallas ,16777,16768,16781,16503,16395,16413,16448
29061, Missouri,Daviess ,8433,8307,8268,8266,8292,8252,8209
29063, Missouri,DeKalb ,12892,12916,12875,12739,12659,12645,12613
29065, Missouri,Dent ,15657,15568,15617,15692,15577,15616,15387
29067, Missouri,Douglas ,13684,13626,13594,13465,13546,13372,13358
29069, Missouri,Dunklin ,31953,32024,31860,31725,31358,30877,30535
29071, Missouri,Franklin ,101492,101615,101335,101733,102029,102382,102838
29073, Missouri,Gasconade ,15222,15109,14985,14888,14870,14826,14808
29075, Missouri,Gentry ,6738,6828,6803,6777,6798,6685,6661
29077, Missouri,Greene ,275174,277402,280729,284012,285889,287924,288690
29079, Missouri,Grundy ,10261,10265,10343,10377,10209,10062,10165
29081, Missouri,Harrison ,8957,8901,8734,8718,8624,8613,8556
29083, Missouri,Henry ,22272,22210,22170,22081,22060,21743,21594
29085, Missouri,Hickory ,9627,9580,9388,9269,9218,9193,9269
29087, Missouri,Holt ,4912,4836,4663,4583,4518,4471,4448
29089, Missouri,Howard ,10144,10207,10189,10236,10136,10123,10058
29091, Missouri,Howell ,40400,40609,40580,40234,40168,40135,40210
29093, Missouri,Iron ,10630,10484,10419,10329,10230,10099,10022
29095, Missouri,Jackson ,674158,675185,677321,679717,683001,686373,691801
29097, Missouri,Jasper ,117404,117839,115406,116455,117533,118376,119111
29099, Missouri,Jefferson ,218733,219724,220185,221288,222660,223908,224226
29101, Missouri,Johnson ,52595,53457,54465,54483,54382,53874,53942
29103, Missouri,Knox ,4131,4114,4089,4069,3992,3899,3934
29105, Missouri,Laclede ,35571,35590,35420,35637,35493,35487,35490
29107, Missouri,Lafayette ,33381,33239,33108,32875,32663,32679,32618
29109, Missouri,Lawrence ,38634,38469,38380,38120,37997,38144,38381
29111, Missouri,Lewis ,10211,10238,10159,10136,10116,10186,10134
29113, Missouri,Lincoln ,52566,53101,53348,53868,54272,54675,55267
29115, Missouri,Linn ,12761,12573,12481,12333,12323,12293,12164
29117, Missouri,Livingston ,15195,15134,15055,14914,15073,15010,15235
29119, Missouri,McDonald ,23083,22875,22931,22604,22796,22648,22620
29121, Missouri,Macon ,15566,15480,15552,15488,15463,15321,15170
29123, Missouri,Madison ,12226,12323,12464,12391,12346,12369,12443
29125, Missouri,Maries ,9176,9216,9053,9070,8998,8958,8858
29127, Missouri,Marion ,28781,28788,28806,28858,28870,28862,28894
29129, Missouri,Mercer ,3785,3784,3719,3683,3709,3702,3699
29131, Missouri,Miller ,24748,24825,24716,25005,25053,25076,25206
29133, Missouri,Mississippi ,14358,14250,14298,14233,14205,14023,13799
29135, Missouri,Moniteau ,15607,15696,15673,15759,15835,15913,16018
29137, Missouri,Monroe ,8840,8679,8677,8733,8683,8560,8558
29139, Missouri,Montgomery ,12236,12228,12021,11941,11820,11699,11620
29141, Missouri,Morgan ,20565,20391,20136,20210,20194,20158,20213
29143, Missouri,New Madrid ,18956,18802,18493,18332,18236,18167,17915
29145, Missouri,Newton ,58114,58828,59071,58783,58592,58567,58694
29147, Missouri,Nodaway ,23370,23430,23377,23225,23081,22776,22670
29149, Missouri,Oregon ,10881,11070,11007,10993,10884,10936,10789
29151, Missouri,Osage ,13878,13921,13864,13690,13675,13626,13664
29153, Missouri,Ozark ,9723,9648,9612,9531,9465,9407,9237
29155, Missouri,Pemiscot ,18296,18208,18106,17786,17587,17442,17073
29157, Missouri,Perry ,18971,18919,19042,19113,19190,19130,19285
29159, Missouri,Pettis ,42201,42133,42280,42163,42129,42182,42213
29161, Missouri,Phelps ,45156,45185,45201,44915,44833,44610,44608
29163, Missouri,Pike ,18516,18637,18530,18577,18475,18354,18438
29165, Missouri,Platte ,89322,90802,92153,93333,94837,96217,98309
29167, Missouri,Polk ,31137,31196,31078,30994,31025,31183,31285
29169, Missouri,Pulaski ,52274,53273,53412,53783,53505,53156,52654
29171, Missouri,Putnam ,4979,4964,4941,4884,4844,4863,4853
29173, Missouri,Ralls ,10167,10303,10265,10180,10278,10177,10224
29175, Missouri,Randolph ,25414,25258,25313,24941,25071,25090,24989
29177, Missouri,Ray ,23494,23319,23063,23029,22943,22815,22754
29179, Missouri,Reynolds ,6696,6682,6663,6583,6530,6418,6455
29181, Missouri,Ripley ,14100,14147,14043,14028,13979,13811,13817
29183, Missouri,St. Charles ,360485,365262,369102,374196,379894,385171,390918
29185, Missouri,St. Clair ,9805,9707,9522,9508,9467,9450,9272
29186, Missouri,Ste. Genevieve ,18145,18229,17859,17941,17960,17895,18030
29187, Missouri,St. Francois ,65359,65575,65856,66229,65993,66446,66627
29189, Missouri,St. Louis ,998954,998999,1000530,1000778,1001207,1001705,998581
29195, Missouri,Saline ,23370,23327,23473,23227,23279,23109,22980
29197, Missouri,Schuyler ,4431,4391,4390,4365,4398,4434,4394
29199, Missouri,Scotland ,4843,4848,4889,4919,4865,4859,4932
29201, Missouri,Scott ,39191,39127,39138,39205,38878,39004,38745
29203, Missouri,Shannon ,8441,8420,8324,8271,8286,8233,8168
29205, Missouri,Shelby ,6373,6246,6238,6163,6126,6132,6082
29207, Missouri,Stoddard ,29968,29850,29843,29855,29867,29786,29588
29209, Missouri,Stone ,32202,31862,31619,31334,31084,30902,31047
29211, Missouri,Sullivan ,6714,6674,6559,6484,6453,6323,6262
29213, Missouri,Taney ,51675,52636,52939,53295,53961,54333,54735
29215, Missouri,Texas ,26008,25937,25757,25639,25628,25651,25775
29217, Missouri,Vernon ,21159,20989,20783,20908,20963,20803,20723
29219, Missouri,Warren ,32513,32625,32791,33038,33273,33545,33802
29221, Missouri,Washington ,25195,25104,25108,25165,25105,24795,24839
29223, Missouri,Wayne ,13521,13385,13378,13422,13393,13373,13139
29225, Missouri,Webster ,36202,36311,36343,36492,36906,37526,38106
29227, Missouri,Worth ,2171,2130,2084,2085,2061,2051,2024
29229, Missouri,Wright ,18815,18643,18620,18430,18298,18257,18286
29510, Missouri,St. Louis city,319294,319144,319085,317947,316840,314875,311404
30001, Montana,Beaverhead ,9246,9203,9353,9276,9294,9261,9401
30003, Montana,Big Horn ,12865,13053,13003,13122,13347,13256,13343
30005, Montana,Blaine ,6491,6568,6650,6577,6630,6587,6601
30007, Montana,Broadwater ,5612,5720,5742,5665,5629,5679,5747
30009, Montana,Carbon ,10078,10082,10122,10314,10417,10388,10460
30011, Montana,Carter ,1160,1142,1175,1164,1170,1171,1203
30013, Montana,Cascade ,81327,81784,81767,82367,82236,82118,81755
30015, Montana,Chouteau ,5813,5809,5933,5853,5884,5757,5759
30017, Montana,Custer ,11699,11761,11836,11918,12073,12147,11924
30019, Montana,Daniels ,1751,1777,1785,1792,1808,1763,1755
30021, Montana,Dawson ,8966,9023,9252,9404,9547,9625,9327
30023, Montana,Deer Lodge ,9298,9267,9224,9283,9140,9148,9085
30025, Montana,Fallon ,2890,2930,3026,3045,3109,3184,3120
30027, Montana,Fergus ,11586,11506,11450,11513,11385,11384,11413
30029, Montana,Flathead ,90928,91190,91617,92975,94728,96079,98082
30031, Montana,Gallatin ,89513,91353,92595,94637,97322,100736,104502
30033, Montana,Garfield ,1206,1276,1263,1279,1300,1312,1310
30035, Montana,Glacier ,13399,13576,13663,13785,13698,13634,13694
30037, Montana,Golden Valley ,884,841,844,859,853,830,831
30039, Montana,Granite ,3079,3141,3108,3134,3213,3239,3368
30041, Montana,Hill ,16096,16407,16430,16597,16558,16518,16542
30043, Montana,Jefferson ,11406,11436,11395,11512,11572,11671,11853
30045, Montana,Judith Basin ,2072,2033,2024,2016,1994,1931,1940
30047, Montana,Lake ,28746,29030,29036,29097,29200,29466,29758
30049, Montana,Lewis and Clark ,63395,64263,64859,65365,65961,66479,67282
30051, Montana,Liberty ,2339,2385,2397,2372,2356,2401,2409
30053, Montana,Lincoln ,19687,19614,19483,19414,19138,19047,19259
30055, Montana,McCone ,1734,1710,1699,1707,1703,1683,1700
30057, Montana,Madison ,7691,7686,7718,7695,7804,7911,7924
30059, Montana,Meagher ,1891,1892,1903,1918,1857,1818,1827
30061, Montana,Mineral ,4223,4256,4173,4272,4242,4244,4184
30063, Montana,Missoula ,109299,110169,111092,111707,112595,113982,116130
30065, Montana,Musselshell ,4538,4744,4679,4640,4602,4578,4589
30067, Montana,Park ,15636,15509,15587,15658,15877,15981,16114
30069, Montana,Petroleum ,494,490,508,504,487,473,489
30071, Montana,Phillips ,4253,4201,4123,4164,4176,4155,4133
30073, Montana,Pondera ,6153,6210,6182,6237,6181,6148,6084
30075, Montana,Powder River ,1743,1755,1763,1756,1783,1780,1746
30077, Montana,Powell ,7027,7079,7088,6963,6901,6831,6858
30079, Montana,Prairie ,1179,1155,1155,1172,1139,1163,1182
30081, Montana,Ravalli ,40212,40392,40622,40741,40905,41295,42088
30083, Montana,Richland ,9746,10146,10801,11179,11560,11938,11482
30085, Montana,Roosevelt ,10425,10530,10889,11121,11334,11500,11305
30087, Montana,Rosebud ,9233,9351,9379,9322,9347,9403,9287
30089, Montana,Sanders ,11413,11374,11376,11328,11319,11316,11534
30091, Montana,Sheridan ,3384,3440,3579,3654,3683,3691,3648
30093, Montana,Silver Bow ,34200,34380,34470,34507,34693,34579,34553
30095, Montana,Stillwater ,9117,9173,9209,9315,9298,9483,9406
30097, Montana,Sweet Grass ,3651,3594,3596,3672,3656,3624,3623
30099, Montana,Teton ,6073,6082,6072,6062,6048,6095,6056
30101, Montana,Toole ,5324,5168,5235,5129,5130,5099,4977
30103, Montana,Treasure ,718,720,732,700,693,695,692
30105, Montana,Valley ,7369,7472,7493,7616,7608,7626,7539
30107, Montana,Wheatland ,2168,2140,2099,2132,2094,2104,2117
30109, Montana,Wibaux ,1017,988,1055,1126,1121,1121,1093
30111, Montana,Yellowstone ,147972,149845,151887,153982,155469,156946,158437
31001, Nebraska,Adams ,31364,31234,31390,31590,31433,31585,31684
31003, Nebraska,Antelope ,6685,6628,6528,6451,6401,6398,6329
31005, Nebraska,Arthur ,460,469,481,454,454,457,469
31007, Nebraska,Banner ,690,736,764,766,751,797,798
31009, Nebraska,Blaine ,478,495,513,482,505,492,484
31011, Nebraska,Boone ,5505,5396,5415,5386,5335,5295,5332
31013, Nebraska,Box Butte ,11308,11295,11276,11305,11310,11311,11194
31015, Nebraska,Boyd ,2099,2086,2064,2022,2029,2011,1982
31017, Nebraska,Brown ,3145,3085,3025,2925,2944,2943,2960
31019, Nebraska,Buffalo ,46102,46832,47626,48030,48238,48732,49383
31021, Nebraska,Burt ,6858,6793,6684,6583,6575,6581,6546
31023, Nebraska,Butler ,8395,8308,8309,8311,8248,8104,8052
31025, Nebraska,Cass ,25241,25269,25156,25365,25502,25523,25767
31027, Nebraska,Cedar ,8852,8780,8763,8681,8603,8568,8671
31029, Nebraska,Chase ,3966,4004,4036,3988,3990,3986,3937
31031, Nebraska,Cherry ,5713,5742,5729,5774,5741,5829,5832
31033, Nebraska,Cheyenne ,9998,9979,10062,10066,10116,10156,10051
31035, Nebraska,Clay ,6542,6475,6409,6374,6308,6311,6163
31037, Nebraska,Colfax ,10515,10580,10559,10424,10557,10541,10414
31039, Nebraska,Cuming ,9139,9143,9098,9008,9021,9130,9016
31041, Nebraska,Custer ,10939,10869,10788,10787,10735,10802,10807
31043, Nebraska,Dakota ,21006,20841,20795,20848,20666,20713,20465
31045, Nebraska,Dawes ,9182,9232,9179,9118,9092,9041,8979
31047, Nebraska,Dawson ,24326,24303,24064,24083,23990,23845,23640
31049, Nebraska,Deuel ,1941,1969,1972,1929,1935,1924,1873
31051, Nebraska,Dixon ,6000,6013,5908,5821,5767,5789,5762
31053, Nebraska,Dodge ,36691,36954,36648,36598,36714,36676,36757
31055, Nebraska,Douglas ,517110,524557,531307,537483,543312,549168,554995
31057, Nebraska,Dundy ,2008,1980,1994,1974,1884,1800,1831
31059, Nebraska,Fillmore ,5890,5836,5731,5664,5638,5628,5720
31061, Nebraska,Franklin ,3225,3215,3189,3086,3075,3015,3014
31063, Nebraska,Frontier ,2756,2732,2735,2716,2710,2617,2621
31065, Nebraska,Furnas ,4959,4932,4899,4845,4870,4849,4787
31067, Nebraska,Gage ,22311,21953,21745,21818,21666,21863,21799
31069, Nebraska,Garden ,2057,2050,1969,1909,1913,1927,1930
31071, Nebraska,Garfield ,2049,1989,1984,2014,1987,2021,2011
31073, Nebraska,Gosper ,2044,1950,2032,1961,1952,1968,1971
31075, Nebraska,Grant ,614,631,616,621,617,637,641
31077, Nebraska,Greeley ,2538,2532,2455,2477,2475,2431,2399
31079, Nebraska,Hall ,58607,59587,60301,60752,61346,61422,61705
31081, Nebraska,Hamilton ,9124,9074,9023,9100,9102,9179,9186
31083, Nebraska,Harlan ,3423,3443,3419,3506,3479,3447,3473
31085, Nebraska,Hayes ,967,978,942,966,928,927,897
31087, Nebraska,Hitchcock ,2908,2871,2883,2864,2878,2882,2825
31089, Nebraska,Holt ,10435,10461,10404,10436,10401,10308,10250
31091, Nebraska,Hooker ,736,742,712,730,727,733,708
31093, Nebraska,Howard ,6274,6303,6302,6346,6357,6392,6429
31095, Nebraska,Jefferson ,7547,7542,7533,7518,7301,7243,7177
31097, Nebraska,Johnson ,5217,5199,5169,5133,5174,5187,5171
31099, Nebraska,Kearney ,6489,6559,6518,6499,6591,6580,6552
31101, Nebraska,Keith ,8368,8223,8210,8121,8105,8062,8018
31103, Nebraska,Keya Paha ,824,824,798,798,802,803,791
31105, Nebraska,Kimball ,3821,3786,3779,3677,3709,3719,3679
31107, Nebraska,Knox ,8701,8592,8592,8570,8496,8526,8571
31109, Nebraska,Lancaster ,285407,289945,293606,297489,302097,305705,309637
31111, Nebraska,Lincoln ,36288,36046,36000,36024,35694,35618,35550
31113, Nebraska,Logan ,763,770,774,763,751,776,772
31115, Nebraska,Loup ,632,613,599,581,584,582,591
31117, Nebraska,McPherson ,539,544,503,522,500,477,493
31119, Nebraska,Madison ,34876,35007,35131,35231,35185,35065,35015
31121, Nebraska,Merrick ,7845,7736,7802,7792,7761,7780,7828
31123, Nebraska,Morrill ,5042,4927,4873,4867,4845,4844,4787
31125, Nebraska,Nance ,3735,3736,3708,3599,3558,3596,3576
31127, Nebraska,Nemaha ,7248,7268,7193,7169,7145,7025,6971
31129, Nebraska,Nuckolls ,4500,4447,4427,4385,4356,4327,4265
31131, Nebraska,Otoe ,15740,15801,15763,15780,15870,15957,16081
31133, Nebraska,Pawnee ,2773,2781,2776,2719,2685,2644,2652
31135, Nebraska,Perkins ,2970,2946,2937,2897,2885,2939,2898
31137, Nebraska,Phelps ,9188,9171,9229,9206,9196,9284,9266
31139, Nebraska,Pierce ,7266,7189,7169,7161,7193,7212,7159
31141, Nebraska,Platte ,32237,32464,32602,32547,32705,32799,32861
31143, Nebraska,Polk ,5406,5344,5287,5251,5279,5192,5203
31145, Nebraska,Red Willow ,11055,11011,11013,11010,10849,10828,10722
31147, Nebraska,Richardson ,8363,8353,8302,8143,8159,8082,8060
31149, Nebraska,Rock ,1526,1429,1375,1395,1413,1380,1390
31151, Nebraska,Saline ,14200,14357,14474,14357,14337,14279,14331
31153, Nebraska,Sarpy ,158840,162674,165886,169410,172293,175690,179023
31155, Nebraska,Saunders ,20780,20885,20832,20915,20927,21017,21038
31157, Nebraska,Scotts Bluff ,36970,36933,36921,36870,36480,36300,36422
31159, Nebraska,Seward ,16750,16736,16981,17077,17101,17122,17284
31161, Nebraska,Sheridan ,5469,5383,5350,5236,5263,5214,5234
31163, Nebraska,Sherman ,3152,3143,3125,3109,3079,3085,3054
31165, Nebraska,Sioux ,1311,1326,1322,1325,1310,1263,1242
31167, Nebraska,Stanton ,6129,6194,6105,6090,6063,5908,5944
31169, Nebraska,Thayer ,5228,5174,5156,5189,5223,5145,5101
31171, Nebraska,Thomas ,647,688,692,700,688,686,716
31173, Nebraska,Thurston ,6940,6905,6917,6870,6962,7069,7127
31175, Nebraska,Valley ,4260,4248,4231,4197,4211,4153,4184
31177, Nebraska,Washington ,20234,20257,20293,20223,20297,20273,20603
31179, Nebraska,Wayne ,9595,9460,9513,9428,9397,9365,9365
31181, Nebraska,Webster ,3812,3766,3753,3667,3668,3635,3603
31183, Nebraska,Wheeler ,818,815,795,759,766,753,776
31185, Nebraska,York ,13665,13760,13828,13853,13915,13822,13794
32001, Nevada,Churchill ,24877,24606,24333,24049,24000,24159,24198
32003, Nevada,Clark ,1951269,1966295,1995815,2025096,2064899,2109289,2155664
32005, Nevada,Douglas ,46997,47031,46973,47015,47492,47628,48020
32007, Nevada,Elko ,48818,49510,51070,52464,52648,51796,52168
32009, Nevada,Esmeralda ,783,759,770,831,811,807,790
32011, Nevada,Eureka ,1987,1982,1996,2056,1988,2027,1917
32013, Nevada,Humboldt ,16528,16634,17068,17336,17209,17002,16842
32015, Nevada,Lander ,5775,5844,5931,6056,5966,5879,5702
32017, Nevada,Lincoln ,5345,5263,5338,5211,5122,5048,5055
32019, Nevada,Lyon ,51980,51463,51087,51267,51613,52339,53179
32021, Nevada,Mineral ,4772,4622,4664,4548,4482,4452,4449
32023, Nevada,Nye ,43946,44043,43658,42922,42903,43086,43423
32027, Nevada,Pershing ,6753,6640,6768,6847,6677,6599,6560
32029, Nevada,Storey ,4010,3951,3914,3876,3898,3967,4051
32031, Nevada,Washoe ,421407,424885,428654,432897,438943,445460,453616
32033, Nevada,White Pine ,10030,10113,9986,10004,9977,9815,9682
32510, Nevada,Carson City,55274,54738,54540,53989,54385,54405,54742
33001, New Hampshire,Belknap ,60088,60240,60339,60138,60278,60427,60779
33003, New Hampshire,Carroll ,47818,47763,47677,47512,47380,47222,47289
33005, New Hampshire,Cheshire ,77117,76915,76851,76598,76288,76089,75774
33007, New Hampshire,Coos ,33055,32490,32005,31981,32778,32293,32039
33009, New Hampshire,Grafton ,89118,89051,89230,89440,89465,88799,88888
33011, New Hampshire,Hillsborough ,400721,401774,402651,403308,405003,406015,407761
33013, New Hampshire,Merrimack ,146445,146733,146944,147243,147714,148094,148582
33015, New Hampshire,Rockingham ,295223,296001,297694,298706,300532,301640,303251
33017, New Hampshire,Strafford ,123143,124053,124612,124802,126218,126504,127428
33019, New Hampshire,Sullivan ,43742,43453,43179,42959,43087,43028,43004
34001, New Jersey,Atlantic ,274549,275017,275604,275784,274715,273035,270991
34003, New Jersey,Bergen ,905116,913717,919694,925497,931196,936010,939151
34005, New Jersey,Burlington ,448734,450555,451226,449939,451054,449675,449284
34007, New Jersey,Camden ,513657,513097,512906,511702,510670,510295,510150
34009, New Jersey,Cape May ,97265,96604,96460,95868,95417,94843,94430
34011, New Jersey,Cumberland ,156898,157000,157071,156264,156346,155241,153797
34013, New Jersey,Essex ,783969,786958,787579,789953,793443,795039,796914
34015, New Jersey,Gloucester ,288288,289737,290094,290408,291493,292106,292330
34017, New Jersey,Hudson ,634266,647983,657113,664163,669604,673765,677983
34019, New Jersey,Hunterdon ,128349,127228,126492,126221,125762,125390,124676
34021, New Jersey,Mercer ,366513,368044,370087,371506,371688,371199,371023
34023, New Jersey,Middlesex ,809858,817143,823670,828714,833724,836079,837073
34025, New Jersey,Monmouth ,630380,629815,628782,628486,627771,626775,625846
34027, New Jersey,Morris ,492276,495792,497310,498546,498376,498419,498423
34029, New Jersey,Ocean ,576567,579038,580682,582978,585881,588791,592497
34031, New Jersey,Passaic ,501226,504031,505101,506391,508185,508398,507945
34033, New Jersey,Salem ,66083,66029,65627,64994,64522,63941,63436
34035, New Jersey,Somerset ,323444,326716,328580,330962,332120,333015,333751
34037, New Jersey,Sussex ,149265,148138,147033,145690,144841,143385,142522
34039, New Jersey,Union ,536499,540487,544465,548112,551024,552949,555630
34041, New Jersey,Warren ,108692,108114,107635,106984,107169,107071,106617
35001, New Mexico,Bernalillo ,662564,669295,672685,674460,674829,674959,676953
35003, New Mexico,Catron ,3725,3715,3651,3580,3538,3459,3508
35005, New Mexico,Chaves ,65645,65646,65705,65861,65672,65529,65282
35006, New Mexico,Cibola ,27213,27508,27316,27439,27303,27322,27487
35007, New Mexico,Colfax ,13750,13614,13226,13039,12674,12387,12253
35009, New Mexico,Curry ,48376,49699,50690,50574,50969,50206,50280
35011, New Mexico,De Baca ,2022,1972,1941,1893,1823,1831,1793
35013, New Mexico,Do–a Ana ,209233,212869,214162,213651,213536,213567,214207
35015, New Mexico,Eddy ,53829,54045,54424,55599,56591,57611,57621
35017, New Mexico,Grant ,29514,29393,29320,29241,28988,28564,28280
35019, New Mexico,Guadalupe ,4687,4651,4612,4549,4445,4364,4376
35021, New Mexico,Harding ,695,711,698,688,680,699,665
35023, New Mexico,Hidalgo ,4894,4840,4785,4616,4539,4414,4302
35025, New Mexico,Lea ,64727,65037,66182,68164,69707,70848,69749
35027, New Mexico,Lincoln ,20497,20394,20198,19979,19635,19391,19429
35028, New Mexico,Los Alamos ,17950,18174,18149,17817,17668,17696,18147
35029, New Mexico,Luna ,25095,25135,24983,24686,24540,24476,24450
35031, New Mexico,McKinley ,71492,73488,72691,73270,74044,76800,74923
35033, New Mexico,Mora ,4881,4781,4675,4665,4571,4577,4504
35035, New Mexico,Otero ,63797,65494,66016,65813,64994,64430,65410
35037, New Mexico,Quay ,9041,9082,8816,8687,8454,8452,8365
35039, New Mexico,Rio Arriba ,40246,40313,40254,40058,39742,39526,40040
35041, New Mexico,Roosevelt ,19846,20461,20341,19996,19599,19074,19082
35043, New Mexico,Sandoval ,131561,134246,135383,136482,137540,139157,142025
35045, New Mexico,San Juan ,130044,127991,128331,126518,124055,118701,115079
35047, New Mexico,San Miguel ,29393,29335,29026,28696,28318,27951,27760
35049, New Mexico,Santa Fe ,144170,145378,146157,146754,147329,147708,148651
35051, New Mexico,Sierra ,11988,12026,11881,11561,11315,11261,11191
35053, New Mexico,Socorro ,17866,17817,17524,17525,17320,17222,17027
35055, New Mexico,Taos ,32937,32931,32817,32991,33046,32887,33065
35057, New Mexico,Torrance ,16383,16400,16074,15681,15514,15422,15302
35059, New Mexico,Union ,4549,4438,4432,4372,4271,4201,4183
35061, New Mexico,Valencia ,76569,76877,76639,76288,75775,75636,75626
36001, New York,Albany ,304204,305019,306384,307496,308295,308432,308846
36003, New York,Allegany ,48946,48818,48247,48005,47765,47407,47077
36005, New York,Bronx ,1385108,1399990,1414774,1426550,1437687,1449196,1455720
36007, New York,Broome ,200600,199459,198916,198370,197669,196618,195334
36009, New York,Cattaraugus ,80317,79839,79365,78958,78621,77909,77677
36011, New York,Cayuga ,80026,79811,79637,79242,78857,78316,77861
36013, New York,Chautauqua ,134905,134266,133438,133005,131980,130811,129504
36015, New York,Chemung ,88830,88988,89264,88498,87506,87120,86322
36017, New York,Chenango ,50477,50254,49919,49522,49432,48979,48579
36019, New York,Clinton ,82128,81852,81869,81749,81682,81154,81073
36021, New York,Columbia ,63096,62626,62539,62269,62013,61491,60989
36023, New York,Cortland ,49336,49497,49154,49038,48875,48429,48070
36025, New York,Delaware ,47980,47654,47330,46874,46600,46074,45523
36027, New York,Dutchess ,297488,298289,297213,296708,295903,295228,294473
36029, New York,Erie ,919040,920088,920792,922150,923702,922957,921046
36031, New York,Essex ,39370,39479,39114,38832,38572,38371,38102
36033, New York,Franklin ,51599,51568,51788,51242,51092,50502,50409
36035, New York,Fulton ,55531,55264,55033,54521,54145,53960,53828
36037, New York,Genesee ,60079,59923,59762,59262,58949,58810,58482
36039, New York,Greene ,49221,48992,48711,48416,48015,47695,47508
36041, New York,Hamilton ,4836,4834,4797,4760,4689,4698,4542
36043, New York,Herkimer ,64519,64615,64527,64122,63602,62924,62613
36045, New York,Jefferson ,116229,118161,120730,119112,118724,117260,114006
36047, New York,Kings ,2504700,2543667,2572282,2595344,2612544,2624941,2629150
36049, New York,Lewis ,27087,27087,27267,27168,27214,27022,26865
36051, New York,Livingston ,65393,64890,64854,64723,64692,64583,64257
36053, New York,Madison ,73442,72970,72490,72547,72306,71771,71329
36055, New York,Monroe ,744344,747714,748947,750367,750089,749048,747727
36057, New York,Montgomery ,50219,49932,49848,49789,49747,49673,49276
36059, New York,Nassau ,1339532,1346815,1350748,1354258,1357799,1359702,1361500
36061, New York,New York ,1585873,1609533,1625121,1630453,1634468,1641168,1643734
36063, New York,Niagara ,216469,215729,214841,214267,213484,212522,211758
36065, New York,Oneida ,234878,234292,234061,233800,233213,232025,231190
36067, New York,Onondaga ,467026,467913,467712,469328,468742,468275,466194
36069, New York,Ontario ,107931,108750,108801,109285,109684,109654,109828
36071, New York,Orange ,372813,374358,374100,374956,375814,377130,379210
36073, New York,Orleans ,42883,42693,42465,42328,41947,41604,41346
36075, New York,Oswego ,122109,121999,121551,121321,120744,119962,118987
36077, New York,Otsego ,62259,61982,61805,61558,60907,60530,60097
36079, New York,Putnam ,99710,99958,99717,99678,99478,99265,98900
36081, New York,Queens ,2230722,2259756,2278024,2297598,2314149,2327228,2333054
36083, New York,Rensselaer ,159429,159694,159669,159862,160092,160101,160070
36085, New York,Richmond ,468730,471152,470978,472515,473142,473969,476015
36087, New York,Rockland ,311687,315772,317763,320321,322855,325491,326780
36089, New York,St. Lawrence ,111944,112468,112621,112253,111800,110935,110038
36091, New York,Saratoga ,219607,221166,222553,224207,224692,226140,227053
36093, New York,Schenectady ,154727,154673,154945,154964,155006,154758,154553
36095, New York,Schoharie ,32749,32662,32086,31872,31690,31372,31317
36097, New York,Schuyler ,18343,18492,18579,18502,18301,18199,18099
36099, New York,Seneca ,35251,35353,35380,35272,34904,34848,34777
36101, New York,Steuben ,98990,99272,99064,98952,98253,97546,96940
36103, New York,Suffolk ,1493350,1500259,1499382,1500776,1500008,1497903,1492583
36105, New York,Sullivan ,77547,77104,76952,76919,75667,74751,74801
36107, New York,Tioga ,51125,50945,50303,50128,49793,49261,48760
36109, New York,Tompkins ,101564,102111,103135,104270,104498,104564,104871
36111, New York,Ulster ,182493,182647,181811,180987,180680,179824,179225
36113, New York,Warren ,65707,65694,65418,65145,64882,64544,64567
36115, New York,Washington ,63216,63112,63066,62777,62442,62238,61800
36117, New York,Wayne ,93772,93260,93012,92393,91829,91340,90798
36119, New York,Westchester ,949113,957052,961073,967377,970255,972900,974542
36121, New York,Wyoming ,42155,41930,41771,41431,41200,41004,40791
36123, New York,Yates ,25348,25387,25271,25154,25130,25051,24923
37001, North Carolina,Alamance ,151131,152847,153659,154622,156036,157857,159688
37003, North Carolina,Alexander ,37198,37108,36964,36999,37360,37304,37428
37005, North Carolina,Alleghany ,11155,11024,10923,10896,10863,10812,10848
37007, North Carolina,Anson ,26948,26508,26311,25959,26066,25632,25448
37009, North Carolina,Ashe ,27281,27132,27099,27036,27000,26900,26924
37011, North Carolina,Avery ,17797,17766,17630,17704,17723,17592,17516
37013, North Carolina,Beaufort ,47759,47707,47497,47496,47505,47543,47526
37015, North Carolina,Bertie ,21282,20968,20591,20444,20440,20290,19854
37017, North Carolina,Bladen ,35190,35004,34922,34810,34531,34266,33741
37019, North Carolina,Brunswick ,107431,110223,112163,115287,118809,122622,126953
37021, North Carolina,Buncombe ,238318,241387,244188,247480,249997,252808,256088
37023, North Carolina,Burke ,90912,90609,89901,89265,88689,88704,88851
37025, North Carolina,Cabarrus ,178011,181199,184290,187294,191796,196508,201590
37027, North Carolina,Caldwell ,83029,82311,81979,81912,81494,81282,81449
37029, North Carolina,Camden ,9980,10045,10035,10135,10272,10279,10418
37031, North Carolina,Carteret ,66469,67358,67738,68441,68751,68863,68890
