,FIPS,agi_stub,N1,MARS1,MARS2,MARS4,NUMDEP,A00100,A02650,total_people,agi_per_person,State,County,"Population Estimate, 2013",PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS13,FOODINSEC_13_15,VLFOODSEC_13_15
9769,31095,2,800.0,380.0,390.0,100.0,520.0,28523.0,29240.0,1680.0,16.97797619047619,NE,Jefferson,7518.0,12.1,36.2,15.9,6.2
9770,31095,3,400.0,50.0,330.0,0.0,310.0,26116.0,26928.0,1020.0,25.603921568627452,NE,Jefferson,7518.0,12.1,36.2,15.9,6.2
9771,31095,4,220.0,40.0,200.0,0.0,180.0,19254.0,19896.0,620.0,31.05483870967742,NE,Jefferson,7518.0,12.1,36.2,15.9,6.2
9772,31095,5,200.0,0.0,160.0,0.0,150.0,28286.0,30802.0,470.0,60.182978723404254,NE,Jefferson,7518.0,12.1,36.2,15.9,6.2
9773,31095,6,60.0,0.0,50.0,0.0,50.0,35978.0,37012.0,150.0,239.85333333333332,NE,Jefferson,7518.0,12.1,36.2,15.9,6.2
9774,31097,1,700.0,460.0,120.0,90.0,260.0,8569.0,8816.0,960.0,8.926041666666666,NE,Johnson,5133.0,9.2,30.3,15.9,6.2
9775,31097,2,480.0,240.0,200.0,110.0,320.0,17459.0,17904.0,960.0,18.186458333333334,NE,Johnson,5133.0,9.2,30.3,15.9,6.2
9776,31097,3,290.0,30.0,230.0,0.0,260.0,18092.0,18454.0,750.0,24.122666666666667,NE,Johnson,5133.0,9.2,30.3,15.9,6.2
9777,31097,4,180.0,20.0,150.0,0.0,170.0,15169.0,15479.0,490.0,30.957142857142856,NE,Johnson,5133.0,9.2,30.3,15.9,6.2
9778,31097,5,180.0,0.0,170.0,0.0,140.0,25057.0,25789.0,480.0,52.202083333333334,NE,Johnson,5133.0,9.2,30.3,15.9,6.2
9780,31099,1,1720.0,1210.0,290.0,210.0,590.0,20392.0,21001.0,2380.0,8.568067226890756,NE,Kearney,6499.0,8.4,31.1,15.9,6.2
9781,31099,2,1270.0,580.0,510.0,190.0,930.0,46294.0,47399.0,2530.0,18.29802371541502,NE,Kearney,6499.0,8.4,31.1,15.9,6.2
9782,31099,3,790.0,210.0,600.0,0.0,710.0,48140.0,49271.0,2120.0,22.70754716981132,NE,Kearney,6499.0,8.4,31.1,15.9,6.2
9783,31099,4,470.0,0.0,410.0,0.0,490.0,41850.0,43070.0,1310.0,31.946564885496183,NE,Kearney,6499.0,8.4,31.1,15.9,6.2
9784,31099,5,480.0,30.0,430.0,0.0,460.0,67028.0,70187.0,1350.0,49.65037037037037,NE,Kearney,6499.0,8.4,31.1,15.9,6.2
9785,31099,6,140.0,0.0,120.0,0.0,90.0,56310.0,59701.0,330.0,170.63636363636363,NE,Kearney,6499.0,8.4,31.1,15.9,6.2
9786,31101,1,360.0,260.0,70.0,30.0,80.0,4028.0,4263.0,480.0,8.391666666666667,NE,Keith,8121.0,9.1,27.5,15.9,6.2
9787,31101,2,220.0,100.0,140.0,0.0,170.0,8478.0,8789.0,550.0,15.414545454545454,NE,Keith,8121.0,9.1,27.5,15.9,6.2
9788,31101,3,160.0,30.0,110.0,0.0,130.0,10241.0,10596.0,380.0,26.95,NE,Keith,8121.0,9.1,27.5,15.9,6.2
9789,31101,4,80.0,0.0,70.0,0.0,60.0,6711.0,6963.0,200.0,33.555,NE,Keith,8121.0,9.1,27.5,15.9,6.2
9790,31101,5,90.0,0.0,80.0,0.0,80.0,13804.0,14702.0,240.0,57.516666666666666,NE,Keith,8121.0,9.1,27.5,15.9,6.2
9792,31103,1,130.0,90.0,30.0,0.0,30.0,1495.0,1559.0,180.0,8.305555555555555,NE,Keya Paha,798.0,10.7,29.6,15.9,6.2
9793,31103,2,80.0,30.0,50.0,0.0,70.0,2745.0,2900.0,200.0,13.725,NE,Keya Paha,798.0,10.7,29.6,15.9,6.2
9794,31103,3,50.0,0.0,50.0,0.0,40.0,3278.0,3397.0,140.0,23.414285714285715,NE,Keya Paha,798.0,10.7,29.6,15.9,6.2
9796,31103,5,20.0,0.0,0.0,0.0,0.0,3427.0,3498.0,0.0,inf,NE,Keya Paha,798.0,10.7,29.6,15.9,6.2
9798,31105,1,630.0,440.0,100.0,50.0,180.0,7588.0,7891.0,820.0,9.253658536585366,NE,Kimball,3677.0,10.5,31.4,15.9,6.2
9799,31105,2,420.0,190.0,210.0,40.0,290.0,16043.0,16426.0,900.0,17.825555555555557,NE,Kimball,3677.0,10.5,31.4,15.9,6.2
9800,31105,3,270.0,60.0,190.0,20.0,200.0,17810.0,18399.0,640.0,27.828125,NE,Kimball,3677.0,10.5,31.4,15.9,6.2
9801,31105,4,190.0,40.0,160.0,0.0,160.0,17326.0,17823.0,520.0,33.31923076923077,NE,Kimball,3677.0,10.5,31.4,15.9,6.2
9802,31105,5,120.0,0.0,100.0,0.0,90.0,22372.0,23248.0,290.0,77.1448275862069,NE,Kimball,3677.0,10.5,31.4,15.9,6.2
9804,31107,1,1810.0,1200.0,340.0,240.0,710.0,22071.0,22911.0,2590.0,8.521621621621621,NE,Knox,8570.0,10.4,31.6,15.9,6.2
9805,31107,2,1180.0,530.0,510.0,160.0,870.0,42514.0,44025.0,2420.0,17.567768595041322,NE,Knox,8570.0,10.4,31.6,15.9,6.2
9806,31107,3,620.0,120.0,480.0,20.0,580.0,37972.0,39159.0,1660.0,22.874698795180723,NE,Knox,8570.0,10.4,31.6,15.9,6.2
9807,31107,4,360.0,0.0,330.0,0.0,270.0,30773.0,31591.0,930.0,33.089247311827954,NE,Knox,8570.0,10.4,31.6,15.9,6.2
9808,31107,5,300.0,20.0,250.0,0.0,320.0,44711.0,46551.0,840.0,53.227380952380955,NE,Knox,8570.0,10.4,31.6,15.9,6.2
9809,31107,6,60.0,0.0,50.0,0.0,60.0,30614.0,31832.0,160.0,191.3375,NE,Knox,8570.0,10.4,31.6,15.9,6.2
9810,31109,1,47890.0,36470.0,4450.0,6260.0,16120.0,588999.0,600381.0,61490.0,9.578777036916572,NE,Lancaster,297489.0,7.6,26.0,15.9,6.2
9811,31109,2,31870.0,18450.0,8230.0,4620.0,16840.0,1152685.0,1169145.0,51750.0,22.274106280193237,NE,Lancaster,297489.0,7.6,26.0,15.9,6.2
9812,31109,3,18530.0,6240.0,10860.0,1330.0,13140.0,1143323.0,1159613.0,41100.0,27.818077858880777,NE,Lancaster,297489.0,7.6,26.0,15.9,6.2
9813,31109,4,12930.0,1880.0,10630.0,330.0,11450.0,1119507.0,1133803.0,34590.0,32.365047701647875,NE,Lancaster,297489.0,7.6,26.0,15.9,6.2
9814,31109,5,14940.0,1180.0,13530.0,160.0,15200.0,1979448.0,2008468.0,43440.0,45.56740331491713,NE,Lancaster,297489.0,7.6,26.0,15.9,6.2
9815,31109,6,3630.0,190.0,3230.0,0.0,3850.0,1636890.0,1673796.0,10500.0,155.8942857142857,NE,Lancaster,297489.0,7.6,26.0,15.9,6.2
9816,31111,1,650.0,440.0,150.0,90.0,200.0,7055.0,7248.0,940.0,7.50531914893617,NE,Lincoln,36024.0,10.3,31.7,15.9,6.2
9817,31111,2,400.0,160.0,200.0,30.0,230.0,14547.0,14973.0,790.0,18.41392405063291,NE,Lincoln,36024.0,10.3,31.7,15.9,6.2
9818,31111,3,310.0,70.0,220.0,0.0,260.0,19069.0,19434.0,770.0,24.764935064935067,NE,Lincoln,36024.0,10.3,31.7,15.9,6.2
9819,31111,4,240.0,0.0,220.0,0.0,250.0,22582.0,22936.0,690.0,32.72753623188406,NE,Lincoln,36024.0,10.3,31.7,15.9,6.2
9820,31111,5,190.0,0.0,170.0,0.0,200.0,28822.0,29674.0,540.0,53.37407407407407,NE,Lincoln,36024.0,10.3,31.7,15.9,6.2
9822,31115,1,60.0,30.0,30.0,0.0,0.0,759.0,825.0,90.0,8.433333333333334,NE,Loup,581.0,11.1,30.7,15.9,6.2
9823,31115,2,40.0,20.0,20.0,0.0,40.0,1538.0,1624.0,100.0,15.38,NE,Loup,581.0,11.1,30.7,15.9,6.2
9824,31115,3,40.0,0.0,30.0,0.0,30.0,3022.0,3081.0,90.0,33.577777777777776,NE,Loup,581.0,11.1,30.7,15.9,6.2
9828,31117,1,5530.0,3850.0,700.0,850.0,2010.0,65965.0,67163.0,7260.0,9.086088154269973,NE,McPherson,522.0,10.1,30.5,15.9,6.2
9829,31117,2,3090.0,1370.0,1240.0,420.0,1860.0,111844.0,113386.0,5710.0,19.58739054290718,NE,McPherson,522.0,10.1,30.5,15.9,6.2
9830,31117,3,2020.0,560.0,1260.0,130.0,1490.0,125408.0,126728.0,4570.0,27.441575492341357,NE,McPherson,522.0,10.1,30.5,15.9,6.2
9831,31117,4,1520.0,160.0,1290.0,50.0,1470.0,131372.0,133245.0,4210.0,31.20475059382423,NE,McPherson,522.0,10.1,30.5,15.9,6.2
9832,31117,5,1340.0,100.0,1230.0,0.0,1330.0,169957.0,172971.0,3890.0,43.69074550128535,NE,McPherson,522.0,10.1,30.5,15.9,6.2
9833,31117,6,260.0,0.0,240.0,0.0,270.0,105091.0,108108.0,750.0,140.12133333333333,NE,McPherson,522.0,10.1,30.5,15.9,6.2
9834,31119,1,360.0,260.0,50.0,50.0,100.0,4123.0,4263.0,460.0,8.96304347826087,NE,Madison,35231.0,9.4,32.6,15.9,6.2
9835,31119,2,270.0,130.0,110.0,40.0,150.0,9866.0,10080.0,500.0,19.732,NE,Madison,35231.0,9.4,32.6,15.9,6.2
9836,31119,3,190.0,60.0,150.0,0.0,170.0,11949.0,12157.0,530.0,22.545283018867924,NE,Madison,35231.0,9.4,32.6,15.9,6.2
9837,31119,4,130.0,0.0,120.0,0.0,140.0,11161.0,11366.0,380.0,29.371052631578948,NE,Madison,35231.0,9.4,32.6,15.9,6.2
9838,31119,5,130.0,0.0,130.0,0.0,150.0,20568.0,21646.0,410.0,50.165853658536584,NE,Madison,35231.0,9.4,32.6,15.9,6.2
9840,31121,1,7250.0,4690.0,870.0,1600.0,3960.0,94254.0,95905.0,10390.0,9.071607314725698,NE,Merrick,7792.0,11.1,32.6,15.9,6.2
9841,31121,2,4910.0,2150.0,1430.0,1250.0,4520.0,171010.0,172803.0,9530.0,17.944386149003147,NE,Merrick,7792.0,11.1,32.6,15.9,6.2
9842,31121,3,2060.0,440.0,1490.0,110.0,2020.0,126121.0,127902.0,5440.0,23.184007352941176,NE,Merrick,7792.0,11.1,32.6,15.9,6.2
9843,31121,4,1090.0,130.0,950.0,30.0,960.0,93076.0,94304.0,2990.0,31.129096989966555,NE,Merrick,7792.0,11.1,32.6,15.9,6.2
9844,31121,5,810.0,50.0,700.0,0.0,730.0,109637.0,112640.0,2180.0,50.29220183486238,NE,Merrick,7792.0,11.1,32.6,15.9,6.2
9845,31121,6,280.0,30.0,250.0,0.0,240.0,152936.0,159566.0,770.0,198.61818181818182,NE,Merrick,7792.0,11.1,32.6,15.9,6.2
9846,31123,1,610.0,430.0,110.0,70.0,220.0,7348.0,7717.0,870.0,8.445977011494254,NE,Morrill,4867.0,9.2,30.2,15.9,6.2
9847,31123,2,380.0,170.0,170.0,40.0,270.0,13779.0,14137.0,780.0,17.665384615384614,NE,Morrill,4867.0,9.2,30.2,15.9,6.2
9848,31123,3,220.0,70.0,170.0,0.0,180.0,13534.0,13937.0,590.0,22.938983050847458,NE,Morrill,4867.0,9.2,30.2,15.9,6.2
9849,31123,4,120.0,0.0,100.0,0.0,100.0,10007.0,10238.0,300.0,33.35666666666667,NE,Morrill,4867.0,9.2,30.2,15.9,6.2
9850,31123,5,150.0,0.0,110.0,0.0,140.0,21642.0,22547.0,360.0,60.11666666666667,NE,Morrill,4867.0,9.2,30.2,15.9,6.2
9851,31123,6,30.0,0.0,20.0,0.0,20.0,17106.0,18254.0,60.0,285.1,NE,Morrill,4867.0,9.2,30.2,15.9,6.2
9852,31125,1,250.0,180.0,50.0,30.0,80.0,3132.0,3236.0,360.0,8.7,NE,Nance,3599.0,11.4,29.8,15.9,6.2
9853,31125,2,200.0,100.0,70.0,40.0,140.0,7536.0,7743.0,380.0,19.83157894736842,NE,Nance,3599.0,11.4,29.8,15.9,6.2
9854,31125,3,110.0,40.0,80.0,0.0,100.0,6874.0,7037.0,300.0,22.913333333333334,NE,Nance,3599.0,11.4,29.8,15.9,6.2
9855,31125,4,90.0,0.0,80.0,0.0,80.0,7749.0,7951.0,240.0,32.2875,NE,Nance,3599.0,11.4,29.8,15.9,6.2
9856,31125,5,70.0,0.0,60.0,0.0,80.0,9828.0,10596.0,200.0,49.14,NE,Nance,3599.0,11.4,29.8,15.9,6.2
9858,31127,1,1000.0,700.0,130.0,130.0,310.0,11866.0,12229.0,1270.0,9.343307086614173,NE,Nemaha,7169.0,10.0,35.5,15.9,6.2
9859,31127,2,590.0,320.0,240.0,50.0,350.0,21639.0,22059.0,1150.0,18.816521739130433,NE,Nemaha,7169.0,10.0,35.5,15.9,6.2
9860,31127,3,430.0,90.0,340.0,30.0,320.0,26878.0,27537.0,1090.0,24.658715596330275,NE,Nemaha,7169.0,10.0,35.5,15.9,6.2
9861,31127,4,290.0,30.0,220.0,0.0,300.0,25267.0,25845.0,770.0,32.81428571428572,NE,Nemaha,7169.0,10.0,35.5,15.9,6.2
9862,31127,5,390.0,20.0,330.0,0.0,360.0,54946.0,56315.0,1040.0,52.832692307692305,NE,Nemaha,7169.0,10.0,35.5,15.9,6.2
9863,31127,6,50.0,0.0,50.0,0.0,30.0,15404.0,15846.0,130.0,118.49230769230769,NE,Nemaha,7169.0,10.0,35.5,15.9,6.2
9864,31129,1,760.0,510.0,160.0,100.0,230.0,9587.0,10019.0,1060.0,9.044339622641509,NE,Nuckolls,4385.0,9.4,33.5,15.9,6.2
9865,31129,2,500.0,160.0,260.0,30.0,370.0,18660.0,19319.0,1050.0,17.771428571428572,NE,Nuckolls,4385.0,9.4,33.5,15.9,6.2
9866,31129,3,240.0,80.0,200.0,0.0,190.0,14536.0,15049.0,670.0,21.6955223880597,NE,Nuckolls,4385.0,9.4,33.5,15.9,6.2
9867,31129,4,190.0,20.0,130.0,0.0,100.0,19463.0,20199.0,380.0,51.21842105263158,NE,Nuckolls,4385.0,9.4,33.5,15.9,6.2
9868,31129,5,150.0,0.0,150.0,0.0,100.0,26456.0,27765.0,400.0,66.14,NE,Nuckolls,4385.0,9.4,33.5,15.9,6.2
9869,31129,6,20.0,0.0,0.0,0.0,0.0,5924.0,6105.0,0.0,inf,NE,Nuckolls,4385.0,9.4,33.5,15.9,6.2
9870,31131,1,3250.0,2350.0,380.0,370.0,1070.0,39017.0,39938.0,4180.0,9.33421052631579,NE,Otoe,15780.0,11.5,33.9,15.9,6.2
9871,31131,2,2100.0,1110.0,770.0,370.0,1340.0,76423.0,78035.0,3990.0,19.15363408521303,NE,Otoe,15780.0,11.5,33.9,15.9,6.2
9872,31131,3,1570.0,350.0,1070.0,90.0,1290.0,98364.0,100440.0,3780.0,26.022222222222222,NE,Otoe,15780.0,11.5,33.9,15.9,6.2
9873,31131,4,1010.0,110.0,860.0,0.0,870.0,88263.0,90014.0,2700.0,32.69,NE,Otoe,15780.0,11.5,33.9,15.9,6.2
9874,31131,5,1150.0,50.0,1050.0,0.0,1240.0,155521.0,159716.0,3390.0,45.876401179941006,NE,Otoe,15780.0,11.5,33.9,15.9,6.2
9875,31131,6,160.0,0.0,160.0,0.0,170.0,66501.0,68158.0,490.0,135.71632653061224,NE,Otoe,15780.0,11.5,33.9,15.9,6.2
9876,31133,1,430.0,300.0,80.0,30.0,210.0,5229.0,5487.0,670.0,7.804477611940299,NE,Pawnee,2719.0,10.3,29.8,15.9,6.2
9877,31133,2,280.0,140.0,180.0,30.0,190.0,10628.0,10880.0,690.0,15.402898550724638,NE,Pawnee,2719.0,10.3,29.8,15.9,6.2
9878,31133,3,190.0,30.0,140.0,0.0,140.0,12311.0,12823.0,450.0,27.357777777777777,NE,Pawnee,2719.0,10.3,29.8,15.9,6.2
9879,31133,4,60.0,0.0,50.0,0.0,30.0,5475.0,5697.0,130.0,42.11538461538461,NE,Pawnee,2719.0,10.3,29.8,15.9,6.2
9880,31133,5,70.0,0.0,40.0,0.0,50.0,24492.0,25052.0,130.0,188.4,NE,Pawnee,2719.0,10.3,29.8,15.9,6.2
9882,31135,1,2060.0,1450.0,320.0,240.0,640.0,24689.0,25597.0,2730.0,9.043589743589743,NE,Perkins,2897.0,8.6,24.5,15.9,6.2
9883,31135,2,1280.0,570.0,600.0,160.0,820.0,47304.0,48810.0,2590.0,18.264092664092665,NE,Perkins,2897.0,8.6,24.5,15.9,6.2
9884,31135,3,810.0,170.0,600.0,30.0,640.0,49919.0,51598.0,2010.0,24.835323383084578,NE,Perkins,2897.0,8.6,24.5,15.9,6.2
9885,31135,4,500.0,50.0,420.0,0.0,370.0,44016.0,45415.0,1260.0,34.93333333333333,NE,Perkins,2897.0,8.6,24.5,15.9,6.2
9886,31135,5,570.0,50.0,510.0,0.0,570.0,78630.0,82001.0,1640.0,47.94512195121951,NE,Perkins,2897.0,8.6,24.5,15.9,6.2
9887,31135,6,150.0,0.0,120.0,0.0,140.0,56689.0,59654.0,380.0,149.18157894736842,NE,Perkins,2897.0,8.6,24.5,15.9,6.2
9888,31137,1,1760.0,1280.0,260.0,180.0,470.0,20888.0,21537.0,2270.0,9.201762114537445,NE,Phelps,9206.0,10.0,33.4,15.9,6.2
9889,31137,2,1300.0,690.0,480.0,140.0,770.0,47645.0,48983.0,2420.0,19.68801652892562,NE,Phelps,9206.0,10.0,33.4,15.9,6.2
9890,31137,3,830.0,180.0,620.0,30.0,740.0,50882.0,52157.0,2160.0,23.55648148148148,NE,Phelps,9206.0,10.0,33.4,15.9,6.2
9891,31137,4,480.0,50.0,390.0,0.0,390.0,41626.0,42570.0,1220.0,34.11967213114754,NE,Phelps,9206.0,10.0,33.4,15.9,6.2
9892,31137,5,560.0,40.0,500.0,0.0,550.0,83509.0,88474.0,1590.0,52.52138364779874,NE,Phelps,9206.0,10.0,33.4,15.9,6.2
9893,31137,6,140.0,0.0,120.0,0.0,110.0,68029.0,71275.0,350.0,194.36857142857144,NE,Phelps,9206.0,10.0,33.4,15.9,6.2
9894,31139,1,1130.0,850.0,180.0,120.0,320.0,12730.0,13273.0,1530.0,8.320261437908497,NE,Pierce,7161.0,10.7,34.1,15.9,6.2
9895,31139,2,770.0,340.0,340.0,70.0,440.0,28093.0,29490.0,1460.0,19.241780821917807,NE,Pierce,7161.0,10.7,34.1,15.9,6.2
9896,31139,3,570.0,150.0,430.0,0.0,520.0,34820.0,36147.0,1530.0,22.758169934640524,NE,Pierce,7161.0,10.7,34.1,15.9,6.2
9897,31139,4,400.0,30.0,350.0,0.0,390.0,34194.0,35356.0,1120.0,30.53035714285714,NE,Pierce,7161.0,10.7,34.1,15.9,6.2
9898,31139,5,380.0,0.0,350.0,0.0,430.0,54362.0,57207.0,1130.0,48.107964601769915,NE,Pierce,7161.0,10.7,34.1,15.9,6.2
9899,31139,6,60.0,0.0,50.0,0.0,30.0,19554.0,20322.0,130.0,150.41538461538462,NE,Pierce,7161.0,10.7,34.1,15.9,6.2
9900,31141,1,1030.0,780.0,100.0,110.0,220.0,12055.0,12529.0,1200.0,10.045833333333333,NE,Platte,32547.0,9.4,29.3,15.9,6.2
9901,31141,2,790.0,450.0,340.0,40.0,440.0,29500.0,30732.0,1570.0,18.78980891719745,NE,Platte,32547.0,9.4,29.3,15.9,6.2
9902,31141,3,540.0,140.0,400.0,0.0,500.0,33907.0,35134.0,1440.0,23.54652777777778,NE,Platte,32547.0,9.4,29.3,15.9,6.2
9903,31141,4,390.0,20.0,350.0,0.0,390.0,34461.0,35743.0,1110.0,31.045945945945945,NE,Platte,32547.0,9.4,29.3,15.9,6.2
9904,31141,5,330.0,0.0,310.0,0.0,360.0,55699.0,59029.0,980.0,56.83571428571429,NE,Platte,32547.0,9.4,29.3,15.9,6.2
9905,31141,6,50.0,0.0,50.0,0.0,30.0,13913.0,14858.0,130.0,107.02307692307693,NE,Platte,32547.0,9.4,29.3,15.9,6.2
9906,31143,1,5300.0,3870.0,580.0,790.0,1780.0,63493.0,64748.0,6810.0,9.323494860499265,NE,Polk,5251.0,9.0,29.5,15.9,6.2
9907,31143,2,3920.0,1960.0,1140.0,760.0,2670.0,143150.0,145385.0,6910.0,20.716353111432706,NE,Polk,5251.0,9.0,29.5,15.9,6.2
9908,31143,3,2320.0,590.0,1570.0,140.0,2160.0,143664.0,146171.0,5890.0,24.391171477079798,NE,Polk,5251.0,9.0,29.5,15.9,6.2
9909,31143,4,1500.0,120.0,1330.0,40.0,1570.0,128556.0,130809.0,4350.0,29.553103448275863,NE,Polk,5251.0,9.0,29.5,15.9,6.2
9910,31143,5,1460.0,80.0,1350.0,0.0,1570.0,195287.0,200196.0,4350.0,44.8935632183908,NE,Polk,5251.0,9.0,29.5,15.9,6.2
9911,31143,6,300.0,30.0,270.0,0.0,290.0,111732.0,115996.0,860.0,129.92093023255813,NE,Polk,5251.0,9.0,29.5,15.9,6.2
9912,31145,1,400.0,270.0,90.0,60.0,120.0,4825.0,4971.0,570.0,8.464912280701755,NE,Red Willow,11010.0,8.4,31.9,15.9,6.2
9913,31145,2,310.0,120.0,140.0,30.0,190.0,11477.0,11974.0,590.0,19.452542372881357,NE,Red Willow,11010.0,8.4,31.9,15.9,6.2
9914,31145,3,200.0,40.0,150.0,0.0,150.0,12171.0,12473.0,490.0,24.83877551020408,NE,Red Willow,11010.0,8.4,31.9,15.9,6.2
9915,31145,4,120.0,20.0,90.0,0.0,110.0,9920.0,10256.0,310.0,32.0,NE,Red Willow,11010.0,8.4,31.9,15.9,6.2
9916,31145,5,120.0,0.0,100.0,0.0,110.0,29283.0,30045.0,310.0,94.46129032258065,NE,Red Willow,11010.0,8.4,31.9,15.9,6.2
9918,31147,1,1570.0,1120.0,340.0,130.0,500.0,18531.0,19179.0,2300.0,8.05695652173913,NE,Richardson,8143.0,9.8,36.7,15.9,6.2
9919,31147,2,1000.0,490.0,410.0,110.0,640.0,35548.0,36546.0,1950.0,18.229743589743588,NE,Richardson,8143.0,9.8,36.7,15.9,6.2
9920,31147,3,640.0,110.0,430.0,0.0,430.0,41057.0,42101.0,1400.0,29.326428571428572,NE,Richardson,8143.0,9.8,36.7,15.9,6.2
9921,31147,4,380.0,30.0,320.0,0.0,260.0,35942.0,37336.0,930.0,38.64731182795699,NE,Richardson,8143.0,9.8,36.7,15.9,6.2
9922,31147,5,260.0,30.0,240.0,0.0,220.0,36007.0,37846.0,730.0,49.324657534246576,NE,Richardson,8143.0,9.8,36.7,15.9,6.2
9923,31147,6,60.0,0.0,50.0,0.0,50.0,23435.0,24384.0,150.0,156.23333333333332,NE,Richardson,8143.0,9.8,36.7,15.9,6.2
9924,31149,1,420.0,310.0,80.0,20.0,70.0,4997.0,5264.0,540.0,9.253703703703703,NE,Rock,1395.0,11.3,30.3,15.9,6.2
9925,31149,2,300.0,90.0,190.0,30.0,220.0,10787.0,11284.0,690.0,15.633333333333333,NE,Rock,1395.0,11.3,30.3,15.9,6.2
9926,31149,3,170.0,30.0,130.0,0.0,150.0,10699.0,11089.0,440.0,24.31590909090909,NE,Rock,1395.0,11.3,30.3,15.9,6.2
9927,31149,4,80.0,0.0,70.0,0.0,60.0,6519.0,6744.0,200.0,32.595,NE,Rock,1395.0,11.3,30.3,15.9,6.2
9928,31149,5,50.0,0.0,60.0,0.0,60.0,7008.0,7237.0,180.0,38.93333333333333,NE,Rock,1395.0,11.3,30.3,15.9,6.2
9929,31149,6,20.0,0.0,0.0,0.0,0.0,8051.0,8463.0,0.0,inf,NE,Rock,1395.0,11.3,30.3,15.9,6.2
9930,31151,1,1670.0,1170.0,180.0,290.0,660.0,19503.0,19994.0,2190.0,8.905479452054795,NE,Saline,14357.0,8.5,33.0,15.9,6.2
9931,31151,2,1490.0,650.0,480.0,370.0,1530.0,54983.0,55771.0,3140.0,17.51050955414013,NE,Saline,14357.0,8.5,33.0,15.9,6.2
9932,31151,3,780.0,160.0,540.0,70.0,810.0,48926.0,49811.0,2050.0,23.866341463414635,NE,Saline,14357.0,8.5,33.0,15.9,6.2
9933,31151,4,500.0,30.0,450.0,0.0,510.0,43924.0,44808.0,1440.0,30.502777777777776,NE,Saline,14357.0,8.5,33.0,15.9,6.2
9934,31151,5,520.0,20.0,490.0,0.0,510.0,72504.0,74905.0,1510.0,48.0158940397351,NE,Saline,14357.0,8.5,33.0,15.9,6.2
9935,31151,6,80.0,0.0,70.0,0.0,90.0,24959.0,25393.0,230.0,108.51739130434783,NE,Saline,14357.0,8.5,33.0,15.9,6.2
9936,31153,1,18960.0,14760.0,1680.0,2220.0,5720.0,230976.0,234539.0,23840.0,9.688590604026846,NE,Sarpy,169410.0,8.4,30.6,15.9,6.2
9937,31153,2,13240.0,6520.0,4030.0,2260.0,8760.0,480855.0,486879.0,23340.0,20.60218508997429,NE,Sarpy,169410.0,8.4,30.6,15.9,6.2
9938,31153,3,8840.0,2530.0,5260.0,900.0,7550.0,547781.0,554546.0,20600.0,26.59131067961165,NE,Sarpy,169410.0,8.4,30.6,15.9,6.2
9939,31153,4,7080.0,960.0,5730.0,330.0,7350.0,615557.0,621619.0,19770.0,31.135912999494185,NE,Sarpy,169410.0,8.4,30.6,15.9,6.2
9940,31153,5,10230.0,640.0,9380.0,200.0,11760.0,1353871.0,1365502.0,31160.0,43.44900513478819,NE,Sarpy,169410.0,8.4,30.6,15.9,6.2
9941,31153,6,1650.0,70.0,1500.0,0.0,1940.0,574884.0,583633.0,5010.0,114.74730538922155,NE,Sarpy,169410.0,8.4,30.6,15.9,6.2
9942,31155,1,8690.0,6130.0,1270.0,1180.0,3020.0,104906.0,107112.0,11690.0,8.973994867408042,NE,Saunders,20915.0,8.6,28.6,15.9,6.2
9943,31155,2,6060.0,2950.0,1870.0,1180.0,4530.0,219751.0,223833.0,11220.0,19.58565062388592,NE,Saunders,20915.0,8.6,28.6,15.9,6.2
9944,31155,3,3490.0,910.0,2360.0,200.0,2900.0,216625.0,220341.0,8530.0,25.395662368112543,NE,Saunders,20915.0,8.6,28.6,15.9,6.2
9945,31155,4,2330.0,210.0,2060.0,50.0,2240.0,201680.0,205118.0,6570.0,30.69710806697108,NE,Saunders,20915.0,8.6,28.6,15.9,6.2
9946,31155,5,2410.0,110.0,2230.0,0.0,2380.0,324526.0,332174.0,6950.0,46.694388489208634,NE,Saunders,20915.0,8.6,28.6,15.9,6.2
9947,31155,6,490.0,30.0,440.0,0.0,490.0,224864.0,231026.0,1400.0,160.61714285714285,NE,Saunders,20915.0,8.6,28.6,15.9,6.2
9948,31157,1,3380.0,2250.0,550.0,520.0,1400.0,41824.0,42701.0,4750.0,8.805052631578947,NE,Scotts Bluff,36870.0,10.5,33.9,15.9,6.2
9949,31157,2,2160.0,960.0,840.0,360.0,1440.0,77188.0,78485.0,4080.0,18.91862745098039,NE,Scotts Bluff,36870.0,10.5,33.9,15.9,6.2
9950,31157,3,1310.0,290.0,940.0,80.0,1090.0,80830.0,82279.0,3260.0,24.79447852760736,NE,Scotts Bluff,36870.0,10.5,33.9,15.9,6.2
9951,31157,4,820.0,80.0,730.0,0.0,740.0,70735.0,72028.0,2280.0,31.024122807017545,NE,Scotts Bluff,36870.0,10.5,33.9,15.9,6.2
9952,31157,5,760.0,40.0,670.0,0.0,710.0,102842.0,105435.0,2090.0,49.2066985645933,NE,Scotts Bluff,36870.0,10.5,33.9,15.9,6.2
9953,31157,6,80.0,0.0,70.0,0.0,70.0,28580.0,29124.0,210.0,136.0952380952381,NE,Scotts Bluff,36870.0,10.5,33.9,15.9,6.2
9954,31159,1,3930.0,3050.0,490.0,420.0,900.0,46058.0,47333.0,4930.0,9.342393509127788,NE,Seward,17077.0,7.7,29.4,15.9,6.2
